Honoured	Honoured	j-vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
'TWas	'TWas	pn31|vbz	'TWas	it|be	0
no	no	dx	no	no	0
easie	easie	j	easy	easy	0
matter	matter	n1	matter	matter	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
General	General	j	General	general	0
a	a	dt	a	a	0
Satire	Satire	n1	Satire	satire	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
two	two	crd	two	two	0
Dialogues	Dialogues	n2	Dialogues	dialogue	0
Contain	Contain	vvb	Contain	contain	0
;	;	;	;	;	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Vices	Vices	n2	Vices	vice	0
,	,	,	,	,	0
and	and	cc	and	and	0
Follies	Follies	n2	Follies	folly	0
they	they	pns32	they	they	0
expose	expose	vvb	expose	expose	0
,	,	,	,	,	0
spread	spread	vvb	spread	spread	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
so	so	av	so	so	0
far	far	av-j	far	far	0
through	through	p-acp	through	through	0
Man	Man	n1	Man	man	0
∣	∣	sy	∣	∣	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
that	that	cst	that	that	0
few	few	d	few	few	0
,	,	,	,	,	0
very	very	av	very	very	0
few	few	d	few	few	0
are	are	vbr	are	be	0
free	free	j	free	free	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
Tincture	Tincture	n1	Tincture	tincture	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
This	This	d	This	this	0
Consideration	Consideration	n1	Consideration	consideration	0
,	,	,	,	,	0
wou'd	wou'd	vmd	would	will	0
,	,	,	,	,	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
,	,	,	,	,	0
have	have	vhb	have	have	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
vail'd	vail'd	vvn	veiled	veil	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
Publish'd	Publish'd	j-vvn	Published	publish	0
them	them	pno32	them	they	0
Naked	Naked	j	Naked	naked	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
my	my	po11	my	my	0
rest	rest	n1	rest	rest	0
∣	∣	sy	∣	∣	0
less	less	dc	less	less	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
giving	giving	vvg	giving	give	0
a	a	dt	a	a	0
Pub	Pub	fw-la	Pub	pub	0
∣	∣	sy	∣	∣	0
lick	lick	n1	lick	lick	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
value	value	n1	valve	value	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Merit	Merit	n1	Merit	merit	0
,	,	,	,	,	0
Presented	Presented	vvd	Presented	present	0
You	You	pn22	You	you	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reach	reach	n1	reach	reach	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
said	said	vvn	said	say	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
small	small	j	small	small	0
Volume	Volume	n1	Volume	volume	0
,	,	,	,	,	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
true	true	j	true	true	0
Satire	Satire	n1	Satire	satire	0
.	.	.	.	.	1
You	You	pn22	You	you	0
have	have	vhb	have	have	0
tasted	tasted	vvn	tasted	taste	0
the	the	dt	the	the	0
Plea	Plea	n1	Plea	plea	0
∣	∣	sy	∣	∣	0
sures	sures	vvz	sures	sure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Town	Town	n1	Town	town	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
not	not	xx	not	not	0
fed	fed	vvn	fed	feed	0
on	on	p-acp	on	on	0
'em	'em	pno32	they	they	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Surfeit	Surfeit	n1	Surfeit	surfeit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
most	most	ds	most	most	0
that	that	cst	that	that	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
Youth	Youth	n1	Youth	youth	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
For	For	c-acp	For	for	0
∣	∣	sy	∣	∣	0
tune	tune	n1	tune	tune	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
own	own	d	own	own	0
Command	Command	n1	Command	command	0
,	,	,	,	,	0
use	use	vvb	use	use	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
:	:	:	:	:	0
Youth	Youth	n1	Youth	youth	0
cou'd	cou'd	vmd	could	can	0
not	not	xx	not	not	0
betray	betray	vvi	betray	betray	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Follies	Follies	n2	Follies	folly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Town	Town	n1	Town	town	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Riches	Riches	n2	Riches	riches	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
Vices	Vices	n2	Vices	vice	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
Nice	Nice	j	Nice	nice	0
and	and	cc	and	and	0
Solid	Solid	j	Solid	solid	0
Judge	Judge	n1	Judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
gave	gave	vvd	gave	give	0
you	you	pn22	you	you	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Observations	Observations	n2	Observations	observation	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Trans	Trans	np1	Trans	Trans	0
∣	∣	sy	∣	∣	0
gressions	gressions	n2	gressions	gression	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
an	an	dt	and	a	0
early	early	j	early	early	0
,	,	,	,	,	0
and	and	cc	and	and	0
unrepented	unrepented	n1	unrepented	unrepented	0
Experience	Experience	n1	Experience	experience	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
;	;	;	;	;	0
and	and	cc	and	and	0
your	your	po22	your	your	0
own	own	d	own	own	0
innate	innate	j-vvn	innate	innate	0
Temperance	Temperance	n1	Temperance	temperance	0
,	,	,	,	,	0
secur'd	secur'd	vvn	secured	secure	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
infection	infection	n1	infection	infection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
:	:	:	:	:	0
Your	Your	po22	Your	your	0
Moderation	Moderation	n1	Moderation	moderation	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
cut	cut	vvn	cut	cut	0
off	off	a-acp	off	off	0
all	all	d	all	all	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cess	cess	n1	cess	cess	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Generosity	Generosity	n1	Generosity	generosity	0
,	,	,	,	,	0
and	and	cc	and	and	0
Love	Love	vvb	Love	love	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
Honour'd	Honour'd	vvn	Honoured	honour	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
of	of	pp-f	of	of	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
permitted	permitted	vvd	permitted	permit	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
over-value	over-value	n1	overvalue	overvalue	0
the	the	dt	the	the	0
Goods	Goods	n2-j	Goods	good	0
of	of	pp-f	of	of	0
Fortune	Fortune	n1	Fortune	fortune	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
prefer	prefer	vvi	prefer	prefer	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
God-like	God-like	j	Godlike	godlike	0
Compassion	Compassion	n1	Compassion	compassion	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
Heroick	Heroick	j	Heroic	heroic	0
Service	Service	n1	Service	service	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Friend	Friend	n1	Friend	friend	0
.	.	.	.	.	1
Men	Men	np1	Men	Men	0
generally	generally	av-j	generally	general	0
arrive	arrive	vvi	arrive	arrive	0
at	at	p-acp	at	at	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
rugged	rugged	j	rugged	rugged	0
steps	steps	n2	steps	step	0
of	of	pp-f	of	of	0
self-experience	self-experience	n1	self-experience	self-experience	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
it	it	pn31	it	it	0
brings	brings	vvz	brings	bring	0
in	in	p-acp	in	in	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
seems	seems	vvz	seems	seem	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
compensate	compensate	j	compensate	compensate	0
the	the	dt	the	the	0
Price	Price	n1	Price	price	0
we	we	pns12	we	we	0
pay	pay	vvb	pay	pay	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
our	our	po12	our	our	0
Life	Life	n1	Life	life	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Health	Health	n1	Health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
Fortune	Fortune	n1	Fortune	fortune	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
it	it	pn31	it	it	0
has	has	vhz	has	have	0
grown	grown	vvn	grown	grow	0
acquainted	acquainted	vvn	acquainted	acquaint	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Youth	Youth	n1	Youth	youth	0
,	,	,	,	,	0
and	and	cc	and	and	0
taught	taught	vvd	taught	teach	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
retire	retire	vvi	retire	retire	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
pursuit	pursuit	n1	pursuit	pursuit	0
of	of	pp-f	of	of	0
Noise	Noise	n1	Noise	noise	0
,	,	,	,	,	0
and	and	cc	and	and	0
Nonsense	Nonsense	n1	Nonsense	nonsense	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Town	Town	n1	Town	town	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
calm	calm	j-jn	calm	calm	0
retreat	retreat	n1	retreat	retreat	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Paternal	Paternal	j	Paternal	paternal	0
Inheritance	Inheritance	n1	Inheritance	inheritance	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
to	to	pc-acp	to	to	0
Converse	Converse	vvi	Converse	converse	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
best	best	js	best	best	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Dead	Dead	j	Dead	dead	0
;	;	;	;	;	0
their	their	po32	their	their	0
Wit	Wit	n1	Wit	wit	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Works	Works	vvz	Works	work	0
;	;	;	;	;	0
without	without	p-acp	without	without	0
being	being	vbg	being	be	0
Ob	Ob	fw-la	Ob	ob	0
∣	∣	sy	∣	∣	0
lig'd	lig'd	vvn	liged	lige	0
to	to	pc-acp	to	to	0
dash	dash	vvi	dash	dash	0
that	that	d	that	that	0
Pleasure	Pleasure	n1	Pleasure	pleasure	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
daily	daily	j	daily	daily	0
impertinencies	impertinencies	n2	impertinencies	impertinency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Living	Living	j-vvg	Living	live	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Con	Con	fw-mi	Con	con	0
∣	∣	sy	∣	∣	0
versation	versation	n1	versation	versation	0
in	in	p-acp	in	in	0
Cities	Cities	ng1	Cities	city	0
forces	forces	n2	forces	force	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
this	this	d	this	this	0
,	,	,	,	,	0
my	my	po11	my	my	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
That	That	cst	That	that	0
as	as	c-acp	as	as	0
