WHereas	WHereas	cs	WHereas	whereas	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
many	many	d	many	many	0
hundred	hundred	crd	hundred	hundred	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
certaine	certaine	j	certain	certain	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sandes	sandes	n2	sands	sand	0
preached	preached	vvn	preached	preach	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
graue	graue	j	graven	grave	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
father	father	n1	father	father	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
then	then	cs	then	than	0
twentie	twentie	crd	twentie	twenty	0
yeares	yeares	n2	years	year	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
was	was	vbds	was	be	0
licensed	licensed	vvn	licensed	license	0
thereunto	thereunto	av	thereunto	thereunto	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Vni	Vni	np1	Vni	Vni	0
∣	∣	sy	∣	∣	0
versitie	versitie	n1	versitie	versitie	0
of	of	pp-f	of	of	0
Cambridge	Cambridge	np1	Cambridge	Cambridge	0
;	;	;	;	;	0
he	he	pns31	he	he	0
left	left	vvd	left	leave	0
no	no	dx	no	no	0
such	such	d	such	such	0
notes	notes	n2	notes	note	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
heades	heades	n2	heads	head	0
or	or	cc	or	or	0
chiefe	chiefe	j-jn	chief	chief	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
almost	almost	av	almost	almost	0
might	might	n1	might	might	0
be	be	vbb	be	be	0
well	well	av	well	well	0
collected	collected	vvn	collected	collect	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
better	better	jc	better	better	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
sauing	sauing	vvg	saving	save	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
wrote	wrote	vvd	wrote	write	0
out	out	av	out	out	0
worde	worde	n1	word	word	0
for	for	p-acp	for	for	0
worde	worde	n1	word	word	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
them	them	pno32	them	they	0
:	:	:	:	:	0
It	It	pn31	It	it	0
seemed	seemed	vvd	seemed	seem	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
his	his	po31	his	his	0
mea	mea	zz	mea	mea	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
was	was	vbds	was	be	0
,	,	,	,	,	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
commende	commende	vvi	commend	commend	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
ne	ne	zz	ne	ne	0
∣	∣	sy	∣	∣	0
cessarie	cessarie	j	cessarie	cessarie	0
doctrine	doctrine	n1	doctrine	doctrine	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
cōtained	cōtained	vvd	contained	contain	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
mought	mought	vmd	might	may	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
vttered	vttered	vvn	uttered	utter	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
stretch	stretch	vvb	stretch	stretch	0
out	out	av	out	out	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
further	further	jc	further	further	0
:	:	:	:	:	0
neither	neither	av-dx	neither	neither	0
that	that	cst	that	that	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
perish	perish	vvi	perish	perish	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
remaine	remaine	vvb	remain	remain	0
afterwards	afterwards	av	afterwards	afterward	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
liue	liue	vvb	live	live	0
when	when	c-crq	when	when	0
himselfe	himselfe	px31	himself	himself	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
dead	dead	j	dead	dead	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
them	them	pno32	them	they	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
more	more	av-dc	more	more	0
speedily	speedily	av-j	speedily	speedy	0
be	be	vbi	be	be	0
caried	caried	vvn	carried	carry	0
farre	farre	av-j	far	far	0
and	and	cc	and	and	0
nere	nere	av-j	never	near	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
easily	easily	av-j	easily	easy	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hands	hands	n2	hands	hand	0
and	and	cc	and	and	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
them	them	pno32	them	they	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
meant	meant	vvn	meant	mean	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
intreat	intreat	vvb	entreat	entreat	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
matter	matter	n1	matter	matter	0
principally	principally	av-j	principally	principal	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
common	common	j	common	common	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
his	his	po31	his	his	0
preachings	preachings	n2-vvg	preachings	preach	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
most	most	av-ds	most	most	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
(	(	(	(	(	0
namely	namely	av	namely	namely	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
saued	saued	vvn	saved	save	0
in	in	p-acp	in	in	0
death	death	n1	death	death	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
we	we	pns12	we	we	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
our	our	po12	our	our	0
life	life	n1	life	life	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
neuer	neuer	av-x	never	never	0
be	be	vbi	be	be	0
too	too	av	too	too	0
much	much	av-d	much	much	0
preached	preached	vvn	preached	preach	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
or	or	cc	or	or	0
too	too	av	too	too	0
often	often	av	often	often	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
still	still	av	still	still	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
still	still	av	still	still	0
haue	haue	vhi	have	have	0
preached	preached	vvn	preached	preach	0
