THough	THough	cs	THough	though	0
daūger	daūger	n1	danger	danger	0
he	he	pns31	he	he	0
mickle	mickle	d	much	much	0
&	&	cc	&	and	0
fauour	fauour	vvi	favour	favour	0
so	so	av	so	so	0
fickle	fickle	j	fickle	fickle	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
dutie	dutie	n1	duty	duty	0
doth	doth	vdz	does	do	0
tickle	tickle	vvi	tickle	tickle	0
,	,	,	,	,	0
my	my	po11	my	my	0
fansie	fansie	n1	fancy	fancy	0
to	to	p-acp	to	to	0
wright	wright	n1	wright	wright	0
:	:	:	:	:	0
concerning	concerning	vvg	concerning	concern	0
how	how	c-crq	how	how	0
prettie	prettie	j	pretty	pretty	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
fine	fine	j	fine	fine	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
nettie	nettie	j	nettie	nettie	0
good	good	j	good	good	0
huswife	huswife	n1	huswife	huswife	0
should	should	vmd	should	shall	0
yettie	yettie	j	yettie	yettie	0
from	from	p-acp	from	from	0
morening	morening	n1	morning	morning	0
to	to	p-acp	to	to	0
night	night	n1	night	night	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
mynedid	mynedid	j	mynedid	mynedid	0
by	by	p-acp	by	by	0
wrighting	wrighting	vvg	wrighting	wright	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
kindle	kindle	vvi	kindle	kindle	0
a	a	dt	a	a	0
spighting	spighting	vvg	spighting	spite	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
sheaw	sheaw	n1	sheaw	sheaw	0
by	by	p-acp	by	by	0
endighting	endighting	vvg	enditing	endit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
afterwarde	afterwarde	av	afterward	afterward	0
tolde	tolde	vvn	told	tell	0
:	:	:	:	:	0
how	how	c-crq	how	how	0
husbandrye	husbandrye	n1	husbandry	husbandry	0
easith	easith	vvz	easith	easith	0
so	so	av	so	so	0
huswifrie	huswifrie	n1	housewifry	housewifry	0
pleasith	pleasith	n1	pleasith	pleasith	0
,	,	,	,	,	0
&	&	cc	&	and	0
many	many	d	many	many	0
purse	purse	n1	purse	purse	0
greasith	greasith	n1	greasith	greasith	0
with	with	p-acp	with	with	0
siluer	siluer	n1	silver	silver	0
&	&	cc	&	and	0
golde	golde	n1	gold	gold	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
husbandrye	husbandrye	n1	husbandry	husbandry	0
weepith	weepith	n1	weepith	weepith	0
where	where	c-crq	where	where	0
huswifrie	huswifrie	n1	housewifry	housewifry	0
sleepith	sleepith	n1	sleepith	sleepith	0
,	,	,	,	,	0
and	and	cc	and	and	0
hardly	hardly	av	hardly	hardly	0
he	he	pns31	he	he	0
creepith	creepith	n1	creepith	creepith	0
vp	vp	p-acp	up	up	0
ladder	ladder	n1	ladder	ladder	0
to	to	p-acp	to	to	0
thrift	thrift	n1	thrift	thrift	0
:	:	:	:	:	0
that	that	cst	that	that	0
wantith	wantith	vvd	wantith	wantith	0
to	to	p-acp	to	to	0
bolde	bolde	j	bold	bold	0
him	him	pno31	him	he	0
thriftes	thriftes	n2	thrifts	thrift	0
ladder	ladder	n1	ladder	ladder	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
him	him	pno31	him	he	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
tolde	tolde	vvn	told	tell	0
him	him	pno31	him	he	0
,	,	,	,	,	0
be	be	vbb	be	be	0
falles	falles	n2	falls	fall	0
with	with	p-acp	with	with	0
out	out	av	out	out	0
shifte	shifte	n1	shift	shift	0
.	.	.	.	.	1
Least	Least	cs	lest	lest	0
meany	meany	zz	meany	meany	0
shold	shold	vmd	should	shall	0
feare	feare	vvi	fear	fear	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
forsweareme	forsweareme	j-jn	forsweareme	forsweareme	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
troth	troth	n1	troth	troth	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
beare	beare	vvi	bear	bear	0
me	me	pno11	me	i	0
vpright	vpright	av-j	upright	upright	0
as	as	c-acp	as	as	0
ye	ye	pn22	you	you	0
se	se	fw-la	se	se	0
:	:	:	:	:	0
ful	ful	j	full	full	0
mine	mine	n1	mine	mine	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
loue	loue	vvi	love	love	0
all	all	d	all	all	0
,	,	,	,	,	0
&	&	cc	&	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
reproue	reproue	vvi	reprove	reprove	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
moue	moue	vvi	move	move	0
all	all	d	all	all	0
,	,	,	,	,	0
good	good	j	good	good	0
huswifes	huswifes	n2	huswives	housewife	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
