THE	THE	dt	THE	the	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
inscribing	inscribing	vvg	inscribing	inscribe	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
pleas	pleas	n2	pleasant	plea	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
purity	purity	n1	purity	purity	0
,	,	,	,	,	0
and	and	cc	and	and	0
perfection	perfection	n1	perfection	perfection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scrip	Scrip	n1	Scrip	scrip	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
pretences	pretences	n2	pretences	pretence	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
because	because	p-acp	because	because	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
value	value	vvb	valve	value	0
and	and	cc	and	and	0
study	study	vvi	study	study	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
earnest	earnest	j	earnest	earnest	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
so	so	av	so	so	0
do	do	vdi	do	do	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
whereas	whereas	cs	whereas	whereas	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
offer	offer	vvb	offer	offer	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
discourse	discourse	vvi	discourse	discourse	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Preface	Preface	n1	Preface	preface	0
