IF	IF	cs	IF	if	0
ever	ever	av	ever	ever	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
were	were	vbdr	were	be	0
turned	turned	vvn	turned	turn	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
lye	lye	n1	lie	lie	0
,	,	,	,	,	0
Rom.	Rom.	np1	Rom.	Rom.	1
1.25	1.25	crd	1.25	1.25	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
that	that	cst	that	that	0
deny	deny	vvb	deny	deny	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
pretend	pretend	vvb	pretend	pretend	0
immediate	immediate	j	immediate	immediate	0
revelations	revelations	n2	revelations	revelation	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
rule	rule	n1	rule	rule	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
actions	actions	n2	actions	action	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
mind	mind	vvi	mind	mind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
passage	passage	n1	passage	passage	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
reverend	reverend	j-jn	reverend	reverend	0
minister	minister	n1	minister	minister	0
now	now	av	now	now	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
:	:	:	:	:	0
Mr.	Mr.	n1	Mr.	mr.	0
Bur	Bur	n1	Burr	burr	0
∣	∣	sy	∣	∣	0
roughs	roughs	ng1	roughs	roughs	0
on	on	p-acp	on	on	0
Hosea	Hosea	np1	Hosea	Hosea	0
8.12	8.12	crd	8.12	8.12	0
pag	pag	n1	page	page	0
.	.	.	.	.	1
91.	91.	crd	91.	91.	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
generation	generation	n1	generation	generation	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
rising	rising	vvg	rising	rise	0
now	now	av	now	now	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
risen	risen	vvn	risen	rise	0
,	,	,	,	,	0
that	that	cst	that	that	0
begin	begin	vvb	begin	begin	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
vile	vile	j	vile	vile	0
thoughts	thoughts	n2	thoughts	thought	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
written	written	j-vvn	written	write	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
think	think	vvb	think	think	0
to	to	pc-acp	to	to	0
understand	understand	vvi	understand	understand	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
But	But	cc-acp	But	but	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
he	he	pns31	he	he	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
rotten	rotten	vvn	rotten	rot	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
when	when	c-crq	when	when	0
their	their	po32	their	their	0
souls	souls	n2	souls	soul	0
are	are	vbr	are	be	0
perished	perished	vvn	perished	perish	0
in	in	p-acp	in	in	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
the	the	dt	the	the	0
writ	writ	n1	writ	writ	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
stand	stand	vvi	stand	stand	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
honourable	honourable	j	honourable	honourable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eies	eies	n2	eyes	eye	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
.	.	.	.	.	1
You	You	pn22	You	you	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
trnth	trnth	n1	trnth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
deny	deny	vvb	deny	deny	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
A	A	dt	A	a	0
strange	strange	j	strange	strange	0
paradox	paradox	n1	paradox	paradox	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
if	if	cs	if	if	0
the	the	dt	the	the	0
scrip	scrip	n1	scrip	scrip	0
∣	∣	sy	∣	∣	0
tures	tures	av	tures	tures	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
And	And	cc	And	and	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
1	1	crd	1	1	0
King	King	n1	King	king	0
.	.	.	.	.	1
17.24	17.24	crd	17.24	17.24	0
.	.	.	.	.	1
Rom	Rom	np1	Rom	Rome	0
3.7	3.7	crd	3.7	3.7	0
.	.	.	.	.	1
