THere	THere	pc-acp	THere	there	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
presen	presen	fw-mi	presen	presen	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
,	,	,	,	,	0
a	a	dt	a	a	0
Remon	Remon	np1	Remon	Remon	0
∣	∣	sy	∣	∣	0
strance	strance	n1	strance	strance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deplora	deplora	n1	deplora	deplora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
mentable	mentable	j	mentable	mentable	0
Condition	Condition	n1	Condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Clergy	Clergy	n1	Clergy	clergy	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
occasioned	occasioned	vvn	occasioned	occasion	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
present	present	j	present	present	0
Rebellion	Rebellion	n1	Rebellion	rebellion	0
;	;	;	;	;	0
The	The	dt	The	the	0
Remonstrants	Remonstrants	n2	Remonstrants	remonstrant	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
siring	siring	vvg	siring	sire	0
our	our	po12	our	our	0
Letters	Letters	n2	Letters	letter	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Represen	Represen	fw-mi	Represen	represen	0
∣	∣	sy	∣	∣	0
ting	ting	zf	ting	thing	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
House	House	n1	House	house	0
of	of	pp-f	of	of	0
Commons	Commons	n2	Commons	commons	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
;	;	;	;	;	0
unto	unto	p-acp	unto	unto	0
whose	whose	rg-crq	whose	who	0
grave	grave	n1	grave	grave	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
conside	conside	n1-an	conside	conside	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
apply	apply	vvi	apply	apply	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
We	We	pns12	We	we	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
need	need	vvi	need	need	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
much	much	av-d	much	much	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
speaking	speaking	vvg	speaking	speak	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
sence	sence	n1	sense	sense	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
distract	distract	vvb	distract	distract	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
State	State	n1	State	state	0
,	,	,	,	,	0
