MADAME	MADAME	n1	MADAME	madam	0
,	,	,	,	,	0
SInce	SInce	c-acp	SInce	since	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
our	our	po12	our	our	0
OMNIPOTENT	OMNIPOTENT	j	OMNIPOTENT	omnipotent	0
CREATOR	CREATOR	n1	CREATOR	creator	0
,	,	,	,	,	0
and	and	cc	and	and	0
gra	gra	fw-mi	gra	gra	0
∣	∣	sy	∣	∣	0
cious	cious	j	cious	cious	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heape	heape	vvi	heap	heap	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
manie	manie	d	many	many	0
and	and	cc	and	and	0
sundrie	sundrie	j	sundry	sundry	0
honourable	honourable	j	honourable	honourable	0
Priuiledges	Priuiledges	n2	Privileges	privilege	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
and	and	cc	and	and	0
Grace	Grace	n1	Grace	grace	0
;	;	;	;	;	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
manie	manie	d	many	many	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
your	your	po22	your	your	0
good	good	j	good	good	0
Friendes	Friendes	n2	Friends	friend	0
and	and	cc	and	and	0
Seruantes	Seruantes	n2	Servants	servant	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
gage	gage	vvb	gage	gage	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
&	&	cc	&	and	0
serue	serue	vvi	serve	serve	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
with	with	p-acp	with	with	0
such	such	d	such	such	0
Gra	Gra	uh	Gram	gra	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
and	and	cc	and	and	0
Dueties	Dueties	n2	Duties	duty	0
by	by	p-acp	by	by	0
manie	manie	d	many	many	0
Testimonies	Testimonies	n2	Testimonies	testimony	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
comfortable	comfortable	j	comfortable	comfortable	0
kindnesse	kindnesse	n1	kindness	kindness	0
and	and	cc	and	and	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
hitherto	hitherto	av	hitherto	hitherto	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
constant	constant	j	constant	constant	0
intention	intention	n1	intention	intention	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
thankfull	thankfull	j	thankful	thankful	0
)	)	)	)	)	0
declared	declared	vvd	declared	declare	0
my	my	po11	my	my	0
willingnesse	willingnesse	n1	willingness	willingness	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
come	come	vvi	come	come	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
sort	sort	vvi	sort	sort	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
declining	declining	j-vvg	declining	decline	0
Age	Age	n1	Age	age	0
)	)	)	)	)	0
guiltie	guiltie	j	guilty	guilty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
foule	foule	j	foul	foul	0
imputation	imputation	n1	imputation	imputation	0
of	of	pp-f	of	of	0
Ingratitude	Ingratitude	n1	Ingratitude	ingratitude	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
weaknesse	weaknesse	n1	weakness	weakness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
wit	wit	n1	wit	wit	0
and	and	cc	and	and	0
skill	skill	n1	skill	skill	0
might	might	vmd	might	may	0
afford	afford	vvi	afford	afford	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
communicate	communicate	vvi	communicate	communicate	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
priuate	priuate	j	private	private	0
vse	vse	n1	use	use	0
)	)	)	)	)	0
these	these	d	these	these	0
MEDITATIONS	MEDITATIONS	n2	MEDITATIONS	meditation	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
that	that	d	that	that	0
fun	fun	n1	fun	sun	0
∣	∣	sy	∣	∣	0
damentall	damentall	j	damentall	damentall	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
