WHat	WHat	q-crq	WHat	what	0
tyme	tyme	n1	time	time	0
my	my	po11	my	my	0
little	little	j	little	little	0
worcke	worcke	n1	work	work	0
,	,	,	,	,	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
tituled	tituled	vvd	tituled	titule	0
the	the	dt	the	the	0
iustificatiō	iustificatiō	n1	justification	justification	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
only	only	av-j	only	only	0
,	,	,	,	,	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
handes	handes	n2	hands	hand	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Printer	Printer	np1	Printer	Printer	0
(	(	(	(	(	0
moste	moste	av-ds	most	most	0
gentyl	gentyl	j	gentle	gentle	0
Ladye	Ladye	n1	Lady	lady	0
)	)	)	)	)	0
it	it	pn31	it	it	0
fortuned	fortuned	vvd	fortuned	fortune	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
reade	reade	vvi	read	read	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
cer	cer	n1	cer	cer	0
¦	¦	sy	¦	¦	0
tayne	tayne	j	tayne	tayne	0
exposition	exposition	n1	exposition	exposition	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
Frances	Frances	np1	Frances	Frances	0
Lambert	Lambert	np1	Lambert	Lambert	0
of	of	pp-f	of	of	0
Auenna	Auenna	np1	Auenna	Auenna	0
dyd	dyd	vdd	did	do	0
wryte	wryte	vvi	write	write	0
vpon	vpon	p-acp	upon	upon	0
Osee	Osee	j	Osee	osee	0
the	the	dt	the	the	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
phet	phet	n1	phet	phet	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
wyll	wyll	n1	will	will	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
naturally	naturally	av-j	naturally	natural	0
is	is	vbz	is	be	0
cap	cap	n1	cap	cap	0
∣	∣	sy	∣	∣	0
tyue	tyue	j-jn	tyue	tyue	0
to	to	p-acp	to	to	0
sinne	sinne	n1	sin	sin	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
ryght	ryght	j-jn	right	right	0
wel	wel	av	well	well	0
wit	wit	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesseth	nesseth	vvz	nesseth	ness	0
sayinge	sayinge	vvg	saying	say	0
.	.	.	.	.	1
He	He	pns31	He	he	0
whyche	whyche	r-crq	which	which	0
doeth	doeth	vdz	doth	do	0
syn	syn	vvi	sin	sin	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
seruaunt	seruaunt	n1	servant	servant	0
of	of	pp-f	of	of	0
synne	synne	n1	sin	sin	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
one	one	pi	one	one	0
iust	iust	j	just	just	0
mā	mā	n1	man	man	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
one	one	crd	one	one	0
whyche	whyche	r-crq	which	which	0
seketh	seketh	vvz	seeketh	seek	0
after	after	p-acp	after	after	0
God	God	np1	God	God	0
.	.	.	.	.	1
All	All	av-d	All	all	0
men	men	n2	men	man	0
haue	haue	vhb	have	have	0
erred	erred	vvn	erred	err	0
&	&	cc	&	and	0
gone	gone	vvn	gone	go	0
forth	forth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
altogither	altogither	av	altogether	altogether	0
made	made	vvn	made	make	0
vnprofitable	vnprofitable	j	unprofitable	unprofitable	0
.	.	.	.	.	1
Ther	Ther	pc-acp	There	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
one	one	crd	one	one	0
manne	manne	n1	man	man	0
whych	whych	r-crq	which	which	0
doeth	doeth	vdz	doth	do	0
good	good	j	good	good	0
,	,	,	,	,	0
no	no	uh-dx	no	no	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
muche	muche	av-d	much	much	0
as	as	c-acp	as	as	0
one	one	crd	one	one	0
)	)	)	)	)	0
and	and	cc	and	and	0
also	also	av	also	also	0
bonde	bonde	vvn	bond	bond	0
frome	frome	p-acp	from	from	0
do	do	n1	doe	do	0
∣	∣	sy	∣	∣	0
ynge	ynge	zz	ynge	ynge	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
good	good	j	good	good	0
thynge	thynge	n1	thing	thing	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wit	wit	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesseth	nesseth	vvz	nesseth	ness	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
Iames	Iames	np1	Iames	Iames	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
words	words	n2	words	word	0
Euery	Euery	d	Every	every	0
good	good	j	good	good	0
and	and	cc	and	and	0
perfecte	perfecte	vvi	perfect	perfect	0
gyfte	gyfte	n1	gift	gift	0
is	is	vbz	is	be	0
frome	frome	p-acp	from	from	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
boue	boue	p-acp	above	above	0
,	,	,	,	,	0
discendinge	discendinge	vvg	descending	descend	0
downe	downe	a-acp	down	down	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
lyght	lyght	vvi	light	light	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
article	article	n1	article	article	0
beynge	beynge	vbg	being	be	0
very	very	av	very	very	0
well	well	av	well	well	0
dis	dis	d	dis	this	0
