Noble	Noble	j	Noble	noble	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
COntentions	COntentions	n2	COntentions	contention	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
great	great	j	great	great	0
and	and	cc	and	and	0
high	high	j	high	high	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
and	and	cc	and	and	0
still	still	av	still	still	0
are	are	vbr	are	be	0
so	so	av	so	so	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
equality	equality	n1	equality	equality	0
or	or	cc	or	or	0
inequality	inequality	n1	inequality	inequality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Anathematizing	Anathematizing	vvg	Anathematizing	anathematize	0
one	one	pi	one	one	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
both	both	d	both	both	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Arrians	Arrians	n2-jn	Arrians	arrian	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Arminians	Arminians	njp2	Arminians	arminians	0
hold	hold	vvb	hold	hold	0
,	,	,	,	,	0
viZ	viZ	fw-la	viZ	viz	0
.	.	.	.	.	1
That	That	cst	That	that	0
the	the	dt	the	the	0
Son	Son	n1	Son	son	0
is	is	vbz	is	be	0
less	less	av-dc	less	less	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Protestants	Protestants	n2	Protestants	protestant	0
hold	hold	vvb	hold	hold	0
is	is	vbz	is	be	0
no	no	av-dx	no	no	0
less	less	av-dc	less	less	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
is	is	vbz	is	be	0
equall	equall	j-jn	equal	equal	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Father	Father	n1	Father	father	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
derstood	derstood	vvd	derstood	derstood	0
and	and	cc	and	and	0
observed	observed	vvn	observed	observe	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
is	is	vbz	is	be	0
holy	holy	j	holy	holy	0
and	and	cc	and	and	0
good	good	j	good	good	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
men	men	n2	men	man	0
exceeding	exceeding	vvg	exceeding	exceed	0
in	in	p-acp	in	in	0
dimi	dimi	fw-la	dimi	dimi	0
∣	∣	sy	∣	∣	0
nishing	nishing	n-vvg	nishing	nish	0
the	the	dt	the	the	0
Sonne	Sonne	n1	Son	son	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Essence	Essence	n1	Essence	essence	0
,	,	,	,	,	0
and	and	cc	and	and	0
exalting	exalting	vvg	exalting	exalt	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
emanation	emanation	n1	emanation	emanation	0
,	,	,	,	,	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
being	being	vbg	being	be	0
hid	hid	vvn	hid	hide	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
controversie	controversie	n1	controversy	controversy	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
have	have	vhb	have	have	0
thereby	thereby	av	thereby	thereby	0
come	come	vvn	come	come	0
to	to	pc-acp	to	to	0
subvert	subvert	vvi	subvert	subvert	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
.	.	.	.	.	1
The	The	dt	The	the	0
greatest	greatest	js	greatest	great	0
,	,	,	,	,	0
the	the	dt	the	the	0
grossest	grossest	js	grossest	gross	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
subtil	subtil	j	subtle	subtle	0
way	way	n1	way	way	0
thereto	thereto	av	thereto	thereto	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
laid	laid	vvn	laid	lay	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
by	by	p-acp	by	by	0
Mr.	Mr.	n1	Mr.	mr.	1
John	John	np1	John	John	0
Bid	Bid	vvb	Bid	bid	0
∣	∣	sy	∣	∣	0
dle	dle	n1	dle	dle	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
book	book	n1	book	book	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
called	called	vvn	called	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
Apostolical	Apostolical	j	Apostolical	apostolical	0
and	and	cc	and	and	0
true	true	j	true	true	0
Opinion	Opinion	n1	Opinion	opinion	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Trinity	Trinity	np1	Trinity	Trinity	0
revived	revived	vvn	revived	revive	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
sooner	sooner	av-c	sooner	soon	0
I	I	pns11	I	i	0
have	have	vhi	have	have	0
wrote	wrote	vvd	wrote	write	0
against	against	p-acp	against	against	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
year	year	n1	year	year	0
1647.	1647.	crd	1647.	1647.	0
he	he	pns31	he	he	0
gloryes	gloryes	n2	glories	glory	0
no	no	dx	no	no	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
many	many	d	many	many	0
learned	learned	j	learned	learned	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
contested	contested	vvn	contested	contest	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
an	an	dt	and	a	0
answer	answer	n1	answer	answer	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
Argument	Argument	n1	Argument	argument	0
satisfactorily	satisfactorily	av-j	satisfactorily	satisfactory	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
long	long	av-j	long	long	0
waited	waited	vvn	waited	wait	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
answer	answer	n1	answer	answer	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
receive	receive	vvi	receive	receive	0
none	none	pix	none	none	0
:	:	:	:	:	0
That	That	cst	That	that	0
he	he	pns31	he	he	0
hopes	hopes	vvz	hope's	hope	0
some	some	d	some	some	0
one	one	crd	one	one	0
will	will	n1	will	will	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
self	self	n1	self	self	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
case	case	n1	case	case	0
a	a	dt	a	a	0
doubting	doubting	vvg	doubting	doubt	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
a	a	dt	a	a	0
man	man	n1	man	man	0
convinceable	convinceable	j	convinceable	convinceable	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rejected	rejected	vvn	rejected	reject	0
:	:	:	:	:	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
bond	bond	n1	bound	bond	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
that	that	cst	that	that	0
tyeth	tyeth	vvz	tyeth	ty	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
contend	contend	vvi	contend	contend	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
induced	induced	vvn	induced	induce	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
this	this	d	this	this	0
insuing	insuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
first	first	ord	first	first	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
acknowledge	acknowledge	vvb	acknowledge	acknowledge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
mine	mine	png11	mine	i	0
to	to	pc-acp	to	to	0
owe	owe	vvi	owe	owe	0
very	very	av	very	very	0
much	much	av-d	much	much	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
fail	fail	vvi	fail	fail	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
your	your	po22	your	your	0
laying	laying	vvg	laying	lay	0
out	out	av	out	out	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
least	least	ds	least	least	0
Cup	Cup	n1	Cup	cup	0
of	of	pp-f	of	of	0
water	water	n1	water	water	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
good	good	j	good	good	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
:	:	:	:	:	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
kept	kept	vvn	kept	keep	0
for	for	p-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
being	being	vbg	being	be	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
September	September	np1	September	September	0
20.	20.	crd	20.	20.	0
2653.	2653.	crd	2653.	2653.	1
I	I	pns11	I	i	0
first	first	ord	first	first	0
viewed	viewed	vvd	viewed	view	0
Mr.	Mr.	n1	Mr.	mr.	0
Biddles	Biddles	vvz	Biddles	biddle	0
book	book	n1	book	book	0
about	about	p-acp	about	about	0
Sept.	Sept.	np1	Sept.	Sept.	1
3.	3.	crd	3.	3.	0
1653	1653	crd	1653	1653	1
