ALthough	ALthough	cs	ALthough	although	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
tyme	tyme	n1	time	time	0
sithe	sithe	n1	sith	scythe	0
,	,	,	,	,	0
(	(	(	(	(	0
ryghte	ryghte	av-jn	right	right	0
worshipfull	worshipfull	j	worshipful	worshipful	0
,	,	,	,	,	0
)	)	)	)	)	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
hart	hart	n1	heart	hart	0
professed	professed	vvd	professed	profess	0
a	a	dt	a	a	0
greate	greate	j	great	great	0
zeale	zeale	n1	zeal	zeal	0
and	and	cc	and	and	0
reuerens	reuerens	n2	reuerens	reueren	0
towardes	towardes	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
,	,	,	,	,	0
day	day	n1	day	day	0
by	by	p-acp	by	by	0
day	day	n1	day	day	0
.	.	.	.	.	1
I	I	pns11	I	i	0
sought	sought	vvd	sought	seek	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
to	to	p-acp	to	to	0
signifye	signifye	vvi	signify	signify	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
stership	stership	n1	stership	stership	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
neuer	neuer	av	never	never	0
wanted	wanted	vvd	wanted	want	0
som	som	d	some	some	0
occasion	occasion	n1	occasion	occasion	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
wthold	wthold	vvi	wthold	wthold	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
yt	yt	pn31	that	it	0
mi	mi	fw-mi	mi	mi	0
said	said	zz	said	said	0
intēt	intēt	n1	intent	intent	0
&	&	cc	&	and	0
purpose	purpose	n1	purpose	purpose	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
why	why	q-crq	why	why	0
,	,	,	,	,	0
waying	waying	vvg	weighing	weigh	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
case	case	n1	case	case	0
and	and	cc	and	and	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
and	and	cc	and	and	0
cō	cō	fw-mi	cō	cō	0
∣	∣	sy	∣	∣	0
sidering	sidering	vvg	sidering	sidere	0
your	your	po22	your	your	0
worthye	worthye	j	worthy	worthy	0
estate	estate	n1	estate	estate	0
and	and	cc	and	and	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
worship	worship	n1	worship	worship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
alwaies	alwaies	av	always	always	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
yet	yet	av	yet	yet	0
hitherto	hitherto	av	hitherto	hitherto	0
,	,	,	,	,	0
disalow	disalow	vvb	disallow	disallow	0
my	my	po11	my	my	0
former	former	j	former	former	0
attempted	attempted	j-vvn	attempted	attempt	0
enterpryse	enterpryse	n1	enterprise	enterprise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
mine	mine	po11	mine	my	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
beholding	beholding	vvg	beholding	behold	0
the	the	dt	the	the	0
