CHRISTIAN	CHRISTIAN	njp	CHRISTIAN	christian	0
FRIENDS	FRIENDS	n2	FRIENDS	friend	0
:	:	:	:	:	0
I	I	pns11	I	i	0
Am	Am	vbm	Am	be	0
(	(	(	(	(	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
)	)	)	)	)	0
a	a	dt	a	a	0
stran	stran	vvd	stran	stran	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
to	to	p-acp	to	to	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
unlesse	unlesse	cs	unless	unless	0
peradventure	peradventure	av	peradventure	peradventure	0
you	you	pn22	you	you	0
tooke	tooke	vvd	took	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
preaching	preaching	vvg	preaching	preach	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Fune	Fune	np1	Fune	Fune	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
Doctor	Doctor	n1	Doctor	doctor	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
conceive	conceive	vvi	conceive	conceive	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
not	not	xx	not	not	0
this	this	d	this	this	0
Worke	Worke	n1	Work	work	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
name	name	n1	name	name	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
one	one	crd	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
in	in	p-acp	in	in	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Widow	Widow	n1	Widow	widow	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
destie	destie	np1-n	destie	destie	0
permits	permits	vvz	permits	permit	0
her	her	pno31	her	she	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
her	her	po31	her	her	0
worthy	worthy	j	worthy	worthy	0
Friends	Friends	n2	Friends	friend	0
&	&	cc	&	and	0
Neigh	Neigh	vvb	Neigh	neigh	0
∣	∣	sy	∣	∣	0
bours	bours	n1	bours	bours	0
,	,	,	,	,	0
shee	shee	pns31	she	she	0
desires	desires	vvz	desires	desire	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
these	these	d	these	these	0
Labors	Labors	n2	Labors	labour	0
dedicated	dedicated	vvn	dedicated	dedicate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
shee	shee	pns31	she	she	0
judgeth	judgeth	vvz	judgeth	judge	0
them	them	pno32	them	they	0
most	most	av-ds	most	most	0
properly	properly	av-j	properly	proper	0
due	due	j-jn	due	due	0
:	:	:	:	:	0
and	and	cc	and	and	0
wisheth	wisheth	vvz	wishes	wish	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
same	same	d	same	same	0
profit	profit	n1	profit	profit	0
and	and	cc	and	and	0
comfort	comfort	vvi	comfort	comfort	0
in	in	p-acp	in	in	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
did	did	vdd	did	do	0
her	her	pno31	her	she	0
deare	deare	j-jn	deer	dear	0
Husband	Husband	n1	Husband	husband	0
in	in	p-acp	in	in	0
preaching	preaching	vvg	preaching	preach	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
