WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
KING	KING	n1	KING	king	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
LORDSHIPS	LORDSHIPS	ng1	LORDSHIPS	lordship	0
Meanes	Meanes	n2	Means	mean	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
speake	speake	vvi	speak	speak	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
do	do	vdi	do	do	0
that	that	d	that	that	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Lordshippes	Lordshippes	n2	Lordships	lordship	0
Meanes	Meanes	vvz	Means	mean	0
to	to	p-acp	to	to	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
transfer	transfer	vvi	transfer	transfer	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
the	the	dt	the	the	0
Explication	Explication	n1	Explication	explication	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
,	,	,	,	,	0
my	my	po11	my	my	0
professi	professi	n1	professi	professi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Conscience	Conscience	n1	Conscience	conscience	0
is	is	vbz	is	be	0
warant	warant	n1	warrant	warrant	0
enough	enough	av-d	enough	enough	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
spoken	spoken	vvn	spoken	speak	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
intended	intended	vvd	intended	intend	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
the	the	dt	the	the	0
