Honoured	Honoured	j-vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
ventured	ventured	vvn	ventured	venture	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
great	great	j	great	great	0
work	work	n1	work	work	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
need	need	vvi	need	need	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
;	;	;	;	;	0
I	I	pns11	I	i	0
beseech	beseech	vvb	beseech	beseech	0
you	you	pn22	you	you	0
,	,	,	,	,	0
be	be	vbb	be	be	0
you	you	pn22	you	you	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Citie's	Citie's	n1|vbz	City's	city|be	0
.	.	.	.	.	1
The	The	dt	The	the	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
displease	displease	vvi	displease	displease	0
you	you	pn22	you	you	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
peni	peni	fw-la	peni	peni	0
∣	∣	sy	∣	∣	0
tent	tent	n1	tent	tent	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
Gods	Gods	n2	Gods	god	0
pleading	pleading	vvg	pleading	plead	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
spared	spared	vvn	spared	spare	0
.	.	.	.	.	1
Would	Would	vmd	Would	will	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
City	City	n1	City	city	0
thus	thus	av	thus	thus	0
qualifi	qualifi	n2	qualifi	qualifi	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
?	?	?	?	?	1
Would	Would	vmd	Would	will	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
behold	behold	vvi	behold	behold	0
it	it	pn31	it	it	0
thus	thus	av	thus	thus	0
secured	secured	vvn	secured	secure	0
?	?	?	?	?	1
Yes	Yes	uh	Yes	yes	0
;	;	;	;	;	0
your	your	po22	your	your	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
desire	desire	vvi	desire	desire	0
the	the	dt	the	the	0
repentance	repentance	n1	repentance	repentance	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
your	your	po22	your	your	0
zeal	zeal	n1	zeal	zeal	0
,	,	,	,	,	0
the	the	dt	the	the	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Who	Who	q-crq	Who	who	0
knowes	knowes	vvz	knows	know	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
may	may	vmb	may	may	0
take	take	vvi	take	take	0
place	place	n1	place	place	0
?	?	?	?	?	1
God	God	np1	God	God	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Stones	Stones	n2	Stones	stone	0
,	,	,	,	,	0
can	can	vmb	can	can	0
raise	raise	vvi	raise	raise	0
up	up	a-acp	up	up	0
Children	Children	n2	Children	child	0
to	to	p-acp	to	to	0
Abraham	Abraham	np1	Abraham	Abraham	0
;	;	;	;	;	0
the	the	dt	the	the	0
Womb	Womb	n1	Womb	womb	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Barren	Barren	j	Barren	barren	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
fruitfull	fruitfull	j	fruitful	fruitful	0
.	.	.	.	.	1
This	This	d	This	this	0
City	City	n1	City	city	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
learned	learned	vvn	learned	learn	0
little	little	j	little	little	0
by	by	p-acp	by	by	0
Pulpits	Pulpits	n2	Pulpits	pulpit	0
,	,	,	,	,	0
may	may	vmb	may	may	0
learn	learn	vvi	learn	learn	0
much	much	d	much	much	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Pat	Pat	np1	Pat	Pat	0
∣	∣	sy	∣	∣	0
tern	tern	n1	tern	tern	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
prepared	prepared	vvn	prepared	prepare	0
the	the	dt	the	the	0
Piece	Piece	n1	Piece	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
tered	tered	j	tered	tered	0
and	and	cc	and	and	0
amplified	amplified	vvn	amplified	amplify	0
it	it	pn31	it	it	0
much	much	d	much	much	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
first	first	ord	first	first	0
drawing	drawing	vvg	drawing	draw	0
or	or	cc	or	or	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
as	as	p-acp	as	as	0
exact	exact	j	exact	exact	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
mine	mine	po11	mine	my	0
Art	Art	n1	Art	art	0
would	would	vmd	would	will	0
attain	attain	vvi	attain	attain	0
to	to	p-acp	to	to	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
fair	fair	j	fair	fair	0
and	and	cc	and	and	0
spotlesse	spotlesse	j	spotless	spotless	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
City	City	n1	City	city	0
;	;	;	;	;	0
The	The	dt	The	the	0
innocency	innocency	n1	innocency	innocency	0
and	and	cc	and	and	0
piety	piety	n1	piety	piety	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
tried	tried	j-vvn	tried	try	0
Citizen	Citizen	n1	Citizen	citizen	0
,	,	,	,	,	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
much	much	d	much	much	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
promove	promove	vvi	promove	promove	0
my	my	po11	my	my	0
intention	intention	n1	intention	intention	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
san	san	zz	san	san	0
∣	∣	sy	∣	∣	0
ctifie	ctifie	vvb	ctifie	ctifie	0
the	the	pno32	thee	they	0
Work	Work	vvi	Work	work	0
.	.	.	.	.	1
Blesse	Blesse	vvb	Bless	bless	0
but	but	p-acp	but	but	0
my	my	po11	my	my	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deavours	deavours	n2	deavours	deavour	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
left	left	vvn	left	leave	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
Almigh	Almigh	uh	Almigh	almigh	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sparing	sparing	vvg	sparing	spare	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
exhortation	exhortation	n1	exhortation	exhortation	0
.	.	.	.	.	1
I	I	pns11	I	i	0
seek	seek	vvb	seek	seek	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	n1	bout	bout	0
for	for	p-acp	for	for	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fellow-Citi	fellow-Citi	j	fellow-Citi	fellow-citi	0
∣	∣	sy	∣	∣	0
sens	sens	fw-fr	sens	sens	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
enlarge	enlarge	vvi	enlarge	enlarge	0
my	my	po11	my	my	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
vice	vice	n1	vice	vice	0
.	.	.	.	.	1
Gods	Gods	npg1	Gods	God	0
blessing	blessing	n1	blessing	blessing	0
light	light	n1	light	light	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
this	this	d	this	this	0
Drift	Drift	n1	Drift	drift	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
Niniveh's	Niniveh's	ng1	Nineveh's	nineveh	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
and	and	cc	and	and	0
Niniveh's	Niniveh's	ng1	Nineveh's	nineveh	0
felicity	felicity	n1	felicity	felicity	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
leaving	leaving	vvg	leaving	leave	0
my	my	po11	my	my	0
request	request	n1	request	request	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
charitable	charitable	j	charitable	charitable	0
constructi	constructi	n1	constructi	constructi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
suit	suit	n1	suit	suit	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
service	service	n1	service	service	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sented	sented	vvd	scented	scent	0
to	to	p-acp	to	to	0
You	You	pn22	You	you	0
,	,	,	,	,	0
submissively	submissively	av-j	submissively	submissive	0
,	,	,	,	,	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
leave	leave	n1	leave	leave	0
,	,	,	,	,	0
and	and	cc	and	and	0
rest	rest	n1	rest	rest	0
.	.	.	.	.	1
