Friends	Friends	ng1	Friends	friend	0
and	and	cc	and	and	0
Neighbours	Neighbours	n2	Neighbours	neighbour	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
pleasure	pleasure	n1	pleasure	pleasure	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
grant	grant	vvi	grant	grant	0
me	me	pno11	me	i	0
this	this	d	this	this	0
mercy	mercy	n1	mercy	mercy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
born	born	vvn	born	bear	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
Light	Light	n1	Light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Land	Land	n1	Land	land	0
of	of	pp-f	of	of	0
Visions	Visions	n2	Visions	vision	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
was	was	vbds	was	be	0
preach'd	preach'd	vvn	preached	preach	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
Power	Power	n1	Power	power	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
encline	encline	vvi	incline	incline	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
age	age	n1	age	age	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
attendance	attendance	n1	attendance	attendance	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
whom	whom	r-crq	whom	who	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
eminently	eminently	av-j	eminently	eminent	0
gifted	gifted	vvn	gifted	gift	0
and	and	cc	and	and	0
spirited	spirited	vvn	spirited	spirit	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
Work	Work	n1	Work	work	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
engage	engage	vvi	engage	engage	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
will	will	n1	will	will	0
revealed	revealed	vvn	revealed	reveal	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
word	word	n1	word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
settle	settle	vvi	settle	settle	0
my	my	po11	my	my	0
self	self	n1	self	self	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
secular	secular	j	secular	secular	0
employment	employment	n1	employment	employment	0
,	,	,	,	,	0
save	save	vvb	save	save	0
onely	onely	av-j	only	only	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
live	live	vvi	live	live	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
my	my	po11	my	my	0
dear	dear	j-jn	dear	dear	0
Mother	Mother	n1	Mother	mother	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Widow	Widow	n1	Widow	widow	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
became	became	vvd	became	become	0
me	me	pno11	me	i	0
)	)	)	)	)	0
serviceable	serviceable	j	serviceable	serviceable	0
unto	unto	p-acp	unto	unto	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Calling	Calling	vvg	Calling	call	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
set	set	vvn	set	set	0
her	her	pno31	her	she	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
happiness	happiness	n1	happiness	happiness	0
of	of	pp-f	of	of	0
enjoying	enjoying	vvg	enjoying	enjoy	0
Communion	Communion	n1	Communion	communion	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
people	people	n1	people	people	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
Communion	Communion	n1	Communion	communion	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
furthered	furthered	vvn	furthered	further	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
understanding	understanding	n1	understanding	understanding	0
of	of	pp-f	of	of	0
Scripture	Scripture	n1	Scripture	scripture	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
this	this	d	this	this	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
brought	brought	vvd	brought	bring	0
me	me	pno11	me	i	0
into	into	p-acp	into	into	0
acquaintance	acquaintance	n1	acquaintance	acquaintance	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
with	with	p-acp	with	with	0
several	several	j	several	several	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
able	able	j	able	able	0
Ministers	Ministers	n2	Ministers	minister	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
some	some	d	some	some	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
)	)	)	)	)	0
did	did	vdd	did	do	0
tell	tell	vvi	tell	tell	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
verily	verily	av-j	verily	very	0
believe	believe	vvi	believe	believe	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
some	some	d	some	some	0
work	work	n1	work	work	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
God	God	np1	God	God	0
would	would	vmd	would	will	0
find	find	vvi	find	find	0
me	me	pno11	me	i	0
out	out	av	out	out	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
clear	clear	j	clear	clear	0
call	call	n1	call	call	0
thereunto	thereunto	av	thereunto	thereunto	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
perswasion	perswasion	n1	persuasion	persuasion	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
answering	answering	vvg	answering	answer	0
the	the	dt	the	the	0
inclination	inclination	n1	inclination	inclination	0
that	that	cst	that	that	0
God	God	np1	God	God	0
had	had	vhd	had	have	0
wrought	wrought	vvn	wrought	wrought	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
almost	almost	av	almost	almost	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
Cradle	Cradle	n1	Cradle	cradle	0
,	,	,	,	,	0
did	did	vdd	did	do	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
unsettle	unsettle	vvi	unsettle	unsettle	0
me	me	pno11	me	i	0
as	as	a-acp	as	as	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
worldly	worldly	j	worldly	worldly	0
employment	employment	n1	employment	employment	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
21.	21.	crd	21.	21.	0
year	year	n1	year	year	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
age	age	n1	age	age	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
several	several	j	several	several	0
proffers	proffers	n2	proffers	proffer	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
publike	publike	j	public	public	0
Work	Work	n1	Work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
still	still	av	still	still	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
something	something	pi	something	something	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
did	did	vdd	did	do	0
impede	impede	n1	impede	impede	0
and	and	cc	and	and	0
hinder	hinder	vvi	hinder	hinder	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
fine	fine	j	fine	fine	0
,	,	,	,	,	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
near	near	av-j	near	near	0
Windsor	Windsor	np1	Windsor	Windsor	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
health's	health's	ng1	health's	health	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
May	May	vmb	May	may	0
,	,	,	,	,	0
1654.	1654.	crd	1654.	1654.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
desired	desired	vvn	desired	desire	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
Upton	Upton	np1	Upton	Upton	0
,	,	,	,	,	0
which	which	q-crq	which	which	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cordingly	cordingly	av-vvg	cordingly	cord	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
27.	27.	crd	27.	27.	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
instant	instant	n-jn	instant	instant	0
.	.	.	.	.	1
And	And	cc	And	and	0
after	after	c-acp	after	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
preach'd	preach'd	vvn	preached	preach	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
(	(	(	(	(	0
you	you	pn22	you	you	0
being	being	vbg	being	be	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
)	)	)	)	)	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
desired	desired	vvn	desired	desire	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
hold	hold	n1	hold	hold	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
opportunity	opportunity	n1	opportunity	opportunity	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
doing	doing	vdg	doing	do	0
of	of	pp-f	of	of	0
God	God	n1	God	god	0
service	service	n1	service	service	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
desire	desire	n1	desire	desire	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
freely	freely	av-j	freely	free	0
close	close	vvi	close	close	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
obtained	obtained	vvn	obtained	obtain	0
power	power	n1	power	power	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
then	then	av	then	then	0
Supream	Supream	j	Supreme	supreme	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
,	,	,	,	,	0
I	I	pns11	I	i	0
took	took	vvd	took	take	0
possession	possession	n1	possession	possession	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
House	House	n1	House	house	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
my	my	po11	my	my	0
undertaking	undertaking	n-vvg	undertaking	undertake	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
but	but	cc-acp	but	but	0
little	little	j	little	little	0
external	external	j	external	external	0
encourage	encourage	vvb	encourage	encourage	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
not	not	xx	not	not	0
much	much	d	much	much	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
Maintenance	Maintenance	n1	Maintenance	maintenance	0
or	or	cc	or	or	0
Counte	Counte	n1	Count	count	0
∣	∣	sy	∣	∣	0
nance	nance	n1	nance	nance	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
expected	expected	vvn	expected	expect	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
for	for	p-acp	for	for	0
Maintenance	Maintenance	n1	Maintenance	maintenance	0
,	,	,	,	,	0
its	its	pn31|vbz	its	it|be	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
very	very	av	very	very	0
short	short	j	short	short	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
Countenance	Countenance	n1	Countenance	countenance	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
look	look	vvi	look	look	0
for	for	p-acp	for	for	0
little	little	j	little	little	0
,	,	,	,	,	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
desired	desired	vvd	desired	desire	0
but	but	p-acp	but	but	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
very	very	av	very	very	0
few	few	d	few	few	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
rish	rish	zf	rish	rich	0
;	;	;	;	;	0
and	and	cc	and	and	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
seem	seem	vvi	seem	seem	0
generally	generally	av-j	generally	general	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
those	those	d	those	those	0
things	things	n2	things	thing	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
unless	unless	cs	unless	unless	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
sinn'd	sinn'd	vvn	sinned	sin	0
against	against	p-acp	against	against	0
my	my	po11	my	my	0
Light	Light	n1	Light	light	0
and	and	cc	and	and	0
Conscience	Conscience	n1	Conscience	conscience	0
)	)	)	)	)	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
do	do	vdi	do	do	0
.	.	.	.	.	1
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
good	good	j	good	good	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
sincerity	sincerity	n1	sincerity	sincerity	0
and	and	cc	and	and	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
That	That	cst	That	that	0
my	my	po11	my	my	0
great	great	j	great	great	0
ends	ends	n2	ends	end	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
salva	salva	n1	salvam	salvam	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
precious	precious	j	precious	precious	0
souls	souls	n2	souls	soul	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
supplyed	supplyed	vvd	supplied	supply	0
for	for	p-acp	for	for	0
sixty	sixty	crd	sixty	sixty	0
years	years	n2	years	year	0
,	,	,	,	,	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
(	(	(	(	(	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
own	own	d	own	own	0
confessi	confessi	n1	confessi	confessi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
wit	wit	vvi	wit	wit	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
prophane	prophane	j	profane	profane	0
Ministry	Ministry	n1	Ministry	ministry	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
was	was	vbds	was	be	0
so	so	av	so	so	0
short	short	j	short	short	0
,	,	,	,	,	0
that	that	cst	that	that	0
few	few	d	few	few	0
good	good	j	good	good	0
men	men	n2	men	man	0
(	(	(	(	(	0
they	they	pns32	they	they	0
being	being	vbg	being	be	0
bound	bound	vvn	bound	bind	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Nature	Nature	n1	Nature	nature	0
to	to	pc-acp	to	to	0
provide	provide	vvi	provide	provide	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
Families	Families	n2	Families	family	0
)	)	)	)	)	0
could	could	vmd	could	can	0
accept	accept	vvi	accept	accept	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
judge	judge	vvi	judge	judge	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
service	service	n1	service	service	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
then	then	av	then	then	0
elsewhere	elsewhere	av	elsewhere	elsewhere	0
.	.	.	.	.	1
My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
Christ	Christ	np1	Christ	Christ	0
had	had	vhd	had	have	0
told	told	vvn	told	tell	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
Word	Word	n1	Word	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Work	Work	n1	Work	work	0
I	I	pns11	I	i	0
