Honourable	Honourable	j	Honourable	honourable	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
THIS	THIS	d	THIS	this	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
He	He	pns31	He	he	0
∣	∣	sy	∣	∣	0
raldry	raldry	n1	raldry	raldry	0
,	,	,	,	,	0
though	though	cs	though	though	0
small	small	j	small	small	0
in	in	p-acp	in	in	0
bulk	bulk	n1	bulk	bulk	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
large	large	j	large	large	0
in	in	p-acp	in	in	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
comprehending	comprehending	j	comprehending	comprehending	0
all	all	av-d	all	all	0
the	the	dt	the	the	0
cheif	cheif	n-jn	chief	chief	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
Rules	Rules	n2	Rules	rule	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Art	Art	n1	Art	art	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
no	no	dx	no	no	0
small	small	j	small	small	0
labour	labour	n1	labour	labour	0
and	and	cc	and	and	0
pains	pains	n2	pains	pain	0
)	)	)	)	)	0
are	are	vbr	are	be	0
digested	digested	vvn	digested	digest	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
methodical	methodical	j	methodical	methodical	0
method	method	n1	method	method	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Ordinary	Ordinary	j	Ordinary	ordinary	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
several	several	j	several	several	0
Shields	Shields	n2	Shields	shield	0
engraven	engraven	vvn	engraven	engrave	0
on	on	p-acp	on	on	0
Cop	Cop	zz	Cop	cop	0
∣	∣	sy	∣	∣	0
per	per	fw-la	per	per	0
Plates	Plates	n2	Plataeae	plate	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Explana	Explana	np1	Explana	Explana	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
thereof	thereof	av	thereof	thereof	0
the	the	dt	the	the	0
several	several	j	several	several	0
Coats	Coats	n2	Coats	coat	0
in	in	p-acp	in	in	0
each	each	d	each	each	0
Shield	Shield	n1	Shield	shield	0
are	are	vbr	are	be	0
Blazoned	Blazoned	vvn	Blazoned	blazon	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
names	names	n2	names	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bearers	Bearers	n2	Bearer	bearer	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
made	made	vvn	made	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
only	only	j	only	only	0
for	for	c-acp	for	for	0
Examples	Examples	n2	Examples	example	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Figures	Figures	n2	Figures	figure	0
refers	refers	vvz	refers	refer	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Coat	Coat	n1	Coat	coat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Shield	Shield	n1	Shield	shield	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
reckoned	reckoned	vvn	reckoned	reckon	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Dexter	Dexter	j	Dexter	dexter	0
cheif	cheif	n-jn	chief	chief	0
.	.	.	.	.	1
And	And	np1	And	And	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
the	the	dt	the	the	0
said	said	zz	said	said	0
Heads	Heads	n2	Heads	head	0
,	,	,	,	,	0
Coats	Coats	n2	Coats	coat	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
Bearings	Bearings	n2-vvg	Bearings	bearing	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
comprised	comprised	vvn	comprised	comprise	0
,	,	,	,	,	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
of	of	pp-f	of	of	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
or	or	cc	or	or	0
between	between	p-acp	between	between	0
,	,	,	,	,	0
or	or	cc	or	or	0
charged	charged	vvd	charged	charge	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Honoura	Honoura	np1	Honoura	Honoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Ordinaries	Ordinaries	n2-j	Ordinaries	ordinary	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
can't	can't	vmb|pn31	can't	can|it	0
be	be	vbb	be	be	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pected	pected	vvd	pected	pect	0
that	that	d	that	that	0
this	this	d	this	this	0
small	small	j	small	small	0
Tract	Tract	n1	Tract	tract	0
should	should	vmd	should	shall	0
give	give	vvi	give	give	0
Examples	Examples	n2	Examples	example	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Bearings	Bearings	n2-vvg	Bearings	bearing	0
this	this	d	this	this	0
being	being	vbg	being	be	0
only	only	av-j	only	only	0
designed	designed	vvn	designed	design	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
small	small	j	small	small	0
Pocket	Pocket	n1	Pocket	pocket	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
the	the	dt	the	the	0
Rules	Rules	n2	Rules	rule	0
with	with	p-acp	with	with	0
Examples	Examples	n2	Examples	example	0
of	of	pp-f	of	of	0
Bearings	Bearings	n2-vvg	Bearings	bearing	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Blazoning	Blazoning	vvg	Blazoning	blazon	0
any	any	d	any	any	0
Coat	Coat	n1	Coat	coat	0
Armour	Armour	n1	Armour	armour	0
.	.	.	.	.	1
The	The	dt	The	the	0
second	second	ord	second	second	0
Part	Part	n1	Part	part	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Treatise	Treatise	n1	Treatise	treatise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nobility	Nobility	n1	Nobility	nobility	0
and	and	cc	and	and	0
Gentry	Gentry	n1	Gentry	gentry	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Priviledges	Priviledges	n2	Privileges	privilege	0
,	,	,	,	,	0
Dig	Dig	vvi	Dig	dig	0
∣	∣	sy	∣	∣	0
nities	nities	n2	nities	nity	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
Examples	Examples	n2	Examples	example	0
of	of	pp-f	of	of	0
Bearings	Bearings	n2-vvg	Bearings	bearing	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
inserted	inserted	vvn	inserted	insert	0
Atchieve	Atchieve	vvb	Achieve	achieve	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
of	of	pp-f	of	of	0
each	each	d	each	each	0
Degree	Degree	n1	Degree	degree	0
compleat	compleat	j	complete	complete	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
external	external	j	external	external	0
orna	orna	n1	orna	orna	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
as	as	c-acp	as	as	0
Mantle	Mantle	n1	Mantle	mantle	0
,	,	,	,	,	0
Helmet	Helmet	n1	Helmet	helmet	0
,	,	,	,	,	0
Crest	Crest	n1	Crest	crest	0
,	,	,	,	,	0
Motto	Motto	n1	Motto	motto	0
,	,	,	,	,	0
and	and	cc	and	and	0
Supporters	Supporters	n2	Supporters	supporter	0
,	,	,	,	,	0
hav	hav	vhb	have	have	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
given	given	vvn	given	give	0
your	your	po22	your	your	0
Honour's	Honour's	ng1	Honour's	honour	0
Atchieve	Atchieve	vvb	Achieve	achieve	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Example	Example	n1	Example	example	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Baro	Baro	np1	Baro	Baro	0
∣	∣	sy	∣	∣	0
net	net	n1	net	net	0
that	that	cst	that	that	0
Bears	Bears	vvz	Bears	bear	0
Supporters	Supporters	n2	Supporters	supporter	0
a	a	dt	a	a	0
peculi	peculi	fw-la	peculi	peculi	0
∣	∣	sy	∣	∣	0
ar	ar	vbi	are	be	0
badge	badge	n1	badge	badge	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
rarely	rarely	av-j	rarely	rare	0
granted	granted	vvn	granted	grant	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Degree	Degree	n1	Degree	degree	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Noble	Noble	j	Noble	noble	0
∣	∣	sy	∣	∣	0
man	man	n1	man	man	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
as	as	a-acp	as	as	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
to	to	p-acp	to	to	0
say	say	vvi	say	say	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
yet	yet	av	yet	yet	0
extant	extant	j	extant	extant	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
so	so	av	so	so	0
full	full	j	full	full	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
small	small	j	small	small	0
a	a	dt	a	a	0
Compass	Compass	n1	Compass	compass	0
;	;	;	;	;	0
so	so	av	so	so	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
ambition	ambition	n1	ambition	ambition	0
to	to	pc-acp	to	to	0
takes	takes	vvz	takes	take	0
this	this	d	this	this	0
opportu	opportu	n1	opportu	opportu	0
∣	∣	sy	∣	∣	0
nity	nity	n1	nity	nity	0
to	to	p-acp	to	to	0
express	express	vvi	express	express	0
the	the	dt	the	the	0
great	great	j	great	great	0
esteem	esteem	n1	esteem	esteem	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
nobleness	nobleness	n1	nobleness	nobleness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Family	Family	n1	Family	family	0
which	which	r-crq	which	which	0
renders	renders	vvz	renders	render	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
person	person	n1	person	person	0
interessed	interessed	vvn	interested	interest	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
favours	favours	n2	favours	favour	0
showred	showred	vvn	showered	shower	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
promoting	promoting	j-vvg	promoting	promote	0
some	some	d	some	some	0
former	former	j	former	former	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
dertakings	dertakings	n2-vvg	dertakings	dertaking	0
,	,	,	,	,	0
being	being	vbg	being	be	0
indeed	indeed	av	indeed	indeed	0
a	a	dt	a	a	0
great	great	j	great	great	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
vourer	vourer	n1	vourer	vourer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ingenuous	ingenuous	j	ingenuous	ingenuous	0
Arts	Arts	n2	Arts	art	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
to	to	p-acp	to	to	0
HERALDRY	HERALDRY	n1	HERALDRY	heraldry	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
