WHat	WHat	q-crq	WHat	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
read	read	vvn	read	read	0
of	of	pp-f	of	of	0
Sisimus	Sisimus	np1	Sisimus	Sisimus	0
;	;	;	;	;	0
expe	expe	vvb	expe	expe	0
∣	∣	sy	∣	∣	0
rience	rience	vvb	rience	rience	0
resolues	resolues	vvb	resolves	resolve	0
mee	mee	pno11	me	i	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
:	:	:	:	:	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
temperate	temperate	j	temperate	temperate	0
,	,	,	,	,	0
vertuous	vertuous	j	virtuous	virtuous	0
,	,	,	,	,	0
liberall	liberall	j	liberal	liberal	0
:	:	:	:	:	0
whereof	whereof	c-crq	whereof	whereof	0
my	my	po11	my	my	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
hearing	hearing	vvg	hearing	hear	0
,	,	,	,	,	0
feeling	feeling	j-vvg	feeling	feel	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
,	,	,	,	,	0
a	a	dt	a	a	0
sensible	sensible	j	sensible	sensible	0
,	,	,	,	,	0
and	and	cc	and	and	0
iust	iust	j	just	just	0
witnesse	witnesse	n1	witness	witness	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
often	often	av	often	often	0
discouraged	discouraged	vvn	discouraged	discourage	0
,	,	,	,	,	0
whilest	whilest	cs	whilst	while	0
my	my	po11	my	my	0
vnpractised	vnpractised	j-vvn-u	unpractised	practise	0
hand	hand	n1	hand	hand	0
was	was	vbds	was	be	0
tra	tra	fw-la	tra	tra	0
∣	∣	sy	∣	∣	0
uelling	uelling	vvg	uelling	uell	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Tract	Tract	n1	Tract	tract	0
,	,	,	,	,	0
and	and	cc	and	and	0
thought	thought	vvd	thought	think	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Dauid	Dauid	np1	Dauid	David	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
put	put	vvd	put	put	0
off	off	a-acp	off	off	0
Sauls	Sauls	np1	Sauls	Sauls	0
armour	armour	n1	armour	armour	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
not	not	xx	not	not	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
customed	customed	j-vvn	customed	custom	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
tired	tired	vvn	tired	tire	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
paines	paines	n2	pains	pain	0
:	:	:	:	:	0
especially	especially	av-j	especially	especial	0
seeing	seeing	vvg	seeing	see	0
,	,	,	,	,	0
both	both	d	both	both	0
opportunity	opportunity	n1	opportunity	opportunity	0
,	,	,	,	,	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
requisite	requisite	j	requisite	requisite	0
furni	furni	fw-la	furni	furni	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
wanting	wanting	vvg	wanting	want	0
to	to	p-acp	to	to	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
my	my	po11	my	my	0
attempt	attempt	n1	attempt	attempt	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
these	these	d	these	these	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
not	not	xx	not	not	0
ceasing	ceasing	vvg	ceasing	cease	0
to	to	pc-acp	to	to	0
