BEloved	BEloved	j-vvn	BEloved	belove	0
for	for	p-acp	for	for	0
Jesus	Jesus	np1	Jesus	Jesus	0
sake	sake	n1	sake	sake	0
;	;	;	;	;	0
I	I	pns11	I	i	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
revive	revive	vvi	revive	revive	0
your	your	po22	your	your	0
Grief	Grief	n1	Grief	grief	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
renew	renew	vvi	renew	renew	0
your	your	po22	your	your	0
Comfort	Comfort	n1	Comfort	comfort	0
;	;	;	;	;	0
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
your	your	po22	your	your	0
Wounds	Wounds	n2	Wounds	wound	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
Almigh	Almigh	av-j	Almigh	almigh	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
bleed	bleed	vvi	bleed	bleed	0
afresh	afresh	av	afresh	afresh	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Portion	Portion	n1	Portion	portion	0
,	,	,	,	,	0
Light	Light	n1	Light	light	0
and	and	cc	and	and	0
Life	Life	n1	Life	life	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
your	your	po22	your	your	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
quest	quest	n1	quest	quest	0
brought	brought	vvd	brought	bring	0
me	me	pno11	me	i	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Consideration	Consideration	n1	Consideration	consideration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
afflicting	afflicting	vvg	afflicting	afflict	0
Hand	Hand	n1	Hand	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
few	few	d	few	few	0
Months	Months	n2	Months	month	0
made	made	vvd	made	make	0
many	many	d	many	many	0
a	a	dt	a	a	0
Breach	Breach	n1	Breach	breach	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
;	;	;	;	;	0
first	first	ord	first	first	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
taking	taking	vvg	taking	take	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
your	your	po22	your	your	0
dear	dear	j-jn	dear	dear	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
only	only	j	only	only	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
your	your	po22	your	your	0
Ver	Ver	np1	Ver	Ver	0
∣	∣	sy	∣	∣	0
tuous	tuous	j	tuous	tuous	0
and	and	cc	and	and	0
Obedient	Obedient	j	Obedient	obedient	0
Daughter	Daughter	n1	Daughter	daughter	0
)	)	)	)	)	0
engag'd	engag'd	vvd	engaged	engage	0
my	my	po11	my	my	0
Thoughts	Thoughts	n2	Thoughts	thought	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Subject	Subject	j-jn	Subject	subject	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
your	your	po22	your	your	0
Request	Request	n1	Request	request	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Christian	Christian	np1	Christian	Christian	0
Friends	Friends	n2	Friends	friend	0
(	(	(	(	(	0
both	both	av-d	both	both	0
known	known	vvn	known	know	0
and	and	cc	and	and	0
unknown	unknown	j	unknown	unknown	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
led	led	vvn	led	lead	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Comfort	Comfort	n1	Comfort	comfort	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
had	had	vhb	had	have	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
hearing	hearing	vvg	hearing	hear	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
that	that	cst	that	that	0
