IT	IT	pn31	IT	it	0
may	may	vmb	may	may	0
perhaps	perhaps	av	perhaps	perhaps	0
seeme	seeme	vvi	seem	seem	0
strāg	strāg	j	strange	strange	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
(	(	(	(	(	0
dearly	dearly	av-jn	dearly	dear	0
beloued	beloued	j	beloved	belove	0
,	,	,	,	,	0
&	&	cc	&	and	0
my	my	po11	my	my	0
much	much	d	much	much	0
respected	respected	j-vvn	respected	respect	0
Countrey	Countrey	n1	Country	country	0
∣	∣	sy	∣	∣	0
men	men	n2	men	man	0
)	)	)	)	)	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
(	(	(	(	(	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
meer	meer	j	mere	mere	0
stranger	stranger	n1	stranger	stranger	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
different	different	j	different	different	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
)	)	)	)	)	0
doe	doe	vdb	do	do	0
pre	pre	fw-es	pre	pre	0
∣	∣	sy	∣	∣	0
sume	sume	n1	fume	fume	0
to	to	p-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
this	this	d	this	this	0
my	my	po11	my	my	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ply	ply	vvb	ply	ply	0
,	,	,	,	,	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Answere	Answere	n1	Answer	answer	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
vnderstand	vnderstand	vvb	understand	understand	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
quality	quality	n1	quality	quality	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
principall	principall	j-jn	principal	principal	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Vniuersity	Vniuersity	n1	University	university	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
likelyhood	likelyhood	n1	likelihood	likelihood	0
very	very	av	very	very	0
much	much	av-d	much	much	0
respected	respected	vvn	respected	respect	0
,	,	,	,	,	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
noured	noured	vvn	noured	nour	0
,	,	,	,	,	0
and	and	cc	and	and	0
beloued	beloued	j-vvn	beloved	belove	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
perhaps	perhaps	av	perhaps	perhaps	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
sought	sought	vvd	sought	seek	0
protection	protection	n1	protection	protection	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
most	most	ds	most	most	0
doe	doe	n1	doe	doe	0
who	who	r-crq	who	who	0
dedicate	dedicate	vvb	dedicate	dedicate	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
or	or	cc	or	or	0
remune	remune	j	remune	remune	0
∣	∣	sy	∣	∣	0
ration	ration	n1	ration	ration	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
that	that	cst	that	that	0
write	write	vvb	write	write	0
for	for	p-acp	for	for	0
hyre	hyre	n1	hire	hire	0
or	or	cc	or	or	0
gaine	gaine	n1	gain	gain	0
)	)	)	)	)	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Antagonist	Antagonist	n1	Antagonist	antagonist	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
meaner	meaner	jc	meaner	mean	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
then	then	av	then	then	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
iesty	iesty	j	iesty	jesty	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whome	whome	ro-crq	whom	who	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
as	as	p-acp	as	as	0
∣	∣	sy	∣	∣	0
suredly	suredly	av-vvn	suredly	sure	0
expect	expect	vvi	expect	expect	0
both	both	d	both	both	0
Princely	Princely	j	Princely	princely	0
protecti	protecti	n1	protecti	protecti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Royall	Royall	j	Royal	royal	0
Reward	Reward	n1	Reward	reward	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
seeing	seeing	vvg	seeing	see	0
that	that	cst	that	that	0
my	my	po11	my	my	0
end	end	n1	end	end	0
,	,	,	,	,	0
and	and	cc	and	and	0
desire	desire	vvb	desire	desire	0
heerin	heerin	av	herein	herein	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
confidence	confidence	n1	confidence	confidence	0
