Dear	Dear	j-jn	Dear	dear	0
Hearts	Hearts	n2	Hearts	heart	0
,	,	,	,	,	0
YOu	YOu	pn22	YOu	you	0
love	love	vvb	love	love	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
him	him	pno31	him	he	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Christ	Christ	np1	Christ	Christ	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
Train	Train	n1	Train	train	0
.	.	.	.	.	1
Great	Great	j	Great	great	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
compensation	compensation	n1	compensation	compensation	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
your	your	po22	your	your	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
Loves	Loves	vvz	Loves	love	0
,	,	,	,	,	0
Can	Can	vmb	Can	can	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
12.	12.	crd	12.	12.	1
Amores	Amores	np1	Amores	Amores	0
,	,	,	,	,	0
a	a	dt	a	a	0
plurality	plurality	n1	plurality	plurality	0
,	,	,	,	,	0
and	and	cc	and	and	0
infinity	infinity	n1	infinity	infinity	0
of	of	pp-f	of	of	0
Loves	Loves	vvz	Loves	love	0
which	which	q-crq	which	which	0
none	none	pix	none	none	0
but	but	p-acp	but	but	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
to	to	p-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
.	.	.	.	.	1
The	The	dt	The	the	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
rela	rela	fw-la	rela	rela	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
upon	upon	p-acp	upon	upon	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
have	have	vhb	have	have	0
but	but	p-acp	but	but	0
single	single	j	single	single	0
Love	Love	n1	Love	love	0
(	(	(	(	(	0
and	and	cc	and	and	0
tis	tis	pn31|vbz	this	it|be	0
happy	happy	j	happy	happy	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
Love	Love	n1	Love	love	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Brethren	Brethren	n2	Brothers	brethren	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
Christ	Christ	np1	Christ	Christ	0
hath	hath	vhz	hath	have	0
Loves	Loves	vvz	Loves	love	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
.	.	.	.	.	1
May	May	vmb	May	may	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
all	all	d	all	all	0
his	his	po31	his	his	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
but	but	p-acp	but	but	0
buds	buds	n2	buds	bud	0
,	,	,	,	,	0
scarce	scarce	av-j	scarce	scarce	0
visible	visible	j	visible	visible	0
appear	appear	vvb	appear	appear	0
∣	∣	sy	∣	∣	0
ances	ances	fw-fr	ances	ances	0
of	of	pp-f	of	of	0
Graces	Graces	n2	Graces	grace	0
)	)	)	)	)	0
prove	prove	vvb	prove	prove	0
fruitful	fruitful	j	fruitful	fruitful	0
Vines	Vines	n2	Vines	vine	0
,	,	,	,	,	0
grow	grow	vvb	grow	grow	0
from	from	p-acp	from	from	0
Buds	Buds	vvz	Buds	bud	0
to	to	p-acp	to	to	0
Blossoms	Blossoms	n2	Blossoms	blossom	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Blossoms	Blossoms	n2	Blossoms	blossom	0
to	to	p-acp	to	to	0
abundance	abundance	n1	abundance	abundance	0
of	of	pp-f	of	of	0
fruits	fruits	n2	fruits	fruit	0
