BEloved	BEloved	j-vvn	BEloved	belove	0
Brethern	Brethern	n1	Brother	brother	0
and	and	cc	and	and	0
Sisters	Sisters	n2	Sisters	sister	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
only	only	j	only	only	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
viour	viour	n1	viour	viour	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
This	This	d	This	this	0
little	little	j	little	little	0
Treatise	Treatise	n1	Treatise	treatise	0
being	being	vbg	being	be	0
composed	composed	vvn	composed	compose	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
ancient	ancient	j	ancient	ancient	0
Brethren	Brethren	n2	Brothers	brethren	0
depar	depar	vvb	depar	depar	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
was	was	vbds	was	be	0
left	left	vvn	left	leave	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
cust	cust	zz	cust	cust	0
∣	∣	sy	∣	∣	0
die	die	vvb	die	die	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publicke	publicke	j	public	public	0
good	good	j	good	good	0
:	:	:	:	:	0
and	and	cc	and	and	0
ther	ther	zz	ther	ther	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
considering	considering	vvg	considering	consider	0
how	how	c-crq	how	how	0
needfull	needfull	j	needful	needful	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
published	published	vvn	published	publish	0
rather	rather	av-c	rather	rather	0
then	then	av	then	then	0
bscured	bscured	vvn	bscured	bscure	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
none	none	pix	none	none	0
was	was	vbds	was	be	0
more	more	av-dc	more	more	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
speciall	speciall	j	special	special	0
use	use	n1	use	use	0
thereof	thereof	av	thereof	thereof	0
then	then	av	then	then	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
discerning	discerning	vvg	discerning	discern	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
to	to	pc-acp	to	to	0
perceive	perceive	vvi	perceive	perceive	0
the	the	dt	the	the	0
manifest	manifest	j	manifest	manifest	0
difference	difference	n1	difference	difference	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
tween	tween	n2	tween	tween	0
Babels	Babels	npg1	Babels	Babel	0
Brats	Brats	n2	Brats	brat	0
,	,	,	,	,	0
and	and	cc	and	and	0
SIONS	SIONS	n2	SIONS	sion	0
Babes	Babes	n2	Babes	babe	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
respect	respect	n1	respect	respect	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
presented	presented	vvn	presented	present	0
