MY	MY	po11	MY	my	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
WHEN	WHEN	c-crq	WHEN	when	0
we	we	pns12	we	we	0
make	make	vvb	make	make	0
Books	Books	n2	Books	book	0
and	and	cc	and	and	0
publish	publish	vvi	publish	publish	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
Dedications	Dedications	n2	Dedications	dedication	0
implore	implore	vvb	implore	implore	0
the	the	dt	the	the	0
Patronage	Patronage	n1	Patronage	patronage	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
worthy	worthy	j	worthy	worthy	0
person	person	n1	person	person	0
,	,	,	,	,	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
by	by	p-acp	by	by	0
experience	experience	n1	experience	experience	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
acquire	acquire	vvi	acquire	acquire	0
that	that	d	that	that	0
end	end	n1	end	end	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
pretended	pretended	vvn	pretended	pretend	0
to	to	p-acp	to	to	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
addresses	addresses	n2	addresses	address	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
neither	neither	dx	neither	neither	0
friendship	friendship	n1	friendship	friendship	0
nor	nor	ccx	nor	nor	0
power	power	n1	power	power	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
terest	terest	n1	terest	terest	0
,	,	,	,	,	0
or	or	cc	or	or	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
can	can	vmb	can	can	0
give	give	vvi	give	give	0
those	those	d	those	those	0
defences	defences	n2	defences	defence	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
needs	needs	vvz	needs	need	0
:	:	:	:	:	0
Because	Because	c-acp	Because	because	0
the	the	dt	the	the	0
evil	evil	j-jn	evil	evil	0
fortune	fortune	n1	fortune	fortune	0
of	of	pp-f	of	of	0
Books	Books	n2	Books	book	0
comes	comes	vvz	comes	come	0
from	from	p-acp	from	from	0
causes	causes	n2	causes	cause	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
cernible	cernible	j	cernible	cernible	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
irremediable	irremediable	j	irremediable	irremediable	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
is	is	vbz	is	be	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
voice	voice	n1	voice	voice	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
exterminating	exterminating	n-vvg	exterminating	exterminate	0
Angel	Angel	n1	Angel	angel	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
killing	killing	vvg	killing	kill	0
but	but	p-acp	but	but	0
so	so	av	so	so	0
se	se	vvb	see	see	0
∣	∣	sy	∣	∣	0
cret	cret	zf	cret	great	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that's	that's	d|vbz	that's	that|be	0
not	not	xx	not	not	0
all	all	d	all	all	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
as	as	p-acp	as	as	0
contingent	contingent	j	contingent	contingent	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
smiles	smiles	n2	smiles	smile	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Infant	Infant	n1	Infant	infant	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Die	Die	n1	Die	die	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
determined	determined	vvn	determined	determine	0
by	by	p-acp	by	by	0
every	every	d	every	every	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
motion	motion	n1	motion	motion	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
or	or	cc	or	or	0
arm	arm	n1	arm	arm	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
that	that	cst	that	that	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
understandings	understandings	n2	understandings	understanding	0
is	is	vbz	is	be	0
greater	greater	jc	greater	great	0
than	than	cs	than	than	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
faces	faces	n2	faces	face	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
lines	lines	n2	lines	line	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
our	our	po12	our	our	0
faces	faces	n2	faces	face	0
are	are	vbr	are	be	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
nite	nite	n1	nite	nite	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
that	that	cst	that	that	0
integrate	integrate	j	integrate	integrate	0
and	and	cc	and	and	0
actuate	actuate	vvi	actuate	actuate	0
the	the	dt	the	the	0
Vnderstanding	Vnderstanding	n1	Understanding	understanding	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
because	because	c-acp	because	because	0
every	every	d	every	every	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
a	a	dt	a	a	0
face	face	n1	face	face	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
every	every	d	every	every	0
man	man	n1	man	man	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
Vnderstanding	Vnderstanding	n1	Understanding	understanding	0
;	;	;	;	;	0
and	and	cc	and	and	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
understandings	understandings	n2	understandings	understanding	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
no	no	av-dx	no	no	0
understandings	understandings	n2	understandings	understanding	0
give	give	vvi	give	give	0
their	their	po32	their	their	0
sentence	sentence	n1	sentence	sentence	0
upon	upon	p-acp	upon	upon	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	a-acp	before	fore	0
they	they	pns32	they	they	0
understand	understand	vvb	understand	understand	0
all	all	d	all	all	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
read	read	vvb	read	read	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
read	read	vvd	read	read	0
three	three	crd	three	three	0
Pages	Pages	n2	Pages	page	0
,	,	,	,	,	0
receiving	receiving	vvg	receiving	receive	0
their	their	po32	their	their	0
information	information	n1	information	information	0
from	from	p-acp	from	from	0
humour	humour	n1	humour	humour	0
or	or	cc	or	or	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
chance	chance	n1	chance	chance	0
or	or	cc	or	or	0
mistake	mistake	vvi	mistake	mistake	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
reads	reads	vvz	reads	read	0
in	in	p-acp	in	in	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
or	or	cc	or	or	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
reads	reads	vvz	reads	read	0
after	after	p-acp	after	after	0
dinner	dinner	n1	dinner	dinner	0
;	;	;	;	;	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
it	it	pn31	it	it	0
necessary	necessary	j	necessary	necessary	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
writes	writes	vvz	writes	write	0
should	should	vmd	should	shall	0
secure	secure	vvi	secure	secure	0
himself	himself	px31	himself	himself	0
and	and	cc	and	and	0
his	his	po31	his	his	0
own	own	d	own	own	0
reputation	reputation	n1	reputation	reputation	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
the	the	dt	the	the	0
ways	ways	n2	ways	way	0
of	of	pp-f	of	of	0
prudence	prudence	n1	prudence	prudence	0
and	and	cc	and	and	0
religion	religion	n1	religion	religion	0
;	;	;	;	;	0
that	that	cst	that	that	0
God	God	np1	God	God	0
who	who	r-crq	who	who	0
takes	takes	vvz	takes	take	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
fame	fame	n1	fame	fame	0
as	as	p-acp	as	as	0
cer	cer	n1	cer	cer	0
∣	∣	sy	∣	∣	0
tainly	tainly	av-j	tainly	tain	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
lives	lives	n2	lives	life	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
best	best	js	best	best	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
instance	instance	n1	instance	instance	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Patron	Patron	n1	Patron	patron	0
can	can	vmb	can	can	0
defend	defend	vvi	defend	defend	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
writes	writes	vvz	writes	write	0
from	from	p-acp	from	from	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
reads	reads	vvz	reads	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
understands	understands	vvz	understands	understand	0
either	either	d	either	either	0
too	too	av	too	too	0
much	much	av-d	much	much	0
or	or	cc	or	or	0
too	too	av	too	too	0
little	little	j	little	little	0
:	:	:	:	:	0
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
chuse	chuse	vvi	choose	choose	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
hopes	hopes	n2	hope's	hope	0
you	you	pn22	you	you	0
can	can	vmb	can	can	0
by	by	p-acp	by	by	0
greatness	greatness	n1	greatness	greatness	0
or	or	cc	or	or	0
interest	interest	n1	interest	interest	0
secure	secure	vvb	secure	secure	0
it	it	pn31	it	it	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
stings	stings	n2	stings	sting	0
of	of	pp-f	of	of	0
insects	insects	vvz	insects	insect	0
and	and	cc	and	and	0
imperfect	imperfect	j	imperfect	imperfect	0
creatures	creatures	n2	creatures	creature	0
;	;	;	;	;	0
nothing	nothing	pix	nothing	nothing	0
but	but	p-acp	but	but	0
Domitian's	Domitian's	npg1	Domitian's	Domitian	0
style	style	n1	style	style	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
harmless	harmless	j	harmless	harmless	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
wisdom	wisdom	n1	wisdom	wisdom	0
and	and	cc	and	and	0
your	your	po22	your	your	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
reputation	reputation	n1	reputation	reputation	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
hope	hope	vvb	hope	hope	0
that	that	cst	that	that	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
relation-sake	relation-sake	n1	relation-sake	relation-sake	0
some	some	d	some	some	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
civil	civil	j	civil	civil	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
until	until	c-acp	until	until	0
they	they	pns32	they	they	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
I	I	pns11	I	i	0
give	give	vvb	give	give	0
them	them	pno32	them	they	0
leave	leave	vvi	leave	leave	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
what	what	r-crq	what	what	0
