Great	Great	j	Great	great	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Dialogue	Dialogue	n1	Dialogue	dialogue	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Representation	Representation	n1	Representation	representation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Miscarriages	Miscarriages	n2	Miscarriages	miscarriage	0
of	of	pp-f	of	of	0
several	several	j	several	several	0
Persons	Persons	n2	Persons	person	0
in	in	p-acp	in	in	0
Authority	Authority	n1	Authority	authority	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
Insolently	Insolently	av-j	Insolently	insolent	0
insulting	insulting	vvg	insulting	insult	0
over	over	p-acp	over	over	0
their	their	po32	their	their	0
Inferiours	Inferiours	n2-jn	Inferiors	inferior	0
,	,	,	,	,	0
Abuse	Abuse	vvi	Abuse	abuse	0
and	and	cc	and	and	0
Cheat	Cheat	vvi	Cheat	cheat	0
the	the	dt	the	the	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
brand	brand	vvb	brand	brand	0
these	these	d	these	these	0
who	who	r-crq	who	who	0
indeavour	indeavour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
detect	detect	vvi	detect	detect	0
their	their	po32	their	their	0
Ville	Ville	np1	Ville	Ville	0
Practises	Practises	n2	Practises	practise	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
every	every	d	every	every	0
Day	Day	n1	Day	day	0
produces	produces	vvz	produces	produce	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Memory	Memory	n1	Memory	memory	0
fresh	fresh	j	fresh	fresh	0
Instances	Instances	n2	Instances	instance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
so	so	av	so	so	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
so	so	av	so	so	0
Competent	Competent	j	Competent	competent	0
a	a	dt	a	a	0
Judge	Judge	n1	Judge	judge	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Matter	Matter	n1	Matter	matter	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
self	self	n1	self	self	0
;	;	;	;	;	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Judicious	Judicious	j	Judicious	judicious	0
Proceedings	Proceedings	n2-vvg	Proceedings	proceed	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Meridian	Meridian	n1	Meridian	meridian	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
enlightned	enlightned	vvn	enlightened	enlighten	0
and	and	cc	and	and	0
preserved	preserved	vvn	preserved	preserve	0
Man	Man	n1	Man	man	0
∣	∣	sy	∣	∣	0
kind	kind	n1	kind	kind	0
from	from	p-acp	from	from	0
Rage	Rage	n1	Rage	rage	0
and	and	cc	and	and	0
Violence	Violence	n1	Violence	violence	0
,	,	,	,	,	0
