COnsidering	COnsidering	vvg	COnsidering	consider	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
that	that	cst	that	that	0
diuers	diuers	j	diverse	diverse	0
both	both	av-d	both	both	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
trymen	trymen	n1	trymen	trymen	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
very	very	av	very	very	0
paynefully	paynefully	av-j	painfully	painful	0
and	and	cc	and	and	0
fruitefully	fruitefully	av-j	fruitfully	fruitful	0
la	la	fw-fr	la	la	0
∣	∣	sy	∣	∣	0
boured	boured	vvd	boured	bour	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
expo	expo	n1	expo	expo	0
∣	∣	sy	∣	∣	0
sition	sition	n1	sition	sition	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
,	,	,	,	,	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ten	ten	crd	ten	ten	0
Commandements	Commandements	n2	Commandments	commandment	0
,	,	,	,	,	0
&	&	cc	&	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
:	:	:	:	:	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
meddle	meddle	vvi	meddle	meddle	0
any	any	d	any	any	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
that	that	d	that	that	0
waye	waye	n1	way	way	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
so	so	av	so	so	0
good	good	j	good	good	0
an	an	dt	and	a	0
entrance	entrance	n1	entrance	entrance	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
neither	neither	dx	neither	neither	0
seeing	seeing	vvg	seeing	see	0
nor	nor	ccx	nor	nor	0
hearing	hearing	vvg	hearing	hear	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
that	that	cst	that	that	0
had	had	vhd	had	have	0
giuen	giuen	vvn	given	give	0
forth	forth	av	forth	forth	0
any	any	d	any	any	0
sermons	sermons	n2	sermons	sermon	0
or	or	cc	or	or	0
lectures	lectures	n2	lectures	lecture	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
articles	articles	n2	articles	article	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Christian	Christian	np1	Christian	Christian	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
necessarie	necessarie	j	necessary	necessary	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
embolde	embolde	vvi	embolde	embolde	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
to	to	p-acp	to	to	0
set	set	vvi	set	set	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
this	this	d	this	this	0
benefite	benefite	n1	benefit	benefit	0
to	to	pc-acp	to	to	0
profite	profite	vvi	profit	profit	0
themselues	themselues	px32	themselves	themselves	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
playne	playne	j	plain	plain	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
article	article	n1	article	article	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
exposition	exposition	n1	exposition	exposition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lordes	Lordes	ng1	Lords	lord	0
prayer	prayer	n1	prayer	prayer	0
,	,	,	,	,	0
and	and	cc	and	and	0
ten	ten	crd	ten	ten	0
Commandements	Commandements	n2	Commandments	commandment	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
this	this	d	this	this	0
Creede	Creede	n1	Creed	creed	0
,	,	,	,	,	0
commonly	commonly	av-j	commonly	common	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Creede	Creede	n1	Creed	creed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
onely	onely	av-j	only	only	0
be	be	vbi	be	be	0
sayde	sayde	vvn	said	say	0
without	without	p-acp	without	without	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
rehearsed	rehearsed	vvn	rehearsed	rehearse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
meaning	meaning	n1	meaning	meaning	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
more	more	dc	more	more	0
words	words	n2	words	word	0
:	:	:	:	:	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
can	can	vmb	can	can	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
such	such	d	such	such	0
cō	cō	vvi	con	con	0
∣	∣	sy	∣	∣	0
