MOst	MOst	ds	MOst	most	0
High	High	j	High	high	0
and	and	cc	and	and	0
Holy	Holy	j	Holy	holy	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
should	should	vmd	should	shall	0
a	a	dt	a	a	0
sinfull	sinfull	j	sinful	sinful	0
wretch	wretch	n1	wretch	wretch	0
,	,	,	,	,	0
and	and	cc	and	and	0
worthlesse	worthlesse	j	worthless	worthless	0
abiect	abiect	j	abject	abject	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proach	proach	n1	proach	proach	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
Sauiour	Sauiour	n1	Saviour	saviour	0
,	,	,	,	,	0
and	and	cc	and	and	0
mercifull	mercifull	j	merciful	merciful	0
Redeemer	Redeemer	n1	Redeemer	redeemer	0
?	?	?	?	?	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
,	,	,	,	,	0
then	then	av	then	then	0
,	,	,	,	,	0
O	O	uh	Oh	oh	0
Sun	Sun	n1	Sun	sun	0
of	of	pp-f	of	of	0
righte	righte	j-jn	right	right	0
∣	∣	sy	∣	∣	0
ousnes	ousnes	n1	ousnes	ousnes	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stretch	stretch	vvi	stretch	stretch	0
thy	thy	po21	thy	thy	0
healing	healing	j-vvg	healing	heal	0
wings	wings	n2	wings	wing	0
ouer	ouer	p-acp	over	over	0
my	my	po11	my	my	0
fainting	fainting	j-vvg	fainting	faint	0
and	and	cc	and	and	0
feeble	feeble	j	feeble	feeble	0
soule	soule	n1	soul	soul	0
,	,	,	,	,	0
now	now	av	now	now	0
prostrate	prostrate	j	prostrate	prostrate	0
at	at	p-acp	at	at	0
thy	thy	po21	thy	thy	0
beautifull	beautifull	j	beautiful	beautiful	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
feet	feet	n2	feet	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
bathe	bathe	vvi	bathe	bathe	0
&	&	cc	&	and	0
wash	wash	vvb	wash	wash	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fountain	fountain	n1	fountain	fountain	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
precious	precious	j	precious	precious	0
bloud	bloud	n1	blood	blood	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
presented	presented	vvn	presented	present	0
spotlesse	spotlesse	j	spotless	spotless	0
before	before	p-acp	before	before	0
thy	thy	po21	thy	thy	0
Fathers	Fathers	ng1	Father's	father	0
Throne	Throne	n1	Throne	throne	0
,	,	,	,	,	0
clad	clad	vvn	clad	clad	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
robes	robes	n2	robes	robe	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
perfect	perfect	j	perfect	perfect	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
art	art	vb2r	art	be	0
that	that	d	that	that	0
faithfull	faithfull	j	faithful	faithful	0
witnesse	witnesse	n1	witness	witness	0
to	to	pc-acp	to	to	0
confirme	confirme	vvi	confirm	confirm	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
that	that	cst	that	that	0
souerigne	souerigne	j	souerigne	souerigne	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
supreme	supreme	j	supreme	supreme	0
Iudge	Iudge	n1	Judge	judge	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
thine	thine	po21	thine	thy	0
eternall	eternall	j	eternal	eternal	0
truth	truth	n1	truth	truth	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Antichristian	Antichristian	jp	Antichristian	antichristian	0
aduersaries	aduersaries	n2	adversaries	adversary	0
.	.	.	.	.	1
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
patronize	patronize	vvi	patronise	patronize	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
weakest	weakest	js	weakest	weak	0
&	&	cc	&	and	0
vnworthiest	vnworthiest	js	unworthiest	unworthy	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
