May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
high	high	j	high	high	0
esteem	esteem	n1	esteem	esteem	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
worth	worth	n1	worth	worth	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
ceased	ceased	vvd	ceased	cease	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
,	,	,	,	,	0
such	such	d	such	such	0
an	an	dt	and	a	0
influence	influence	n1	influence	influence	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
think	think	vvi	think	think	0
my	my	po11	my	my	0
self	self	n1	self	self	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
him	him	pno31	him	he	0
all	all	d	all	all	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
service	service	n1	service	service	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
now	now	av	now	now	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
Dead	Dead	j	Dead	dead	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
Living	Living	vvg	Living	live	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
think	think	vvi	think	think	0
my	my	po11	my	my	0
self	self	n1	self	self	0
unjust	unjust	j	unjust	unjust	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
grateful	grateful	j	grateful	grateful	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
lay	lay	vvi	lay	lay	0
hold	hold	n1	hold	hold	0
on	on	p-acp	on	on	0
all	all	d	all	all	0
op	op	j	open	open	0
∣	∣	sy	∣	∣	0
portunities	portunities	n2	portunities	portunity	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
also	also	av	also	also	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
so	so	av	so	so	0
conscious	conscious	j	conscious	conscious	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
Defects	Defects	n2	Defects	defect	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
willing	willing	vvg	willing	will	0
these	these	d	these	these	0
following	following	vvg	following	follow	0
Meditations	Meditations	n2	Meditations	meditation	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
sad	sad	j	sad	sad	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
lain	lain	vvn	lain	lie	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
Private	Private	j	Private	private	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
exprest	exprest	vvn	expressed	express	0
a	a	av	a	a	0
a	a	dt	a	a	0
willingness	willingness	n1	willingness	willingness	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
more	more	dc	more	more	0
publick	publick	j	public	public	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
any	any	d	any	any	0
design	design	n1	design	design	0
to	to	pc-acp	to	to	0
