DEarly	DEarly	av-jn	DEarly	dear	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
precious	precious	j	precious	precious	0
Christian	Christian	njp	Christian	christian	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
instrumental	instrumental	j	instrumental	instrumental	0
to	to	pc-acp	to	to	0
vin	vin	fw-fr	vin	vin	0
∣	∣	sy	∣	∣	0
dicate	dicate	vvi	dicate	dicate	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
holy	holy	j	holy	holy	0
faith	faith	n1	faith	faith	0
;	;	;	;	;	0
and	and	cc	and	and	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
sidering	sidering	vvg	sidering	sidere	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
that	that	cst	that	that	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
precious	precious	j	precious	precious	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
The	The	dt	The	the	0
visible	visible	j	visible	visible	0
Reign	Reign	vvi	Reign	reign	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
means	means	n2	means	mean	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
instrumental	instrumental	j	instrumental	instrumental	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
work	work	n1	work	work	0
;	;	;	;	;	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
therefore	therefore	av	therefore	therefore	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
bol	bol	n1	bol	bol	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
for	for	p-acp	for	for	0
to	to	p-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
discourse	discourse	n1	discourse	discourse	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
serious	serious	j	serious	serious	0
considerations	considerations	n2	considerations	consideration	0
,	,	,	,	,	0
I	I	pns11	I	i	0
being	being	vbg	being	be	0
assu	assu	fw-fr	assu	assu	0
∣	∣	sy	∣	∣	0
red	red	n-jn	read	red	0
that	that	cst	that	that	0
through	through	p-acp	through	through	0
Gods	Gods	ng1	Gods	god	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
it	it	pn31	it	it	0
wil	wil	vmb	will	will	0
be	be	vbi	be	be	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fitable	fitable	j-u	fitable	fitable	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
wel	wel	av	well	well	0
considered	considered	vvn	considered	consider	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Truly	Truly	np1	Truly	Truly	0
my	my	po11	my	my	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
was	was	vbds	was	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
so	so	av	so	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
ful	ful	j	full	full	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
perswaded	perswaded	vvd	persuaded	persuade	0
that	that	cst	that	that	0
this	this	d	this	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
here	here	av	here	here	0
maintain	maintain	vvi	maintain	maintain	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
so	so	av	so	so	0
bold	bold	j	bold	bold	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
forth	forth	av	forth	forth	0
unto	unto	p-acp	unto	unto	0
publike	publike	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
and	and	cc	and	and	0
should	should	vmd	should	shall	0
hardly	hardly	av	hardly	hardly	0
now	now	av	now	now	0
have	have	vhb	have	have	0
published	published	vvn	published	publish	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
such	such	d	such	such	0
little	little	j	little	little	0
entertainment	entertainment	n1	entertainment	entertainment	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
truth	truth	n1	truth	truth	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
exposed	exposed	vvn	exposed	expose	0
unto	unto	p-acp	unto	unto	0
opposition	opposition	n1	opposition	opposition	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
que	que	fw-fr	que	que	0
∣	∣	sy	∣	∣	0
stion	stion	n1	scion	scion	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wil	wil	vmb	will	will	0
ere	ere	p-acp	ere	ere	0
long	long	av-j	long	long	0
appear	appear	vvi	appear	appear	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
great	great	j	great	great	0
Antiquity	Antiquity	n1	Antiquity	antiquity	0
as	as	c-acp	as	as	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
postolical	postolical	j	postolical	postolical	0
times	times	av	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
unrepea	unrepea	n1	unrepea	unrepea	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
truth	truth	n1	truth	truth	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
obscure	obscure	j	obscure	obscure	0
these	these	d	these	these	0
many	many	d	many	many	0
yeers	yeers	n2	years	year	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
its	its	pn31|vbz	its	it|be	0
now	now	av	now	now	0
coming	coming	vvg	coming	come	0
forth	forth	av	forth	forth	0
so	so	av	so	so	0
gloriously	gloriously	av-j	gloriously	glorious	0
,	,	,	,	,	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
at	at	p-acp	at	at	0
noon	noon	n1	noon	noon	0
day	day	n1	day	day	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wil	wil	vmb	will	will	0
bee	bee	vbi	be	be	0
individual	individual	j-jn	individual	individual	0
.	.	.	.	.	1
Brethren	Brethren	n1	Brothers	brethren	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
resent	resent	vvi	resent	resend	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
wrote	wrote	vvd	wrote	write	0
;	;	;	;	;	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
wil	wil	vmb	will	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
any	any	d	any	any	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
ill	ill	j-jn	ill	ill	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
promoting	promoting	j-vvg	promoting	promote	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
that	that	cst	that	that	0
this	this	d	this	this	0
my	my	po11	my	my	0
writing	writing	n1	writing	writing	0
may	may	vmb	may	may	0
no	no	av-dx	no	no	0
further	further	av-jc	further	further	0
finde	finde	vvi	find	find	0
acceptance	acceptance	n1	acceptance	acceptance	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
than	than	cs	than	than	0
you	you	pn22	you	you	0
finde	finde	vvb	find	find	0
it	it	pn31	it	it	0
mannaged	mannaged	vvd	managed	manage	0
according	according	vvg	according	accord	0
unto	unto	p-acp	unto	unto	0
Scripture-record	Scripture-record	n1	Scripture-record	scripture-record	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
be	be	vbb	be	be	0
you	you	pn22	you	you	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
that	that	cst	that	that	0
whosoever	whosoever	r-crq	whosoever	whosoever	0
speaks	speaks	vvz	speaks	speak	0
not	not	xx	not	not	0
according	according	vvg	according	accord	0
unto	unto	p-acp	unto	unto	0
that	that	d	that	that	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
light	light	n1	light	light	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Esai	Esai	np1	Esai	Esai	0
.	.	.	.	.	1
8.20	8.20	crd	8.20	8.20	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
search	search	vvi	search	search	0
the	the	dt	the	the	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
testifie	testifie	vvb	testify	testify	0
of	of	pp-f	of	of	0
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	1
5.39	5.39	crd	5.39	5.39	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
loath	loath	j	loath	loath	0
that	that	cst	that	that	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
any	any	d	any	any	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
misguide	misguide	vvi	misguide	misguide	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
rather	rather	av-c	rather	rather	0
shut	shut	vvb	shut	shut	0
my	my	po11	my	my	0
self	self	n1	self	self	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
silence	silence	n1	silence	silence	0
,	,	,	,	,	0
than	than	cs	than	than	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
such	such	d	such	such	0
an	an	dt	and	a	0
evil	evil	j-jn	evil	evil	0
instrument	instrument	n1	instrument	instrument	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
perswa	perswa	uh	perswa	perswa	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
better	better	j	better	better	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
than	than	cs	than	than	0
so	so	av	so	so	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
assure	assure	vvi	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
clear	clear	j	clear	clear	0
conscience	conscience	n1	conscience	conscience	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
God	God	np1	God	God	0
&	&	cc	&	and	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
and	and	cc	and	and	0
earnestly	earnestly	av-j	earnestly	earnest	0
long	long	av-j	long	long	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
to	to	p-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
further	further	jc	further	further	0
growth	growth	n1	growth	growth	0
in	in	p-acp	in	in	0
Christianity	Christianity	np1	Christianity	Christianity	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
perfection	perfection	n1	perfection	perfection	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
compleat	compleat	j	complete	complete	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
wil	wil	n1	will	will	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
then	then	av	then	then	0
shal	shal	vmb	shall	shall	0
you	you	pn22	you	you	0
shine	shine	vvi	shine	shine	0
gloriously	gloriously	av-j	gloriously	glorious	0
,	,	,	,	,	0
and	and	cc	and	and	0
appear	appear	vvi	appear	appear	0
beautiful	beautiful	j	beautiful	beautiful	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eys	eys	n2	eyes	eye	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
heavenly	heavenly	j	heavenly	heavenly	0
father	father	n1	father	father	0
,	,	,	,	,	0
even	even	av	even	even	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
compleatly	compleatly	av-j	completely	complete	0
built	built	vvn	built	build	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
foundation	foundation	n1	foundation	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
,	,	,	,	,	0
and	and	cc	and	and	0
Prophets	Prophets	n2	Prophets	prophet	0
.	.	.	.	.	1
Je	Je	fw-fr	Je	je	0
∣	∣	sy	∣	∣	0
sus	sus	fw-la	sus	sus	0
Christ	Christ	np1	Christ	Christ	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Cornerstone	Cornerstone	n1	Cornerstone	cornerstone	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Building	Building	n1	Building	building	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
apparent	apparent	j	apparent	apparent	0
,	,	,	,	,	0
Eph.	Eph.	np1	Eph.	Eph.	1
2.20	2.20	crd	2.20	2.20	0
21.	21.	crd	21.	21.	0
then	then	av	then	then	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
grow	grow	vvi	grow	grow	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
holy	holy	j	holy	holy	0
temple	temple	n1	temple	temple	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
compleat	compleat	j	complete	complete	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
when	when	c-crq	when	when	0
Zion	Zion	np1	Zion	Zion	0
is	is	vbz	is	be	0
built	built	vvn	built	build	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
wil	wil	vmb	will	will	0
appear	appear	vvi	appear	appear	0
in	in	p-acp	in	in	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
102.16	102.16	crd	102.16	102.16	0
.	.	.	.	.	0
which	which	r-crq	which	which	0
Scripture	Scripture	n1	Scripture	scripture	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
spirits	spirits	n2	spirits	spirit	0
;	;	;	;	;	0
desiring	desiring	vvg	desiring	desire	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
to	to	pc-acp	to	to	0
apply	apply	vvi	apply	apply	0
it	it	pn31	it	it	0
home	home	av-an	home	home	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
now	now	av	now	now	0
commit	commit	vvi	commit	commit	0
this	this	d	this	this	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
suing	suing	vvg	suing	sue	0
Discourse	Discourse	n1	Discourse	discourse	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Spi	Spi	np1	Spi	Spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
Moderation	Moderation	n1	Moderation	moderation	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
may	may	vmb	may	may	0
guide	guide	vvi	guide	guide	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
Phi.	Phi.	np1	Phi.	Phi.	1
4.5	4.5	crd	4.5	4.5	0
.	.	.	.	.	1
Because	Because	p-acp	Because	because	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
trie	trie	vvi	try	try	0
al	al	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
this	this	d	this	this	0
thing	thing	n1	thing	thing	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
fast	fast	av-j	fast	fast	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
recive	recive	vvb	receive	receive	0
any	any	d	any	any	0
benefit	benefit	n1	benefit	benefit	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
here	here	av	here	here	0
declared	declared	vvn	declared	declare	0
,	,	,	,	,	0
give	give	vvb	give	give	0
God	God	np1	God	God	0
the	the	dt	the	the	0
glorie	glorie	n1	glory	glory	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
can	can	vmb	can	can	0
perfect	perfect	vvi	perfect	perfect	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
every	every	d	every	every	0
good	good	j	good	good	0
word	word	n1	word	word	0
and	and	cc	and	and	0
