IF	IF	cs	IF	if	0
this	this	d	this	this	0
small	small	j	small	small	0
present	present	j	present	present	0
right	right	n-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
worshypful	worshypful	j	worshipful	worshipful	0
,	,	,	,	,	0
rendered	rendered	vvn	rendered	render	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
humility	humility	n1	humility	humility	0
and	and	cc	and	and	0
reuerence	reuerence	n1	reverence	reverence	0
,	,	,	,	,	0
maye	maye	vmb	may	may	0
finde	finde	vvi	find	find	0
fauour	fauour	n1	favour	favour	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
sight	sight	n1	sighed	sight	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
accounte	accounte	vvi	account	account	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
happye	happye	j	happy	happy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
hereafter	hereafter	av	hereafter	hereafter	0
shew	shew	vvi	show	show	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
industerious	industerious	j	industerious	industerious	0
to	to	pc-acp	to	to	0
pleasure	pleasure	vvi	pleasure	pleasure	0
you	you	pn22	you	you	0
wyth	wyth	p-acp	with	with	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
shall	shall	vmb	shall	shall	0
redowne	redowne	vvi	redound	redound	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
your	your	po22	your	your	0
well	well	av	well	well	0
liking	liking	vvg	liking	like	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
modity	modity	n1	modity	modity	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
natiue	natiue	j-jn	native	native	0
cuntrimen	cuntrimen	n2	cuntrimen	cuntriman	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
meane	meane	j	mean	mean	0
sea	sea	n1	sea	sea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
,	,	,	,	,	0
I	I	pns11	I	i	0
most	most	av-ds	most	most	0
earnestly	earnestly	av-j	earnestly	earnest	0
besech	besech	vvb	beseech	beseech	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
my	my	po11	my	my	0
boldnes	boldnes	n1	boldness	boldness	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
your	your	po22	your	your	0
mindes	mindes	n2	minds	mind	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
poore	poore	j	poor	poor	0
mite	mite	n1	mite	mite	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
comforte	comforte	n1	comfort	comfort	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
refor	refor	j	refor	refor	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
