SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
OF	OF	pp-f	OF	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
great	great	j	great	great	0
World	World	n1	World	world	0
,	,	,	,	,	0
Man	Man	n1	Man	man	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sake	sake	n1	sake	sake	0
other	other	j-jn	other	other	0
Creatures	Creatures	n2	Creatures	creature	0
were	were	vbdr	were	be	0
created	created	vvn	created	create	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
feet	feet	n2	feet	foot	0
the	the	dt	the	the	0
things	things	n2	things	thing	0
below	below	a-acp	below	below	0
are	are	vbr	are	be	0
subjected	subjected	vvn	subjected	subject	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Essentials	Essentials	n2-jn	Essentials	essential	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Man	Man	n1	Man	man	0
(	(	(	(	(	0
the	the	dt	the	the	0
little	little	j	little	little	0
World	World	n1	World	world	0
)	)	)	)	)	0
doth	doth	vdz	does	do	0
consist	consist	vvi	consist	consist	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
;	;	;	;	;	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
infused	infused	vvn	infused	infuse	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
notes	notes	vvz	notes	note	0
out	out	av	out	out	0
the	the	dt	the	the	0
Dignity	Dignity	n1	Dignity	dignity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
command	command	n1	command	command	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
notes	notes	vvz	notes	note	0
out	out	av	out	out	0
the	the	dt	the	the	0
Authority	Authority	n1	Authority	authority	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
calleth	calleth	vvz	calls	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
both	both	d	both	both	0
great	great	j	great	great	0
,	,	,	,	,	0
Divine	Divine	j-jn	Divine	divine	0
,	,	,	,	,	0
and	and	cc	and	and	0
admirable	admirable	j	admirable	admirable	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
powers	powers	n2	powers	power	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
none	none	pix	none	none	0
is	is	vbz	is	be	0
comparable	comparable	j	comparable	comparable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reason	Reason	n1	Reason	reason	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Branches	Branches	n2	Branches	branch	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Reason	Reason	n1	Reason	reason	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
part	part	n1	part	part	0
,	,	,	,	,	0
none	none	pix	none	none	0
is	is	vbz	is	be	0
equal	equal	j-jn	equal	equal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Minde	Minde	n1	Mind	mind	0
,	,	,	,	,	0
