Most	Most	ds	Most	most	0
Gracious	Gracious	j	Gracious	gracious	0
Sovereign	Sovereign	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Do	Do	vdb	Do	do	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
leave	leave	n1	leave	leave	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Father's	Father's	ng1	Father's	father	0
most	most	av-ds	most	most	0
faithful	faithful	j	faithful	faithful	0
servant	servant	n1	servant	servant	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Loyal	Loyal	j	Loyal	loyal	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
cannot	cannot	vmbx	cannot	can	0
choose	choose	vvi	choose	choose	0
but	but	cc-acp	but	but	0
know	know	vvb	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
assure	assure	vvb	assure	assure	0
my	my	po11	my	my	0
self	self	n1	self	self	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
most	most	av-ds	most	most	0
thankfully	thankfully	av-j	thankfully	thankful	0
remember	remember	vvi	remember	remember	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
besides	besides	p-acp	beside	beside	0
the	the	dt	the	the	0
many-many	many-many	j	many-many	many-many	0
great	great	j	great	great	0
blessings	blessings	n2	blessings	blessing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
good	good	j	good	good	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
often	often	av	often	often	0
shewed	shewed	vvn	showed	show	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
;	;	;	;	;	0
He	He	pns31	He	he	0
hath	hath	vhz	hath	have	0
confer	confer	vvi	confer	confer	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
and	and	cc	and	and	0
fastened	fastened	vvd	fastened	fasten	0
two	two	crd	two	two	0
Extraordinary	Extraordinary	j	Extraordinary	extraordinary	0
signal	signal	n1	signal	signal	0
Favours	Favours	n2	Favours	favour	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
To	To	p-acp	To	to	0
preserve	preserve	vvi	preserve	preserve	0
your	your	po22	your	your	0
life	life	n1	life	life	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
Worster-fight	Worster-fight	j	Worster-fight	worster-fight	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
Vulturs	Vulturs	n2	Praetors	praetor	0
that	that	cst	that	that	0
did	did	vdd	did	do	0
so	so	av	so	so	0
greedily	greedily	av-j	greedily	greedy	0
thirst	thirst	vvi	thirst	thirst	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
blood	blood	n1	blood	blood	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
To	To	p-acp	To	to	0
render	render	vvi	render	render	0
unto	unto	p-acp	unto	unto	0
Caesar	Caesar	np1	Caesar	Caesar	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
Caesar's	Caesar's	npg1	Caesar's	Caesar	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
away	away	av	away	away	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
many	many	d	many	many	0
potent	potent	j	potent	potent	0
and	and	cc	and	and	0
tenacious	tenacious	j	tenacious	tenacious	0
Tyrants	Tyrants	n2	Tyrants	tyrant	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ʋsurpers	Ʋsurpers	n2	Ʋsurpers	ʋsurper	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
unjustly	unjustly	av-j	unjustly	unjust	0
held	held	vvd	held	hold	0
,	,	,	,	,	0
and	and	cc	and	and	0
restoring	restoring	vvg	restoring	restore	0
your	your	po22	your	your	0
