Most	Most	ds	Most	most	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Owe	Owe	vvb	Owe	owe	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
my	my	po11	my	my	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
uice	uice	n1	vice	vice	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
head	head	n1	head	head	0
and	and	cc	and	and	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
most	most	ds	most	most	0
bounden	bounden	vvn	bounden	bind	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
Truth	Truth	n1	Truth	truth	0
need	need	vvb	need	need	0
no	no	dx	no	no	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
being	being	vbg	being	be	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
free	free	j	free	free	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
freeth	freeth	vvz	freeth	free	0
vs	vs	pno12	us	we	0
;	;	;	;	;	0
protected	protected	vvn	protected	protect	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
preached	preached	vvn	preached	preach	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Way	Way	n1	Way	way	0
,	,	,	,	,	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Life	Life	n1	Life	life	0
;	;	;	;	;	0
published	published	vvn	published	publish	0
,	,	,	,	,	0
preserued	preserued	vvn	preserved	preserve	0
and	and	cc	and	and	0
inspired	inspired	vvn	inspired	inspire	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
Comforter	Comforter	n1	Comforter	comforter	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
is	is	vbz	is	be	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
preuaile	preuaile	vvi	prevail	prevail	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
do	do	vdb	do	do	0
I	I	pns11	I	i	0
betake	betake	vvi	betake	betake	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
my	my	po11	my	my	0
slender	slender	j	slender	slender	0
endeuours	endeuours	n2	endeavours	endeavour	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Graces	Graces	ng1	Graces	grace	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
chiefe	chiefe	j-jn	chief	chief	0
Patron	Patron	n1	Patron	patron	0
;	;	;	;	;	0
leauing	leauing	vvg	leaving	leave	0
Gods	Gods	ng1	Gods	god	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
manifest	manifest	j	manifest	manifest	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
gracious	gracious	j	gracious	gracious	0
blessing	blessing	n1	blessing	blessing	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
censure	censure	n1	censure	censure	0
thereof	thereof	av	thereof	thereof	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
most	most	av-ds	most	most	0
Christian	Christian	njp	Christian	christian	0
,	,	,	,	,	0
Catholique	Catholique	jp	Catholic	catholique	0
,	,	,	,	,	0
and	and	cc	and	and	0
Apostolique	Apostolique	j	Apostolic	apostolic	0
Church	Church	n1	Church	church	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Grace	Grace	n1	Grace	grace	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
speech	speech	n1	speech	speech	0
moue	moue	vvi	move	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
meditate	meditate	vvi	meditate	meditate	0
vpon	vpon	p-acp	upon	upon	0
this	this	d	this	this	0
subiect	subiect	n-jn	subject	subject	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
gaue	gaue	vvd	gave	give	0
me	me	pno11	me	i	0
great	great	j	great	great	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
couragement	couragement	n1	couragement	couragement	0
to	to	p-acp	to	to	0
proceed	proceed	vvi	proceed	proceed	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
presented	presented	vvd	presented	present	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
few	few	d	few	few	0
sheets	sheets	n2	sheets	sheet	0
of	of	pp-f	of	of	0
paper	paper	n1	paper	paper	0
the	the	dt	the	the	0
next	next	ord	next	next	0
morning	morning	n1	morning	morning	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
a	a	dt	a	a	0
slender	slender	j	slender	slender	0
modell	modell	n1	model	model	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
nights	nights	n2	nights	night	0
framing	framing	vvg	framing	frame	0
.	.	.	.	.	1
Hereunto	Hereunto	av	Hereunto	hereunto	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
pricked	pricked	vvn	pricked	prick	0
forward	forward	av-j	forward	forward	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
godly	godly	j	godly	godly	0
emulation	emulation	n1	emulation	emulation	0
(	(	(	(	(	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
emulate	emulate	vvi	emulate	emulate	0
the	the	dt	the	the	0
good	good	j	good	good	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
the	the	dt	the	the	0
good	good	j	good	good	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
euill	euill	n-jn	evil	evil	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
good	good	j	good	good	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vniust	vniust	j	unjust	unjust	0
steward	steward	n1	steward	steward	0
appeares	appeares	vvz	appears	appear	0
)	)	)	)	)	0
partly	partly	av	partly	partly	0
toward	toward	p-acp	towards	towards	0
those	those	d	those	those	0
multitudes	multitudes	n2	multitudes	multitude	0
of	of	pp-f	of	of	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
sacred	sacred	j	sacred	sacred	0
,	,	,	,	,	0
profane	profane	j	profane	profane	0
,	,	,	,	,	0
old	old	j	old	old	0
,	,	,	,	,	0
new	new	j	new	new	0
,	,	,	,	,	0
friends	friends	n2	friends	friend	0
and	and	cc	and	and	0
foes	foes	n2	foes	foe	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
whose	whose	rg-crq	whose	who	0
works	works	vvz	works	work	0
your	your	po22	your	your	0
Graces	Graces	n2	Graces	grace	0
great	great	j	great	great	0
and	and	cc	and	and	0
good	good	j	good	good	0
Library	Library	n1	Library	library	0
is	is	vbz	is	be	0
plentifully	plentifully	av-j	plentifully	plentiful	0
furnished	furnished	vvn	furnished	furnish	0
;	;	;	;	;	0
deeming	deeming	vvg	deeming	deem	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
shame	shame	n1	shame	shame	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
being	being	vbg	being	be	0
then	then	av	then	then	0
threescore	threescore	crd	threescore	threescore	0
yeares	yeares	n2	years	year	0
old	old	j	old	old	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
and	and	cc	and	and	0
sorrow	sorrow	n1	sorrow	sorrow	0
like	like	av-j	like	like	0
Callicrates	Callicrates	np1	Callicrates	Callicrates	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
gaue	gaue	vvd	gave	give	0
vp	vp	a-acp	up	up	0
the	the	dt	the	the	0
ghost	ghost	n1	ghost	ghost	0
,	,	,	,	,	0
said	said	vvd	said	say	0
,	,	,	,	,	0
My	My	po11	My	my	0
death	death	n1	death	death	0
grieueth	grieueth	vvz	grieves	grieve	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
countrey	countrey	n1	country	country	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
grieueth	grieueth	vvz	grieves	grieve	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
before	before	c-acp	before	before	0
