WHEN	WHEN	c-crq	WHEN	when	0
AS	AS	p-acp	AS	as	0
I	I	pns11	I	i	0
VNDERSTOODE	VNDERSTOODE	vvd	UNDERSTOOD	understand	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
Lordes	Lordes	n2	Lords	lord	0
)	)	)	)	)	0
your	your	po22	your	your	0
common	common	j	common	common	0
vvealth	vvealth	n1	wealth	wealth	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
thorovvly	thorovvly	av-j	thoroughly	thorough	0
furnished	furnished	vvn	furnished	furnish	0
and	and	cc	and	and	0
beau	beau	n1	beau	beau	0
∣	∣	sy	∣	∣	0
tified	tified	j	tified	tified	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
vvith	vvith	p-acp	with	with	0
good	good	j	good	good	0
lavves	lavves	n2	laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
ordi	ordi	fw-la	ordi	ordi	0
∣	∣	sy	∣	∣	0
nances	nances	n2	nances	nance	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
vvith	vvith	p-acp	with	with	0
pure	pure	j	pure	pure	0
religion	religion	n1	religion	religion	0
&	&	cc	&	and	0
sound	sound	j	found	sound	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
pleasantly	pleasantly	av-j	pleasantly	pleasant	0
to	to	pc-acp	to	to	0
flourish	flourish	vvi	flourish	flourish	0
vvith	vvith	p-acp	with	with	0
all	all	d	all	all	0
honest	honest	j	honest	honest	0
and	and	cc	and	and	0
vertuous	vertuous	j	virtuous	virtuous	0
studies	studies	n2	studies	study	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
scarcely	scarcely	av-j	scarcely	scarce	0
expresse	expresse	vvi	express	express	0
hovve	hovve	c-crq	how	how	0
ioyfull	ioyfull	j	joyful	joyful	0
it	it	pn31	it	it	0
vvas	vvas	vbds	was	be	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
determined	determined	vvn	determined	determine	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
no	no	dx	no	no	0
place	place	n1	place	place	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
aduersaryes	aduersaryes	ng1	adversaries	adversary	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
vvho	vvho	r-crq	who	who	0
novv	novv	av	now	now	0
do	do	vdb	do	do	0
labor	labor	vvi	labour	labour	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
vttermost	vttermost	j	uttermost	uttermost	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
force	force	n1	force	force	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
darcken	darcken	vvi	darken	darken	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
in	in	p-acp	in	in	0
againe	againe	av	again	again	0
the	the	dt	the	the	0
