Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Cannot	Cannot	vmbx	Cannot	can	0
properly	properly	av-j	properly	proper	0
call	call	vvi	call	call	0
this	this	d	this	this	0
,	,	,	,	,	0
my	my	po11	my	my	0
first	first	ord	first	first	0
fruits	fruits	n2	fruits	fruit	0
;	;	;	;	;	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
first	first	ord	first	first	0
Dedication	Dedication	n1	Dedication	dedication	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
I	I	pns11	I	i	0
never	never	av-x	never	never	0
had	had	vhd	had	have	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
your	your	po22	your	your	0
honours	honours	n2	honours	honour	0
Accep	Accep	vvb	Accept	accept	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
is	is	vbz	is	be	0
this	this	d	this	this	0
:	:	:	:	:	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
:	:	:	:	:	0
the	the	dt	the	the	0
Matter	Matter	n1	Matter	matter	0
,	,	,	,	,	0
hea	hea	zz	hea	hea	0
∣	∣	sy	∣	∣	0
venly	venly	j	venly	venly	0
