My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
GReat	GReat	j	GReat	great	0
Actions	Actions	n2	Actions	action	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
Wits	Wits	n2	Wits	wit	0
;	;	;	;	;	0
and	and	cc	and	and	0
no	no	dx	no	no	0
Age	Age	n1	Age	age	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
unhappy	unhappy	j	unhappy	unhappy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
great	great	j	great	great	0
Personages	Personages	n2	Personages	personage	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
exceed	exceed	vvi	exceed	exceed	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
second	second	vvi	second	second	0
and	and	cc	and	and	0
protect	protect	vvi	protect	protect	0
them	them	pno32	them	they	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Atchievements	Atchievements	n2	Achievements	achievement	0
of	of	pp-f	of	of	0
Alexander	Alexander	np1	Alexander	Alexander	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
,	,	,	,	,	0
are	are	vbr	are	be	0
so	so	av	so	so	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
rather	rather	av	rather	rather	0
the	the	dt	the	the	0
Subjects	Subjects	n2-jn	Subject's	subject	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Wonder	Wonder	n1	Wonder	wonder	0
then	then	av	then	then	0
Belief	Belief	n1	Belief	belief	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
any	any	d	any	any	0
man	man	n1	man	man	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
just	just	j	just	just	0
Judge	Judge	n1	Judge	judge	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
indued	indued	vvn	endued	endue	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Fortitude	Fortitude	n1	Fortitude	fortitude	0
,	,	,	,	,	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
al	al	av-d	all	all	0
,	,	,	,	,	0
transported	transported	vvn	transported	transport	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
desire	desire	n1	desire	desire	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
.	.	.	.	.	1
Fame	Fame	n1	Fame	fame	0
,	,	,	,	,	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
bound	bound	n1	bound	bound	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
delight	delight	n1	delight	delight	0
of	of	pp-f	of	of	0
Transcen	Transcen	vvb	Transcend	transcend	0
∣	∣	sy	∣	∣	0
dent	dent	n1	dent	dent	0
Spirits	Spirits	n2	Spirits	spirit	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
unwearied	unwearied	j	unwearied	unwearied	0
Travels	Travels	n2	Travels	travel	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Swords	Swords	n2	Swords	sword	0
,	,	,	,	,	0
add	add	vvb	add	add	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
unto	unto	p-acp	unto	unto	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
abstract	abstract	n-jn	abstract	abstract	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
add	add	vvi	add	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
numbers	numbers	n2	numbers	number	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Conquests	Conquests	n2	Conquests	conquest	0
.	.	.	.	.	1
How	How	np1	How	How	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
have	have	vhb	have	have	0
we	we	pns12	we	we	0
read	read	vvn	read	read	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
almost	almost	av	almost	almost	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Cradle	Cradle	n1	Cradle	cradle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
have	have	vhb	have	have	0
exercised	exercised	vvn	exercised	exercise	0
thus	thus	av	thus	thus	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sword	Sword	n1	Sword	sword	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
lamentable	lamentable	j	lamentable	lamentable	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
pitaphs	pitaphs	n2	pitaphs	pitaph	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
Nations	Nations	n2	Nations	nation	0
to	to	pc-acp	to	to	0
become	become	vvi	become	become	0
the	the	dt	the	the	0
best	best	js	best	best	0
Annals	Annals	n2	Annals	annal	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Immortality	Immortality	n1	Immortality	immortality	0
and	and	cc	and	and	0
Fury	Fury	n1	Fury	fury	0
?	?	?	?	?	1
But	But	p-acp	But	but	0
Alexander	Alexander	np1	Alexander	Alexander	0
was	was	vbds	was	be	0
as	as	a-acp	as	as	0
merciful	merciful	j	merciful	merciful	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
just	just	j	just	just	0
;	;	;	;	;	0
and	and	cc	and	and	0
having	having	vhg	having	have	0
overcome	overcome	vvn	overcome	overcome	0
the	the	dt	the	the	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tions	tions	n2	tions	tion	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
,	,	,	,	,	0
he	he	pns31	he	he	0
always	always	av	always	always	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
newer	newer	jc	newer	new	0
and	and	cc	and	and	0
Nobler	Nobler	jc	Nobler	noble	0
Conquest	Conquest	n1	Conquest	conquest	0
,	,	,	,	,	0
did	did	vdd	did	do	0
both	both	av-d	both	both	0
overcome	overcome	vvi	overcome	overcome	0
and	and	cc	and	and	0
oblige	oblige	vvi	oblige	oblige	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Boun	Boun	np1	Boun	Boun	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
a	a	dt	a	a	0
rare	rare	j	rare	rare	0
felicity	felicity	n1	felicity	felicity	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
Fortune	Fortune	n1	Fortune	fortune	0
intirely	intirely	av-j	entirely	entire	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
Power	Power	n1	Power	power	0
;	;	;	;	;	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
become	become	vvi	become	become	0
the	the	dt	the	the	0
Master	Master	n1	Master	master	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
Fame	Fame	n1	Fame	fame	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
Fortune	Fortune	n1	Fortune	fortune	0
:	:	:	:	:	0
He	He	pns31	He	he	0
was	was	vbds	was	be	0
sad	sad	j	sad	sad	0
to	to	pc-acp	to	to	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Atchievements	Atchievements	n2	Achievements	achievement	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Victories	Victories	n2	Victories	victory	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
no	no	dx	no	no	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Glory	Glory	n1	Glory	glory	0
:	:	:	:	:	0
Having	Having	vhg	Having	have	0
exceeded	exceeded	vvn	exceeded	exceed	0
the	the	dt	the	the	0
Acts	Acts	n2	Acts	act	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
exceed	exceed	vvi	exceed	exceed	0
even	even	av	even	even	0
Fame	Fame	n1	Fame	fame	0
her	her	po31	her	her	0
self	self	n1	self	self	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
she	she	pns31	she	she	0
could	could	vmd	could	can	0
finde	finde	vvi	find	find	0
breath	breath	n1	breath	breath	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
raise	raise	vvi	raise	raise	0
him	him	pno31	him	he	0
unto	unto	p-acp	unto	unto	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
leave	leave	vvb	leave	leave	0
him	him	pno31	him	he	0
there	there	a-acp	there	there	0
inthron'd	inthron'd	vvn	inthroned	enthrone	0
amongst	amongst	p-acp	among	among	0
his	his	po31	his	his	0
gods	gods	n2	gods	god	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
this	this	d	this	this	0
vain	vain	j	vain	vain	0
attempt	attempt	n1	attempt	attempt	0
and	and	cc	and	and	0
confidence	confidence	n1	confidence	confidence	0
,	,	,	,	,	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
slept	slept	vvn	slept	sleep	0
cover'd	cover'd	vvn	covered	cover	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Dust	Dust	n1	Dust	dust	0
of	of	pp-f	of	of	0
Oblivion	Oblivion	n1	Oblivion	oblivion	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
he	he	pns31	he	he	0
not	not	xx	not	not	0
beholden	beholden	vvi	beholden	behold	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
better	better	jc	better	better	0
Divinity	Divinity	n1	Divinity	divinity	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Light	Light	n1	Light	light	0
of	of	pp-f	of	of	0
History	History	n1	History	history	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
preser	preser	fw-ge	preser	preser	0
∣	∣	sy	∣	∣	0
ved	ved	j	ved	ved	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
throughout	throughout	p-acp	throughout	throughout	0
all	all	d	all	all	0
Generati	Generati	fw-la	Generati	generati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
:	:	:	:	:	0
The	The	dt	The	the	0
Prophets	Prophets	n2	Prophets	prophet	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
our	our	po12	our	our	0
Author	Author	n1	Author	author	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
;	;	;	;	;	0
the	the	dt	the	the	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
phets	phets	ng1	phets	phets	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thor	thor	n1	thor	thor	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
History	History	n1	History	history	0
