THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
Apology	Apology	n1	Apology	apology	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
(	(	(	(	(	0
my	my	po11	my	my	0
very	very	j	very	very	0
Honoured	Honoured	j-vvn	Honoured	honour	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Confidence	Confidence	n1	Confidence	confidence	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
presenting	presenting	vvg	presenting	present	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Transcendent	Transcendent	j	Transcendent	transcendent	0
Weight	Weight	n1	Weight	weight	0
and	and	cc	and	and	0
Excellency	Excellency	n1	Excellency	excellency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
wherever	wherever	c-crq	wherever	wherever	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
comes	comes	vvz	comes	come	0
,	,	,	,	,	0
your	your	po22	your	your	0
giving	giving	vvg	giving	give	0
such	such	d	such	such	0
Encouragement	Encouragement	n1	Encouragement	encouragement	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Preaching	Preaching	vvg	Preaching	preach	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
which	which	r-crq	which	which	0
occasion	occasion	n1	occasion	occasion	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
was	was	vbds	was	be	0
Preached	Preached	vvn	Preached	preach	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Memorial	Memorial	n-jn	Memorial	memorial	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
Grateful	Grateful	j	Grateful	grateful	0
Sense	Sense	n1	Sense	sense	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
participation	participation	n1	participation	participation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Favour	Favour	n1	Favour	favour	0
and	and	cc	and	and	0
Good-will	Good-will	j	Goodwill	goodwill	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
Acknowledg	Acknowledg	vvb	Acknowledge	acknowledge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
most	most	av-ds	most	most	0
unworthy	unworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
.	.	.	.	.	1
I	I	pns11	I	i	0
Acknowledg	Acknowledg	vvb	Acknowledge	acknowledge	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
Darkened	Darkened	vvn	Darkened	darken	0
the	the	dt	the	the	0
Counsels	Counsels	n2	Counsels	counsel	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Great	Great	j	Great	great	0
a	a	dt	a	a	0
Truth	Truth	n1	Truth	truth	0
by	by	p-acp	by	by	0
Words	Words	n2	Words	word	0
without	without	p-acp	without	without	0
Knowledg	Knowledg	n1	Knowledge	knowledge	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
who	who	q-crq	who	who	0
is	is	vbz	is	be	0
sufficient	sufficient	j	sufficient	sufficient	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
its	its	po31	its	its	0
Dignity	Dignity	n1	Dignity	dignity	0
?	?	?	?	?	1
The	The	dt	The	the	0
Se	Se	vvi	See	see	0
∣	∣	sy	∣	∣	0
crets	crets	n2-jn	crets	cret	0
of	of	pp-f	of	of	0
