SIr	SIr	n1	SIr	sir	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
marveiled	marveiled	vvd	marveiled	marveil	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
bee	bee	vbi	be	be	0
thus	thus	av	thus	thus	0
familiar	familiar	j-jn	familiar	familiar	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
&	&	cc	&	and	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
be	be	vbi	be	be	0
seene	seene	vvn	seen	see	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
.	.	.	.	.	1
Whom	Whom	ro-crq	Whom	who	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
this	this	d	this	this	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
excuse	excuse	n1	excuse	excuse	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
vnfainedly	vnfainedly	av-j	unfeignedly	unfeigned	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
hart	hart	n1	heart	hart	0
.	.	.	.	.	0
)	)	)	)	)	1
That	That	cst	That	that	0
a	a	dt	a	a	0
desire	desire	n1	desire	desire	0
,	,	,	,	,	0
conceiued	conceiued	vvd	conceived	conceive	0
now	now	av	now	now	0
a	a	dt	a	a	0
good	good	j	good	good	0
while	while	n1	while	while	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
engendered	engendered	vvn	engendered	engender	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
friendes	friendes	n2	friends	friend	0
&	&	cc	&	and	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
come	come	vvn	come	come	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
speech	speech	n1	speech	speech	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
and	and	cc	and	and	0
this	this	d	this	this	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
;	;	;	;	;	0
that	that	d	that	that	0
I	I	pns11	I	i	0
wished	wished	vvd	wished	wish	0
once	once	a-acp	once	once	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
novve	novve	av	now	now	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
shal	shal	vmb	shall	shall	0
,	,	,	,	,	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
why	why	q-crq	why	why	0
should	should	vmd	should	shall	0
you	you	pn22	you	you	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
priue	priue	j	prive	privy	0
mee	mee	pno11	me	i	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
farther	farther	jc	farther	far	0
fruite	fruite	n1	fruit	fruit	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
your	your	po22	your	your	0
godlinesse	godlinesse	n1	godliness	godliness	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
very	very	j	very	very	0
name	name	n1	name	name	0
:	:	:	:	:	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
so	so	av	so	so	0
tasted	tasted	vvd	tasted	taste	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
already	already	av	already	already	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
forth	forth	av	forth	forth	0
with	with	p-acp	with	with	0
tel	tel	vvi	tell	tell	0
and	and	cc	and	and	0
testifie	testifie	vvi	testify	testify	0
vnto	vnto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
great	great	j	great	great	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Religion	Religion	n1	Religion	religion	0
hath	hath	vhz	hath	have	0
sel	sel	vvd	sell	fall	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
bin	bin	vbn	been	be	0
planted	planted	vvn	planted	plant	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
tender	tender	j	tender	tender	0
yeares	yeares	n2	years	year	0
:	:	:	:	:	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
looke	looke	vvb	look	look	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
first	first	ord	first	first	0
