WHEN	WHEN	c-crq	WHEN	when	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
perceyue	perceyue	vvi	perceive	perceive	0
that	that	cst	that	that	0
my	my	po11	my	my	0
presence	presence	n1	presence	presence	0
and	and	cc	and	and	0
preaching	preaching	vvg	preaching	preach	0
in	in	p-acp	in	in	0
Englande	Englande	np1	Englande	England	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
muche	muche	d	much	much	0
profit	profit	n1	profit	profit	0
,	,	,	,	,	0
then	then	av	then	then	0
did	did	vdd	did	do	0
I	I	pns11	I	i	0
take	take	vvi	take	take	0
a	a	dt	a	a	0
long	long	j	long	long	0
iourney	iourney	n1	journey	journey	0
or	or	cc	or	or	0
pilgremage	pilgremage	n1	pilgrimage	pilgrimage	0
vntoo	vntoo	p-acp	unto	unto	0
holie	holie	j	holy	holy	0
places	places	n2	places	place	0
voyde	voyde	j	void	void	0
of	of	pp-f	of	of	0
Images	Images	n2	Images	image	0
,	,	,	,	,	0
inhabited	inhabited	vvn	inhabited	inhabit	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
Sainctes	Sainctes	n2	Saints	saint	0
nowe	nowe	av	now	now	0
liuing	liuing	vvg	living	live	0
,	,	,	,	,	0
whereas	whereas	cs	whereas	whereas	0
in	in	p-acp	in	in	0
prayer	prayer	n1	prayer	prayer	0
vntoo	vntoo	p-acp	unto	unto	0
God	God	np1	God	God	0
,	,	,	,	,	0
studie	studie	n1	study	study	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
scriptures	scriptures	n2	scriptures	scripture	0
,	,	,	,	,	0
and	and	cc	and	and	0
councelling	councelling	n-vvg	councelling	counsel	0
with	with	p-acp	with	with	0
godly	godly	j	godly	godly	0
ler	ler	vvb	ler	let	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
men	men	n2	men	man	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
euer	euer	av	ever	ever	0
desire	desire	vvi	desire	desire	0
and	and	cc	and	and	0
seeke	seeke	vvi	seek	seek	0
some	some	d	some	some	0
way	way	n1	way	way	0
too	too	av	too	too	0
helpe	helpe	vvi	help	help	0
my	my	po11	my	my	0
natiue	natiue	j-jn	native	native	0
