WHat	WHat	q-crq	WHat	what	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
expressed	expressed	vvd	expressed	express	0
my	my	po11	my	my	0
self	self	n1	self	self	0
at	at	p-acp	at	at	0
large	large	j	large	large	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
now	now	av	now	now	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
fillings	fillings	n2	fillings	filling	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
time	time	n1	time	time	0
then	then	av	then	then	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
mitted	mitted	vvn	mitted	mit	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
tender	tender	vvi	tender	tender	0
:	:	:	:	:	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
now	now	av	now	now	0
onely	onely	av-j	only	only	0
adde	adde	vvi	add	add	0
a	a	dt	a	a	0
word	word	n1	word	word	0
of	of	pp-f	of	of	0
excuse	excuse	n1	excuse	excuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
caution	caution	n1	caution	caution	0
.	.	.	.	.	1
Excuse	Excuse	n1	Excuse	excuse	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
,	,	,	,	,	0
Because	Because	c-acp	Because	because	0
all	all	d	all	all	0
that	that	cst	that	that	0
speak	speak	vvb	speak	speak	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
do	do	vdb	do	do	0
so	so	av	so	so	0
;	;	;	;	;	0
my	my	po11	my	my	0
self	self	n1	self	self	0
much	much	av-d	much	much	0
rather	rather	av-c	rather	rather	0
;	;	;	;	;	0
Because	Because	p-acp	Because	because	0
hearing	hearing	vvg	hearing	hear	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
service	service	n1	service	service	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
ten	ten	crd	ten	ten	0
dayes	dayes	n2	days	day	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Fast	Fast	j	Fast	fast	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
sorrow	sorrow	n1	sorrow	sorrow	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
losse	losse	n1	loss	loss	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
onely	onely	j	only	only	0
parent	parent	n1	parent	parent	0
;	;	;	;	;	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
freedom	freedom	n1	freedom	freedom	0
of	of	pp-f	of	of	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
,	,	,	,	,	0
attend	attend	vvb	attend	attend	0
this	this	d	this	this	0
businesse	businesse	n1	business	business	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
your	your	po22	your	your	0
pietie	pietie	n1	piety	piety	0
hath	hath	vhz	hath	have	0
I	I	pns11	I	i	0
hope	hope	n1	hope	hope	0
herein	herein	av	herein	herein	0
supplyed	supplyed	vvd	supplied	supply	0
my	my	po11	my	my	0
deficiency	deficiency	n1	deficiency	deficiency	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
receiving	receiving	vvg	receiving	receive	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
readinesse	readinesse	n1	readiness	readiness	0
of	of	pp-f	of	of	0
minde	minde	n1	mind	mind	0
;	;	;	;	;	0
leaving	leaving	vvg	leaving	leave	0
the	the	dt	the	the	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
handling	handling	vvg	handling	handle	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
weak	weak	j	weak	weak	0
stomacks	stomacks	n2	stomachs	stomach	0
that	that	cst	that	that	0
cannot	cannot	vmbx	cannot	can	0
savour	savour	vvi	savour	savour	0
wholesome	wholesome	j	wholesome	wholesome	0
food	food	n1	food	food	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
great	great	j	great	great	0
deal	deal	n1	deal	deal	0
of	of	pp-f	of	of	0
curiosity	curiosity	n1	curiosity	curiosity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dressing	dressing	n-vvg	dressing	dress	0
,	,	,	,	,	0
Care	Care	n1	Care	care	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cleanlynesse	Cleanlynesse	n1	Cleanlynesse	cleanlynesse	0
,	,	,	,	,	0
and	and	cc	and	and	0
Concoction	Concoction	np1-n	Concoction	concoction	0
we	we	pns12	we	we	0
commend	commend	vvb	commend	commend	0
:	:	:	:	:	0
The	The	dt	The	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
done	done	vdn	done	do	0
negligently	negligently	av-j	negligently	negligent	0
;	;	;	;	;	0
Too	Too	av	Too	too	0
much	much	d	much	much	0
diligence	diligence	n1	diligence	diligence	0
we	we	pns12	we	we	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
cline	cline	vvb	cline	cline	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
argues	argues	vvz	argues	argue	0
suspition	suspition	n1	suspicion	suspicion	0
,	,	,	,	,	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
food	food	n1	food	food	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
guest	guest	n1	guest	guest	0
.	.	.	.	.	1
We	We	pns12	We	we	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
godly	godly	j	godly	godly	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
stand	stand	vvb	stand	stand	0
,	,	,	,	,	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
wisedom	wisedom	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
words	words	n2	words	word	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
also	also	av	also	also	0
caution	caution	n1	caution	caution	0
,	,	,	,	,	0
Touching	Touching	vvg	Touching	touch	0
those	those	d	those	those	0
words	words	n2	words	word	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
[	[	[	[	[	0
In	In	p-acp	In	in	0
a	a	dt	a	a	0
setled	setled	j-vvn	settled	settle	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
puclikely	puclikely	av-j	puclikely	puclike	0
admitted	admitted	vvn	admitted	admit	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
imployment	imployment	n1	employment	employment	0
.	.	.	.	.	0
]	]	]	]	]	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
understood	understood	vvn	understood	understand	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
approbation	approbation	n1	approbation	approbation	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
unlawfull	unlawfull	j	unlawful	unlawful	0
office	office	n1	office	office	0
,	,	,	,	,	0
or	or	cc	or	or	0
undue	undue	j	undue	undue	0
ordination	ordination	n1	ordination	ordination	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
particular	particular	j	particular	particular	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
setled	setled	j-vvn	settled	settle	0
Churches	Churches	n2	Churches	church	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	d	that	that	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
order	order	n1	order	order	0
,	,	,	,	,	0
That	That	cst	That	that	0
every	every	d	every	every	0
man	man	n1	man	man	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
his	his	po31	his	his	0
own	own	d	own	own	0
disposing	disposing	n-vvg	disposing	dispose	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
abide	abide	vvi	abide	abide	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ordinance	ordinance	n1	ordinance	ordinance	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
designe	designe	n1	design	design	0
im	im	pno31	im	he	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Of	Of	pp-f	Of	of	0
advantage	advantage	n1	advantage	advantage	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Ministry	Ministry	n1	Ministry	ministry	0
;	;	;	;	;	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
boldnesse	boldnesse	n1	boldness	boldness	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
him	him	pno31	him	he	0
as	as	c-acp	as	as	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pointed	pointed	vvd	pointed	point	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
imployment	imployment	n1	employment	employment	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
call	call	vvb	call	call	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
conceive	conceive	vvb	conceive	conceive	0
)	)	)	)	)	0
lies	lies	vvz	lies	lie	0
chiefly	chiefly	av-jn	chiefly	chief	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
particulars	particulars	n2-j	particulars	particular	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
The	The	dt	The	the	0
inward	inward	j	inward	inward	0
ability	ability	n1	ability	ability	0
,	,	,	,	,	0
and	and	cc	and	and	0
upright	upright	j	upright	upright	0
intention	intention	n1	intention	intention	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
Christ	Christ	np1	Christ	Christ	0
service	service	n1	service	service	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
imployment	imployment	n1	employment	employment	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
approbation	approbation	n1	approbation	approbation	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
abilities	abilities	n2	abilities	ability	0
after	after	p-acp	after	after	0
tryall	tryall	n1	trial	trial	0
had	had	vhd	had	have	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
both	both	d	both	both	0
Ministry	Ministry	n1	Ministry	ministry	0
and	and	cc	and	and	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
indeed	indeed	av	indeed	indeed	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
discern	discern	vvi	discern	discern	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
A	A	dt	A	a	0
speciall	speciall	j	special	special	0
call	call	n1	call	call	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
particular	particular	j	particular	particular	0
people	people	n1	people	people	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
their	their	po32	their	their	0
officer	officer	n1	officer	officer	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
kinde	kinde	n1	kind	kind	0
(	(	(	(	(	0
or	or	cc	or	or	0
an	an	cs	and	an	0
after	after	p-acp	after	after	0
approbation	approbation	n1	approbation	approbation	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
)	)	)	)	)	0
or	or	cc	or	or	0
else	else	av	else	else	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
generall	generall	j	general	general	0
commission	commission	n1	commission	commission	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
universall	universall	j	universal	universal	0
imployment	imployment	n1	employment	employment	0
that	that	cst	that	that	0
way	way	n1	way	way	0
;	;	;	;	;	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
sending	sending	n-vvg	sending	send	0
of	of	pp-f	of	of	0
Paul	Paul	np1	Paul	Paul	0
and	and	cc	and	and	0
Barnabas	Barnabas	np1	Barnabas	Barnabas	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Antioch	Antioch	np1	Antioch	Antioch	0
Act.	Act.	n1	Act.	act	0
13.	13.	crd	13.	13.	0
.	.	.	.	.	1
All	All	av-d	All	all	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
understood	understood	vvn	understood	understand	0
especially	especially	av-j	especially	especial	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
administration	administration	n1	administration	administration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
and	and	cc	and	and	0
discipline	discipline	n1	discipline	discipline	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
preaching	preaching	vvg	preaching	preach	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
