IN	IN	p-acp	IN	in	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Command	Command	n1	Command	command	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Hono	Hono	np1	Hono	Hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
)	)	)	)	)	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
view	view	n1	view	view	0
these	these	d	these	these	0
Meditations	Meditations	n2	Meditations	meditation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
intended	intended	vvd	intended	intend	0
fully	fully	av-j	fully	full	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
delivered	delivered	vvn	delivered	deliver	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
ears	ears	n2	ears	ear	0
,	,	,	,	,	0
the	the	dt	the	the	0
day	day	n1	day	day	0
wheren	wheren	n2	wheren	wheren	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
appointment	appointment	n1	appointment	appointment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
service	service	n1	service	service	0
.	.	.	.	.	1
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truly	truly	av-j	truly	true	0
say	say	vvi	say	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tended	tended	vvn	tended	tend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
performed	performed	vvn	performed	perform	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
Meditations	Meditations	n2	Meditations	meditation	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
being	being	vbg	being	be	0
conceived	conceived	vvn	conceived	conceive	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
womens	womens	ng2	women's	woman	0
children	children	n2	children	child	0
are	are	vbr	are	be	0
,	,	,	,	,	0
