MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
first	first	ord	first	first	0
heard	heard	vvd	herd	hear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Death	Death	n1	Death	death	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Dear	Dear	j-jn	Dear	dear	0
Child	Child	n1	Child	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
only	only	j	only	only	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
I	I	pns11	I	i	0
much	much	av-d	much	much	0
deplored	deplored	vvn	deplored	deplore	0
your	your	po22	your	your	0
Loss	Loss	n1	Loss	loss	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
greatly	greatly	av-j	greatly	great	0
concern'd	concern'd	vvn	concerned	concern	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
how	how	c-crq	how	how	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
bear	bear	vvi	bear	bear	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
consider	consider	vvi	consider	consider	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
that	that	cst	that	that	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
were	were	vbdr	were	be	0
exceeding	exceeding	vvg	exceeding	exceed	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
surpas	surpas	vvi	surpass	surpass	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
the	the	pno32	thee	they	0
common	common	j	common	common	0
and	and	cc	and	and	0
ordinary	ordinary	j	ordinary	ordinary	0
Love	Love	n1	Love	love	0
of	of	pp-f	of	of	0
Women	Women	n2	Women	woman	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Heart	Heart	n1	Heart	heart	0
was	was	vbds	was	be	0
set	set	vvn	set	set	0
so	so	av	so	so	0
much	much	av-d	much	much	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Life	Life	n1	Life	life	0
seem'd	seem'd	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
wrapt	wrapt	vvn	wrapped	wrap	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
;	;	;	;	;	0
so	so	av	so	so	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
hardly	hardly	av	hardly	hardly	0
die	die	vvi	die	die	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
must	must	vmb	must	must	0
go	go	vvi	go	go	0
