Much	Much	av-d	Much	much	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lamented	lamented	vvn	lamented	lament	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
and	and	cc	and	and	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
greives	greives	vvz	grieves	grieve	0
your	your	po22	your	your	0
freinds	freinds	n2	friends	friend	0
and	and	cc	and	and	0
glads	glads	vvz	glads	glad	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
famous	famous	j	famous	famous	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
victo	victo	fw-la	victo	victo	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
should	should	vmd	should	shall	0
now	now	av	now	now	0
become	become	vvi	become	become	0
infamous	infamous	j	infamous	infamous	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
obedience	obedience	n1	obedience	obedience	0
:	:	:	:	:	0
It	It	pn31	It	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
practises	practises	n2	practises	practise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
writings	writings	n2	writings	write	0
of	of	pp-f	of	of	0
Origen	Origen	np1	Origen	Origen	0
,	,	,	,	,	0
ubi	ubi	fw-la	ubi	ubi	0
bene	bene	fw-la	bene	bene	0
,	,	,	,	,	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
mo	mo	dc	more	more	0
melius	melius	fw-la	melius	melius	0
,	,	,	,	,	0
ubi	ubi	fw-la	ubi	ubi	0
male	male	n1	male	mail	0
nemo	nemo	np1	nemo	Nemo	0
pejus	pejus	fw-la	pejus	pejus	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
things	things	n2	things	thing	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
wel	wel	av	well	well	0
,	,	,	,	,	0
none	none	pix	none	none	0
did	did	vdd	did	do	0
better	better	vvi	better	better	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
none	none	pix	none	none	0
did	did	vdd	did	do	0
worse	worse	av-jc	worse	worse	0
;	;	;	;	;	0
the	the	dt	the	the	0
same	same	d	same	same	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whiles	whiles	cs	while	while	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
wel	wel	av	well	well	0
in	in	p-acp	in	in	0
obeying	obeying	vvg	obeying	obey	0
the	the	dt	the	the	0
Parliament	Parliament	n1	Parliament	parliament	0
,	,	,	,	,	0
encountring	encountring	vvg	encountering	encounter	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
none	none	pix	none	none	0
did	did	vdd	did	do	0
better	better	vvi	better	better	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
once	once	c-acp	once	once	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
ill	ill	av-jn	ill	ill	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
disobeying	disobeying	vvg	disobeying	disobey	0
the	the	pno32	thee	they	0
Com	Com	vvi	Come	come	0
∣	∣	sy	∣	∣	0
mands	mands	vvz	mands	mand	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
state	state	n1	state	state	0
you	you	pn22	you	you	0
serve	serve	vvb	serve	serve	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
picking	picking	vvg	picking	pick	0
quarrels	quarrels	n2	quarrels	quarrel	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
freinds	freinds	n2	friends	friend	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
enemies	enemies	n2	enemies	enemy	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
none	none	pi	none	none	0
did	did	vdd	did	do	0
worse	worse	av-jc	worse	worse	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
wonder	wonder	vvi	wonder	wonder	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
whose	whose	rg-crq	whose	who	0
Tenets	Tenets	n2	Tenets	tenet	0
are	are	vbr	are	be	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
fight	fight	vvi	fight	fight	0
for	for	p-acp	for	for	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
stretch	stretch	vvi	stretch	stretch	0
your	your	po22	your	your	0
Consciences	Consciences	n2	Consciences	conscience	0
so	so	av	so	so	0
far	far	av-j	far	far	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
tenter-hook	tenter-hook	n1	tenterhook	tenterhook	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
designs	designs	n2	designs	design	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
:	:	:	:	:	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
read	read	vvn	read	read	0
all	all	d	all	all	0
your	your	po22	your	your	0
Papers	Papers	n2	Papers	paper	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
bleeding	bleeding	j-vvg	bleeding	bleed	0
heart	heart	n1	heart	heart	0
and	and	cc	and	and	0
weeping	weeping	j-vvg	weeping	weep	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
my	my	po11	my	my	0
very	very	j	very	very	0
soul	soul	n1	soul	soul	0
mourning	mourning	vvg	mourning	mourn	0
in	in	p-acp	in	in	0
secret	secret	j-jn	secret	secret	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
and	and	cc	and	and	0
imperious	imperious	j	imperious	imperious	0
language	language	n1	language	language	0
;	;	;	;	;	0
vain	vain	j	vain	vain	0
and	and	cc	and	and	0
carnal	carnal	j	carnal	carnal	0
confidence	confidence	n1	confidence	confidence	0
,	,	,	,	,	0
Peremptory	Peremptory	j	Peremptory	peremptory	0
and	and	cc	and	and	0
high	high	j	high	high	0
demands	demands	n2	demands	demand	0
,	,	,	,	,	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
groundless	groundless	j	groundless	groundless	0
jealousies	jealousies	n2	jealousies	jealousy	0
,	,	,	,	,	0
sinful	sinful	j	sinful	sinful	0
and	and	cc	and	and	0
ungodly	ungodly	j	ungodly	ungodly	0
compliance	compliance	n1	compliance	compliance	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
parties	parties	n2	parties	party	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
own	own	d	own	own	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
scattered	scattered	vvn	scattered	scatter	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
down	down	a-acp	down	down	0
throughout	throughout	p-acp	throughout	throughout	0
all	all	d	all	all	0
your	your	po22	your	your	0
pa	pa	n1	pa	pa	0
∣	∣	sy	∣	∣	0
pers	pers	n2	pers	per	0
;	;	;	;	;	0
Lies	Lies	vvz	Lies	lie	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
your	your	po22	your	your	0
refuge	refuge	n1	refuge	refuge	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
falshood	falshood	n1	falsehood	falsehood	0
have	have	vhb	have	have	0
you	you	pn22	you	you	0
hid	hid	vvn	hid	hide	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
That	That	d	That	that	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
you	you	pn22	you	you	0
no	no	dx	no	no	0
wrong	wrong	n-jn	wrong	wrong	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shal	shal	vmb	shall	shall	0
produce	produce	vvi	produce	produce	0
your	your	po22	your	your	0
own	own	d	own	own	0
