IF	IF	cs	IF	if	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
demanded	demanded	vvn	demanded	demand	0
(	(	(	(	(	0
Right	Right	av-jn	Right	right	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
)	)	)	)	)	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
yeeld	yeeld	vvi	yield	yield	0
a	a	dt	a	a	0
reason	reason	n1	reason	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
giue	giue	vvb	give	give	0
your	your	po22	your	your	0
Lady-ship	Lady-ship	n1	Ladyship	ladyship	0
this	this	d	this	this	0
little	little	j	little	little	0
plaine	plaine	j	plain	plain	0
Poeme	Poeme	n1	Poem	poem	0
,	,	,	,	,	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
ty	ty	zz	ty	ty	0
∣	∣	sy	∣	∣	0
tle	tle	n1	tle	tle	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Pensiue	Pensiue	j	Pensive	pensive	0
Soules	Soules	n2	Souls	soul	0
delight	delight	vvb	delight	delight	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
altoge	altoge	n1	altoge	altoge	0
∣	∣	sy	∣	∣	0
ther	ther	dt	there	the	0
vnacquainted	vnacquainted	j	unacquainted	unacquainted	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
causes	causes	n2	causes	cause	0
that	that	cst	that	that	0
may	may	vmb	may	may	0
right	right	vvi	right	right	0
well	well	av	well	well	0
worke	worke	vvi	work	work	0
me	me	pno11	me	i	0
pensiue	pensiue	j	pensive	pensive	0
.	.	.	.	.	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
and	and	cc	and	and	0
obserued	obserued	vvn	observed	observe	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
felt	felt	vvd	felt	feel	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
and	and	cc	and	and	0
mine	mine	po11	mine	my	0
only	only	j	only	only	0
.	.	.	.	.	1
The	The	dt	The	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
delight	delight	n1	delight	delight	0
is	is	vbz	is	be	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lique	lique	n1	lique	lique	0
,	,	,	,	,	0
common	common	j	common	common	0
,	,	,	,	,	0
and	and	cc	and	and	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
felt	felt	vvd	felt	feel	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
effect	effect	n1	effect	effect	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
and	and	cc	and	and	0
loyall	loyall	j	loyal	loyal	0
onely	onely	av-j	only	only	0
.	.	.	.	.	1
Can	Can	vmb	Can	can	0
any	any	d	any	any	0
faithfull	faithfull	j	faithful	faithful	0
soule	soule	n1	soul	soul	0
but	but	p-acp	but	but	0
sigh	sigh	n1	sighs	sigh	0
(	(	(	(	(	0
my	my	po11	my	my	0
good	good	j	good	good	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
die	die	vvi	die	die	0
,	,	,	,	,	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
the	the	dt	the	the	0
sundry	sundry	j	sundry	sundry	0
daungers	daungers	n2	dangers	danger	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
daily	daily	av-j	daily	daily	0
plotted	plotted	vvn	plotted	plot	0
and	and	cc	and	and	0
prac	prac	j-jn	prac	prac	0
∣	∣	sy	∣	∣	0
tised	tised	j	tised	tised	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
her	her	po31	her	her	0
highnesse	highnesse	n1	highness	highness	0
most	most	av-ds	most	most	0
innocent	innocent	j-jn	innocent	innocent	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
Royall	Royall	j	Royal	royal	0
state	state	n1	state	state	0
?	?	?	?	?	1
And	And	cc	And	and	0
againe	againe	av	again	again	0
,	,	,	,	,	0
can	can	vmb	can	can	0
any	any	d	any	any	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
