MOST	MOST	av-ds	MOST	most	0
Honourable	Honourable	j	Honourable	honourable	0
Lady	Lady	n1	Lady	lady	0
:	:	:	:	:	0
THe	THe	dt	THe	the	0
meanest	meanest	js	meanest	mean	0
seruant	seruant	n1	servant	servant	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
&	&	cc	&	and	0
your	your	po22	your	your	0
Lady	Lady	n1	Lady	lady	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
wonderfull	wonderfull	j	wonderful	wonderful	0
ioy	ioy	n1	joy	joy	0
and	and	cc	and	and	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
amazement	amazement	n1	amazement	amazement	0
,	,	,	,	,	0
begins	begins	vvz	begins	begin	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
vp	vp	a-acp	up	up	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	cs	the	than	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
doe	doe	vdi	do	do	0
nothing	nothing	pix	nothing	nothing	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
seeming	seeming	j-vvg	seeming	seem	0
such	such	d	such	such	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
or	or	cc	or	or	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
iudicious	iudicious	j	judicious	judicious	0
times	times	n2	times	time	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
so	so	av	so	so	0
obliged	obliged	vvn	obliged	oblige	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
hold	hold	vvi	hold	hold	0
my	my	po11	my	my	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
choosing	choosing	vvg	choosing	choose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taxed	taxed	vvn	taxed	tax	0
for	for	p-acp	for	for	0
anything	anything	pi	anything	anything	0
rather	rather	av	rather	rather	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
dutie	dutie	n1	duty	duty	0
and	and	cc	and	and	0
thankefulnes	thankefulnes	n1	thankfulness	thankfulness	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
Tabernacle	Tabernacle	n1	Tabernacle	tabernacle	0
was	was	vbds	was	be	0
building	building	vvg	building	build	0
,	,	,	,	,	0
the	the	dt	the	the	0
poorer	poorer	jc	poorer	poor	0
sort	sort	n1	sort	sort	0
which	which	r-crq	which	which	0
brought	brought	vvd	brought	bring	0
Goates	Goates	n2	Goats	goat	0
haire	haire	n1	hair	hair	0
and	and	cc	and	and	0
Rams	Rams	n2	Rams	ram	0
skins	skins	n2	skins	skin	0
were	were	vbdr	were	be	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
accepted	accepted	vvn	accepted	accept	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
brought	brought	vvd	brought	bring	0
Purple	Purple	j-jn	Purple	purple	0
and	and	cc	and	and	0
Scarlet	Scarlet	j-jn	Scarlet	scarlet	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Noble	Noble	j	Noble	noble	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
dispise	dispise	vvi	despise	despise	0
the	the	dt	the	the	0
hearty	hearty	j	hearty	hearty	0
endeauor	endeauor	n1	endeavour	endeavour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
poorest	poorest	js	poorest	poor	0
well	well	av	well	well	0
willer	willer	n1	willer	willer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Hono	Hono	fw-la	Hono	hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
Family	Family	n1	Family	family	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
small	small	j	small	small	0
ioy	ioy	n1	joy	joy	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
diuers	diuers	j	diverse	diverse	0
yeares	yeares	n2	years	year	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
course	course	n1	course	course	0
,	,	,	,	,	0
and	and	cc	and	and	0
stand	stand	vvb	stand	stand	0
in	in	p-acp	in	in	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
mirrour	mirrour	n1	mirror	mirror	0
of	of	pp-f	of	of	0
Nobility	Nobility	n1	Nobility	nobility	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
heare	heare	vvi	hear	hear	0
his	his	po31	his	his	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
behold	behold	vvi	behold	behold	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
conuersation	conuersation	n1	conversation	conversation	0
:	:	:	:	:	0
Many	Many	d	Many	many	0
a	a	dt	a	a	0
storme	storme	n1	storm	storm	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
indured	indured	vvn	endured	endure	0
both	both	d	both	both	0
