Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
THOUGH	THOUGH	cs	THOUGH	though	0
I	I	pns11	I	i	0
love	love	vvb	love	love	0
not	not	xx	not	not	0
Con	Con	np1	Con	Con	0
∣	∣	sy	∣	∣	0
troversies	troversies	n2	troversies	troversy	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
have	have	vhb	have	have	0
a	a	dt	a	a	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
Judgment	Judgment	n1	Judgement	judgement	0
to	to	pc-acp	to	to	0
manage	manage	vvi	manage	manage	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
readily	readily	av-j	readily	ready	0
embraced	embraced	vvd	embraced	embrace	0
the	the	dt	the	the	0
motion	motion	n1	motion	motion	0
of	of	pp-f	of	of	0
Answering	Answering	vvg	Answering	answer	0
a	a	dt	a	a	0
small	small	j	small	small	0
Tract	Tract	n1	Tract	tract	0
,	,	,	,	,	0
Entituled	Entituled	vvn	Entitled	entitle	0
,	,	,	,	,	0
An	An	dt	And	a	0
Essay	Essay	n1	Essay	essay	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
East-India	East-India	np1	East-India	East-India	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Essay	Essay	n1	Essay	essay	0
upon	upon	p-acp	upon	upon	0
Ways	Ways	n2	Ways	way	0
and	and	cc	and	and	0
Means	Means	n2	Means	mean	0
;	;	;	;	;	0
believing	believing	vvg	believing	believe	0
the	the	dt	the	the	0
Justness	Justness	n1	Justness	justness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cause	Cause	n1	Cause	cause	0
would	would	vmd	would	will	0
supply	supply	vvi	supply	supply	0
the	the	dt	the	the	0
Weakness	Weakness	n1	Weakness	weakness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Advocate	Advocate	n1	Advocate	advocate	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
own	own	vvi	own	own	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Essay	Essay	n1	Essay	essay	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
Er	Er	zz	Er	er	0
∣	∣	sy	∣	∣	0
rors	rors	n1	rors	rors	0
in	in	p-acp	in	in	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
usually	usually	av-j	usually	usual	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Allurements	Allurements	n2	Allurements	allurement	0
of	of	pp-f	of	of	0
Sublimer	Sublimer	np1	Sublimer	Sublimer	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
vanc'd	vanc'd	vvd	vanced	vance	0
Practice	Practice	n1	Practice	practice	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
than	than	cs	than	than	0
are	are	vbr	are	be	0
Taught	Taught	vvn	Taught	teach	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Ancient	Ancient	j	Ancient	ancient	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
Discipline	Discipline	n1	Discipline	discipline	0
;	;	;	;	;	0
so	so	av	so	so	0
this	this	d	this	this	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
Argues	Argues	vvz	Argues	argue	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Importation	Importation	n1	Importation	importation	0
and	and	cc	and	and	0
Wear	Wear	n1	Wear	wear	0
of	of	pp-f	of	of	0
East-India	East-India	np1	East-India	East-India	0
Manufactories	Manufactories	n2	Manufactories	manufactory	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
Improvement	Improvement	n1	Improvement	improvement	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Trade	Trade	n1	Trade	trade	0
and	and	cc	and	and	0
Navigation	Navigation	n1	Navigation	navigation	0
;	;	;	;	;	0
the	the	dt	the	the	0
mistake	mistake	n1	mistake	mistake	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
Sheets	Sheets	n2	Sheets	sheet	0
explode	explode	vvi	explode	explode	0
.	.	.	.	.	1
I	I	pns11	I	i	0
therefore	therefore	av	therefore	therefore	0
only	only	av-j	only	only	0
mention	mention	vvi	mention	mention	0
here	here	av	here	here	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
perfects	perfects	vvz	perfects	perfect	0
the	the	dt	the	the	0
Simile	Simile	n1	Simile	simile	0
before-men	before-men	n2	before-men	before-man	0
∣	∣	sy	∣	∣	0
tioned	tioned	j	tioned	tioned	0
,	,	,	,	,	0
That	That	cst	That	that	0
his	his	po31	his	his	0
Position	Position	n1	Position	position	0
is	is	vbz	is	be	0
Erroneous	Erroneous	j	Erroneous	erroneous	0
and	and	cc	and	and	0
New	New	j	New	new	0
;	;	;	;	;	0
the	the	dt	the	the	0
East-India	East-India	np1	East-India	East-India	0
Trade	Trade	n1	Trade	trade	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
been	been	vbn	been	be	0
Profitable	Profitable	j	Profitable	profitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
vast	vast	j	vast	vast	0
Importation	Importation	n1	Importation	importation	0
of	of	pp-f	of	of	0
Indian	Indian	jp	Indian	indian	0
Manufactories	Manufactories	n2	Manufactories	manufactory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
now	now	av	now	now	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
is	is	vbz	is	be	0
deluded	deluded	vvn	deluded	delude	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Gaiety	Gaiety	n1	Gaiety	gaiety	0
and	and	cc	and	and	0
Cheapness	Cheapness	n1	Cheapness	cheapness	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
posed	posed	vvn	posed	pose	0
upon	upon	p-acp	upon	upon	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
told	told	vvn	told	tell	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
Improvement	Improvement	n1	Improvement	improvement	0
to	to	p-acp	to	to	0
Trade	Trade	n1	Trade	trade	0
,	,	,	,	,	0
and	and	cc	and	and	0
below	below	p-acp	below	below	0
the	the	dt	the	the	0
exalted	exalted	j-vvn	exalted	exalt	0
Genius	Genius	n1	Genius	genius	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Rich	Rich	j	Rich	rich	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
Home-bred	Home-bred	j	Homebred	homebred	0
Manufactories	Manufactories	n2	Manufactories	manufactory	0
;	;	;	;	;	0
all	all	d	all	all	0
this	this	d	this	this	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
