Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
:	:	:	:	:	0
HAuing	HAuing	vhg	Having	have	0
knowne	knowne	vvn	known	know	0
you	you	pn22	you	you	0
so	so	av	so	so	0
ancient	ancient	j	ancient	ancient	0
a	a	dt	a	a	0
Hearer	Hearer	n1	Hearer	hearer	0
,	,	,	,	,	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
a	a	dt	a	a	0
true	true	j	true	true	0
Disciple	Disciple	n1	Disciple	disciple	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
so	so	av	so	so	0
care	care	vvb	care	care	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
a	a	dt	a	a	0
practiser	practiser	n1	practiser	practiser	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
presumed	presumed	vvd	presumed	presume	0
therefore	therefore	av	therefore	therefore	0
this	this	d	this	this	0
Prin	Prin	np1	Prin	Prin	0
∣	∣	sy	∣	∣	0
cipall	cipall	j-jn	cipall	cipall	0
dish	dish	n1	dish	dish	0
of	of	pp-f	of	of	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
meate	meate	n1	meat	meat	0
,	,	,	,	,	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
bee	bee	vbi	be	be	0
vnwelcome	vnwelcome	j	unwelcome	unwelcome	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
more	more	av-dc	more	more	0
welcome	welcome	j-jn	welcome	welcome	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
after	after	c-acp	after	after	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
good	good	j	good	good	0
a	a	dt	a	a	0
taster	taster	n1	taster	taster	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
:	:	:	:	:	0
And	And	cc	And	and	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
safely	safely	av-j	safely	safe	0
say	say	vvb	say	say	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
one	one	pi	one	one	0
long	long	av-j	long	long	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	a-acp	before	fore	0
mee	mee	pno11	me	i	0
)	)	)	)	)	0
All	All	d	All	all	0
Gods	Gods	ng1	Gods	god	0
dishes	dishes	n2	dishes	dish	0
are	are	vbr	are	be	0
dainties	dainties	n2-j	dainties	dainty	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
this	this	d	this	this	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacraments	Sacraments	n2	Sacraments	sacrament	0
ca	ca	zz	ca	ca	0
∣	∣	sy	∣	∣	0
rieth	rieth	vvz	rieth	ri	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
peculiar	peculiar	j	peculiar	peculiar	0
Excellencie	Excellencie	n1	Excellency	excellency	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
bring	bring	vvb	bring	bring	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
first	first	ord	first	first	0
,	,	,	,	,	0
