Right	Right	av-jn	Right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
,	,	,	,	,	0
SHould	SHould	vmd	SHould	shall	0
the	the	dt	the	the	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
Armes	Armes	n2	Arms	arm	0
be	be	vbb	be	be	0
generally	generally	av-j	generally	general	0
laid	laid	vvn	laid	lay	0
aside	aside	av	aside	aside	0
,	,	,	,	,	0
that	that	cst	that	that	0
Respond	Respond	vvb	Respond	respond	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
Liturgie	Liturgie	n1	Liturgy	liturgy	0
,	,	,	,	,	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
taken	taken	vvn	taken	take	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
strictest	strictest	js	strictest	strict	0
acception	acception	n1	acception	acception	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
literall	literall	j	literal	literal	0
Sense	Sense	n1	Sense	sense	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
none	none	pix	none	none	0
that	that	cst	that	that	0
fighteth	fighteth	vvz	fights	fight	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
onely	onely	av-j	only	only	0
Thou	Thou	pns21	Thou	thou	0
O	O	uh	Oh	oh	0
God	God	np1	God	God	0
.	.	.	.	.	1
There	There	a-acp	There	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
as	as	c-acp	as	as	0
Moses	Moses	np1	Moses	Moses	0
wished	wished	vvd	wished	wish	0
that	that	cst	that	that	0
all	all	d	all	all	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
People	People	n1	People	people	0
were	were	vbdr	were	be	0
Prophets	Prophets	n2	Prophets	prophet	0
:	:	:	:	:	0
So	So	av	So	so	0
Gods	Gods	npg1	Gods	God	0
Prophets	Prophets	n2	Prophets	prophet	0
wish	wish	vvb	wish	wish	0
that	that	d	that	that	0
everyone	everyone	pi	everyone	everyone	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
People	People	n1	People	people	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
Moses	Moses	np1	Moses	Moses	0
,	,	,	,	,	0
An	An	dt	And	a	0
able	able	j	able	able	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
a	a	dt	a	a	0
compleat	compleat	j	complete	complete	0
Warriour	Warriour	n1	Warrior	warrior	0
to	to	pc-acp	to	to	0
fight	fight	vvi	fight	fight	0
the	the	dt	the	the	0
Battels	Battels	n2	Battles	battle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
