WHEN	WHEN	c-crq	WHEN	when	0
I	I	pns11	I	i	0
consider	consider	vvb	consider	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
that	that	cst	that	that	0
inestima	inestima	fw-la	inestima	inestima	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
crowne	crowne	n1	crown	crown	0
of	of	pp-f	of	of	0
immortall	immortall	j	immortal	immortal	0
glorie	glorie	n1	glory	glory	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
the	the	dt	the	the	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
sonne	sonne	n1	son	son	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
layMath	layMath	np1	layMath	layMath	0
.	.	.	.	.	1
25	25	crd	25	25	0
34.	34.	crd	34.	34.	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
store	store	n1	store	store	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mercyEphes	mercyEphes	np1	mercyEphes	mercyEphes	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
4.	4.	crd	4.	4.	0
5.	5.	crd	5.	5.	0
and	and	cc	and	and	0
free	free	j	free	free	0
fauour	fauour	n1	favour	favour	0
)	)	)	)	)	0
he	he	pns31	he	he	0
elected	elected	vvd	elected	elect	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
foundations	foundations	n2	foundations	foundation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vvorld	vvorld	n1	world	world	0
:	:	:	:	:	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
those	those	d	those	those	0
Actes	Actes	n2	Acts	act	0
.	.	.	.	.	1
14.	14.	crd	14.	14.	0
22.	22.	crd	22.	22.	0
many	many	d	many	many	0
tribulations	tribulations	n2	tribulations	tribulation	0
and	and	cc	and	and	0
afflictions	afflictions	n2	afflictions	affliction	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
his	his	po31	his	his	0
heauenly	heauenly	j	heavenly	heavenly	0
vvisedome	vvisedome	n1	wisdom	wisdom	0
hath	hath	vhz	hath	have	0
appointed	appointed	vvn	appointed	appoint	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glasse	glasse	n1	glass	glass	0
)	)	)	)	)	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
myne	myne	po11	mine	my	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
that	that	cst	that	that	0
moued	moued	vvd	moved	move	0
our	our	po12	our	our	0
Sa	Sa	uh	Sa	sa	0
∣	∣	sy	∣	∣	0
uiour	uiour	n1	uiour	uiour	0
Christ	Christ	np1	Christ	Christ	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
thatMath	thatMath	np1	thatMath	thatMath	0
.	.	.	.	.	1
7.	7.	crd	7.	7.	0
14.	14.	crd	14.	14.	0
straite	straite	n1	strait	strait	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
leadeth	leadeth	vvz	leads	lead	0
to	to	p-acp	to	to	0
life	life	n1	life	life	0
and	and	cc	and	and	0
fevv	fevv	d	few	few	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
finde	finde	vvb	find	find	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Apostle	Apostle	n1	Apostle	apostle	0
Paule	Paule	np1	Paule	Paul	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
downe	downe	a-acp	down	down	0
:	:	:	:	:	0
Rom.	Rom.	np1	Rom.	Rom.	1
7.	7.	crd	7.	7.	0
23.	23.	crd	23.	23.	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
law	law	n1	law	law	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
members	members	n2	members	member	0
,	,	,	,	,	0
rebel	rebel	vvi	rebel	rebel	0
∣	∣	sy	∣	∣	0
ling	ling	n1	ling	ling	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
law	law	n1	law	law	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
minde	minde	n1	mind	mind	0
and	and	cc	and	and	0
leading	leading	vvg	leading	lead	0
me	me	pno11	me	i	0
captiue	captiue	j-jn	captive	captive	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
maiestie	maiestie	n1	majesty	majesty	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
heauenly	heauenly	j	heavenly	heavenly	0
ioy	ioy	n1	joy	joy	0
doth	doth	vdz	does	do	0
ra	ra	zz	ra	ra	0
∣	∣	sy	∣	∣	0
uish	uish	vvi	uish	uish	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
man	man	n1	man	man	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
wishe	wishe	vvi	wish	wish	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
partaker	partaker	n1	partaker	partaker	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
so	so	av	so	so	0
(	(	(	(	(	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
)	)	)	)	)	0
the	the	dt	the	the	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
afflictions	afflictions	n2	afflictions	affliction	0
and	and	cc	and	and	0
present	present	j	present	present	0
calamities	calamities	n2	calamities	calamity	0
,	,	,	,	,	0
that	that	cst	that	that	0
