Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
THough	THough	cs	THough	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
usual	usual	j	usual	usual	0
in	in	p-acp	in	in	0
Dedi	Dedi	fw-la	Dedi	dedi	0
∣	∣	sy	∣	∣	0
cations	cations	n2	cations	cation	0
to	to	pc-acp	to	to	0
proclaim	proclaim	vvi	proclaim	proclaim	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
inscribed	inscribed	vvn	inscribed	inscribe	0
names	names	n2	names	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
though	though	cs	though	though	0
the	the	dt	the	the	0
proclaiming	proclaiming	vvg	proclaiming	proclaim	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
work	work	n1	work	work	0
that	that	cst	that	that	0
none	none	pi	none	none	0
are	are	vbr	are	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
,	,	,	,	,	0
they	they	pns32	they	they	0
esteeming	esteeming	vvg	esteeming	esteem	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
x	x	crd	x	ten	0
and	and	cc	and	and	0
nation	nation	n1	nation	nation	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
I	I	pns11	I	i	0
intend	intend	vvb	intend	intend	0
ot	ot	zz	ot	ot	0
to	to	pc-acp	to	to	0
displease	displease	vvi	displease	displease	0
you	you	pn22	you	you	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
unsafe	unsafe	j	unsafe	unsafe	0
or	or	cc	or	or	0
unsa	unsa	fw-la	unsa	unsa	0
∣	∣	sy	∣	∣	0
oury	oury	n1	oury	oury	0
applause	applause	n1	applause	applause	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
presume	presume	vvi	presume	presume	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
double	double	j-jn	double	double	0
dishonour	dishonour	n1	dishonour	dishonour	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
:	:	:	:	:	0
The	The	dt	The	the	0
one	one	pi	one	one	0
by	by	p-acp	by	by	0
refixing	refixing	vvg	refixing	refix	0
your	your	po22	your	your	0
name	name	n1	name	name	0
to	to	p-acp	to	to	0
these	these	d	these	these	0
lean	lean	j	lean	lean	0
and	and	cc	and	and	0
hasty	hasty	j	hasty	hasty	0
ermons	ermons	n2	ermons	ermon	0
:	:	:	:	:	0
The	The	dt	The	the	0
other	other	j-jn	other	other	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ame	ame	zz	ame	ame	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
telling	telling	vvg	telling	tell	0
the	the	dt	the	the	0
world	world	n1	world	world	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
fault	fault	n1	fault	fault	0
is	is	vbz	is	be	0
partly	partly	av	partly	partly	0
yours	yours	png22	yours	you	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
blished	blished	vvn	blished	blish	0
;	;	;	;	;	0
Not	Not	xx	Not	not	0
only	only	av-j	only	only	0
yours	yours	png22	yours	you	0
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
such	such	d	such	such	0
auditors	auditors	n2	auditors	auditor	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
had	had	vhd	had	have	0
,	,	,	,	,	0
Luk.	Luk.	np1	Luk.	Luk.	1
20.20	20.20	crd	20.20	20.20	0
.	.	.	.	.	0
and	and	cc	and	and	0
Mark	Mark	vvb	Mark	mark	0
12.13	12.13	crd	12.13	12.13	0
.	.	.	.	.	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
frequent	frequent	j	frequent	frequent	0
reports	reports	n2	reports	report	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
mentioned	mentioned	vvn	mentioned	mention	0
Psal.	Psal.	np1	Psal.	Psal.	1
35.11	35.11	crd	35.11	35.11	0
.	.	.	.	.	1
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
written	written	vvn	written	write	0
down	down	a-acp	down	down	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
delivered	delivered	vvd	delivered	deliver	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
uncapable	uncapable	j	uncapable	uncapable	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
easily	easily	av-j	easily	easy	0
answering	answering	vvg	answering	answer	0
your	your	po22	your	your	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
sires	sires	ng1	sire's	sire	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
you	you	pn22	you	you	0
that	that	d	that	that	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
content	content	j	content	content	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
invited	invited	vvn	invited	invite	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
recite	recite	vvi	recite	recite	0
their	their	po32	their	their	0
message	message	n1	message	message	0
more	more	av-dc	more	more	0
publikely	publikely	av-j	publicly	public	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
that	that	d	that	that	0
were	were	vbdr	were	be	0
like	like	j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
valued	valued	vvn	valued	value	0
,	,	,	,	,	0
and	and	cc	and	and	0
effectual	effectual	j	effectual	effectual	0
upon	upon	p-acp	upon	upon	0
common	common	j	common	common	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
through	through	p-acp	through	through	0
your	your	po22	your	your	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
charity	charity	n1	charity	charity	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
appetite	appetite	n1	appetite	appetite	0
,	,	,	,	,	0
is	is	vbz	is	be	0
so	so	av	so	so	0
with	with	p-acp	with	with	0
yours	yours	png22	yours	you	0
.	.	.	.	.	1
My	My	po11	My	my	0
own	own	d	own	own	0
thoughts	thoughts	n2	thoughts	thought	0
went	went	vvd	went	go	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
middle	middle	j-jn	middle	middle	0
way	way	n1	way	way	0
;	;	;	;	;	0
neither	neither	dx	neither	neither	0
thinking	thinking	vvg	thinking	think	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
that	that	cst	that	that	0
accused	accused	vvd	accused	accuse	0
these	these	d	these	these	0
Sermons	Sermons	n2	Sermons	sermon	0
of	of	pp-f	of	of	0
injurious	injurious	j	injurious	injurious	0
tendencie	tendencie	n1	tendency	tendency	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
—	—	—	—	—	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
whom	whom	r-crq	whom	who	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
.	.	.	.	.	1
(	(	(	(	(	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
contention	contention	n1	contention	contention	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
