MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
vnknowne	vnknowne	j	unknown	unknown	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
first	first	ord	first	first	0
occasioned	occasioned	vvn	occasioned	occasion	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
meddle	meddle	vvi	meddle	meddle	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Subiect	Subiect	n-jn	Subject	subject	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
first	first	ord	first	first	0
moued	moued	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
Charge	Charge	n1	Charge	charge	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
also	also	av	also	also	0
indu	indu	fw-fr	indu	indu	0
∣	∣	sy	∣	∣	0
ced	ced	j-vvn	ced	ce	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
publique	publique	j	public	public	0
.	.	.	.	.	1
I	I	pns11	I	i	0
conceiued	conceiued	vvd	conceived	conceive	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
bee	bee	vbi	be	be	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
well	well	av	well	well	0
worth	worth	j	worth	worth	0
the	the	dt	the	the	0
while	while	n1	while	while	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
lay	lay	vvd	lay	lie	0
,	,	,	,	,	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
impeachment	impeachment	n1	impeachment	impeachment	0
it	it	pn31	it	it	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
monly	monly	av-j	monly	mon	0
receiues	receiues	vvz	receives	receive	0
from	from	p-acp	from	from	0
Scandals	Scandals	n2	Scandals	scandal	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heale	heale	vvi	heal	heal	0
the	the	dt	the	the	0
bleeding	bleeding	j-vvg	bleeding	bleed	0
wounds	wounds	n2	wounds	wound	0
they	they	pns32	they	they	0
vsu	vsu	fw-la	vsu	vsu	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
giue	giue	vvi	give	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profession	profession	n1	profession	profession	0
of	of	pp-f	of	of	0
Godli	Godli	j	Godly	godly	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
stop	stop	vvi	stop	stop	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
iniquity	iniquity	n1	iniquity	iniquity	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
set	set	vvd	set	set	0
so	so	av	so	so	0
wide	wide	av-j	wide	wide	0
open	open	j	open	open	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
men	men	n2	men	man	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
danger	danger	n1	danger	danger	0
that	that	cst	that	that	0
both	both	d	both	both	0
the	the	dt	the	the	0
taking	taking	vvg	taking	take	0
,	,	,	,	,	0
and	and	cc	and	and	0
giuing	giuing	vvg	giving	give	0
of	of	pp-f	of	of	0
Scandal	Scandal	n1	Scandal	scandal	0
may	may	vmb	may	may	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
.	.	.	.	.	1
J	J	pns11	J	i	0
obserue	obserue	vvb	observe	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
men	men	n2	men	man	0
doe	doe	vdb	do	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Scandals	Scandals	n2	Scandals	scandal	0
of	of	pp-f	of	of	0
Professours	Professours	n2	Professors	professor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Le	Le	fw-fr	Le	le	0
∣	∣	sy	∣	∣	0
uite	uite	fw-fr	uite	uite	0
did	did	vdd	did	do	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
twelue	twelue	crd	twelue	twelve	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Concubine	Concubine	n1	Concubine	concubine	0
,	,	,	,	,	0
they	they	pns32	they	they	0
send	send	vvb	send	send	0
them	them	pno32	them	they	0
Iudg	Iudg	vvi	Judge	judge	0
19.	19.	crd	19.	19	0
29.	29.	crd	29.	29.	0
thorough	thorough	p-acp	through	through	0
all	all	d	all	all	0
the	the	dt	the	the	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
Israel	Israel	np1	Israel	Israel	0
.	.	.	.	.	1
It	It	pn31	It	it	0
were	were	vbdr	were	be	0
happie	happie	j	happy	happy	0
that	that	cst	that	that	0
such	such	d	such	such	0
foule	foule	j	foul	foul	0
actions	actions	n2	actions	action	0
as	as	p-acp	as	as	0
trench	trench	n1	trench	trench	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
disho	disho	n1	disho	disho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
of	of	pp-f	of	of	0
