MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Know	Know	vvb	Know	know	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
troubled	troubled	vvn	troubled	trouble	0
about	about	p-acp	about	about	0
many	many	d	many	many	0
things	things	n2	things	thing	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
bee	bee	vbi	be	be	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
trouble	trouble	n1	trouble	trouble	0
of	of	pp-f	of	of	0
entertainement	entertainement	n1	entertainment	entertainment	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
call	call	vvi	call	call	0
off	off	a-acp	off	off	0
your	your	po22	your	your	0
minde	minde	n1	mind	mind	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
very	very	j	very	very	0
lit	lit	vvn	lit	light	0
∣	∣	sy	∣	∣	0
tle	tle	uh	tle	tle	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
very	very	av	very	very	0
good	good	j	good	good	0
purpose	purpose	n1	purpose	purpose	0
;	;	;	;	;	0
though	though	cs	though	though	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
minde	minde	vvi	mind	mind	0
you	you	pn22	you	you	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
so	so	av	so	so	0
well	well	av	well	well	0
know	know	vvi	know	know	0
;	;	;	;	;	0
that	that	cst	that	that	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
many	many	d	many	many	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Monitor	Monitor	np1	Monitor	Monitor	0
,	,	,	,	,	0
sith	sith	c-acp	sith	sith	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
so	so	av	so	so	0
well	well	av	well	well	0
instructed	instructed	vvn	instructed	instruct	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
remembring	remembring	vvg	remembering	remember	0
