Right	Right	av-jn	Right	right	0
Worshipful	Worshipful	j	Worshipful	worshipful	0
!	!	!	!	!	1
THE	THE	dt	THE	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
Virtue	Virtue	n1	Virtue	virtue	0
,	,	,	,	,	0
Candour	Candour	n1	Candour	candour	0
and	and	cc	and	and	0
Benignitie	Benignitie	n1	Benignity	benignity	0
,	,	,	,	,	0
emboldens	emboldens	vvz	emboldens	embolden	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
address	address	vvi	address	address	0
these	these	d	these	these	0
Reflections	Reflections	n2	Reflections	reflection	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
Calamities	Calamities	n2	Calamities	calamity	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cure	Cure	vvb	Cure	cure	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
;	;	;	;	;	0
presuming	presuming	vvg	presuming	presume	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
regularly	regularly	av-j	regularly	regular	0
devout	devout	j	devout	devout	0
,	,	,	,	,	0
and	and	cc	and	and	0
truly	truly	av-j	truly	true	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
though	though	cs	though	though	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
haps	haps	vvz	haps	hap	0
not	not	xx	not	not	0
pleasing	pleasing	vvg	pleasing	please	0
the	the	dt	the	the	0
nicer	nicer	jc	nicer	nice	0
Wits	Wits	n2	Wits	wit	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
curious	curious	j	curious	curious	0
Age	Age	n1	Age	age	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
mind	mind	vvi	mind	mind	0
more	more	av-dc	more	more	0
the	the	dt	the	the	0
strain	strain	n1	strain	strain	0
of	of	pp-f	of	of	0
Poetry	Poetry	n1	Poetry	poetry	0
than	than	cs	than	than	0
Piety	Piety	n1	Piety	piety	0
,	,	,	,	,	0
and	and	cc	and	and	0
like	like	j	like	like	0
Children	Children	n2	Children	child	0
throw	throw	vvi	throw	throw	0
away	away	av	away	away	0
the	the	dt	the	the	0
kernel	kernel	n1	kernel	kernel	0
to	to	pc-acp	to	to	0
play	play	vvi	play	play	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
shell	shell	n1	shell	shell	0
:	:	:	:	:	0
and	and	cc	and	and	0
since	since	c-acp	since	since	0
they	they	pns32	they	they	0
so	so	av	so	so	0
freely	freely	av-j	freely	free	0
and	and	cc	and	and	0
impartially	impartially	av-j	impartially	impartial	0
taxe	taxe	vvi	tax	tax	0
the	the	dt	the	the	0
Vices	Vices	n2	Vices	vice	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
humble	humble	j	humble	humble	0
,	,	,	,	,	0
and	and	cc	and	and	0
pious	pious	j	pious	pious	0
will	will	vmb	will	will	0
endure	endure	vvi	endure	endure	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
faults	faults	n2	faults	fault	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
?	?	?	?	?	0
are	are	vbr	are	be	0
few	few	d	few	few	0
such	such	d	such	such	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
A	A	av	A	a	0
∣	∣	sy	∣	∣	0
theistical	theistical	j	theistical	theistical	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
possibly	possibly	av-j	possibly	possible	0
distasting	distasting	vvg	distasting	distaste	0
many	many	d	many	many	0
licentious	licentious	j	licentious	licentious	0
and	and	cc	and	and	0
erroneous	erroneous	j	erroneous	erroneous	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
discourages	discourages	vvz	discourages	discourage	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
endeavouring	endeavouring	vvg	endeavouring	endeavour	0
to	to	pc-acp	to	to	0
amend	amend	vvi	amend	amend	0
our	our	po12	our	our	0
sad	sad	j	sad	sad	0
Times	Times	n2	Times	time	0
,	,	,	,	,	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
plaint	plaint	n1	plaint	plaint	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
mouths	mouths	n2	mouths	mouth	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reforming	reforming	vvg	reforming	reform	0
our	our	po12	our	our	0
evil	evil	j-jn	evil	evil	0
Manners	Manners	n2	Manners	manner	0
,	,	,	,	,	0
the	the	dt	the	the	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
few	few	d	few	few	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
(	(	(	(	(	0
Noble	Noble	j	Noble	noble	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
you	you	pn22	you	you	0
sheltered	sheltered	vvn	sheltered	shelter	0
my	my	po11	my	my	0
person	person	n1	person	person	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
roof	roof	n1	roof	roof	0
,	,	,	,	,	0
and	and	cc	and	and	0
favour	favour	n1	favour	favour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
late	late	j	late	late	0
Times	Times	n2	Times	time	0
of	of	pp-f	of	of	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
and	and	cc	and	and	0
Confusion	Confusion	n1	Confusion	confusion	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
entered	entered	vvd	entered	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Ministery	Ministery	n1	Ministry	ministry	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Dore	Dore	n1	Door	door	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Episcopal	Episcopal	np1	Episcopal	Episcopal	0
Ordination	Ordination	n1	Ordination	ordination	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
head	head	n1	head	head	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
place	place	n1	place	place	0
that	that	cst	that	that	0
would	would	vmd	would	will	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
cause	cause	n1	cause	cause	0
only	only	av-j	only	only	0
render	render	vvi	render	render	0
me	me	pno11	me	i	0
slighted	slighted	vvn	slighted	slight	0
and	and	cc	and	and	0
rejected	rejected	vvn	rejected	reject	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
you	you	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
contracted	contracted	vvn	contracted	contract	0
the	the	dt	the	the	0
beams	beams	n2	beams	beam	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Countenance	Countenance	n1	Countenance	countenance	0
