CHristian	CHristian	njp	CHristian	christian	0
Auditours	Auditours	n2	Auditors	auditor	0
,	,	,	,	,	0
though	though	cs	though	though	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
more	more	av-dc	more	more	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
worthy	worthy	j	worthy	worthy	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
ceiuing	ceiuing	n1	ceiuing	ceiuing	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
&	&	cc	&	and	0
blessed	blessed	j-vvn	blessed	bless	0
Supper	Supper	n1	Supper	supper	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
fearefull	fearefull	j	fearful	fearful	0
and	and	cc	and	and	0
lamenta	lamenta	fw-la	lamenta	lamenta	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
to	to	p-acp	to	to	0
see	see	vvi	see	see	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
generally	generally	av-j	generally	general	0
abused	abused	vvn	abused	abuse	0
and	and	cc	and	and	0
profaned	profaned	vvn	profaned	profane	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Some	Some	d	Some	some	0
are	are	vbr	are	be	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnderstand	vnderstand	vvb	understand	understand	0
nothing	nothing	pix	nothing	nothing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
true	true	j	true	true	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
our	our	po12	our	our	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Christ	Christ	np1	Christ	Christ	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
woman	woman	n1	woman	woman	0
of	of	pp-f	of	of	0
Samaria	Samaria	np1	Samaria	Samaria	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
4.22	4.22	crd	4.22	4.22	0
Yee	Yee	pn22	Ye	you	0
worship	worship	vvb	worship	worship	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
ye	ye	pn22	you	you	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
:	:	:	:	:	0
so	so	av	so	so	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
truely	truely	av-j	truly	true	0
said	said	vvn	said	say	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
They	They	pns32	They	they	0
receiue	receiue	vvb	receive	receive	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
.	.	.	.	.	1
They	They	pns32	They	they	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
iudgement	iudgement	n1	judgement	judgement	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
cerne	cerne	vvi	cerne	cerne	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
rush	rush	vvb	rush	rush	0
vpon	vpon	p-acp	upon	upon	0
these	these	d	these	these	0
holy	holy	j	holy	holy	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
uerence	uerence	zz	uerence	uerence	0
.	.	.	.	.	1
Others	Others	ng2-jn	Others	other	0
are	are	vbr	are	be	0
notoriously	notoriously	av-j	notoriously	notorious	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
holding	holding	vvg	holding	hold	0
their	their	po32	their	their	0
sins	sins	n2	sins	sin	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
Ierem.	Ierem.	np1	Ierem.	Ierem.	0
7.9	7.9	crd	7.9	7.9	0
,	,	,	,	,	0
10	10	crd	10	10	0
They	They	pns32	They	they	0
will	will	vmb	will	will	0
steale	steale	vvi	steal	steal	0
,	,	,	,	,	0
murther	murther	n1	murder	murder	0
,	,	,	,	,	0
and	and	cc	and	and	0
commit	commit	vvi	commit	commit	0
adultery	adultery	n1	adultery	adultery	0
,	,	,	,	,	0
and	and	cc	and	and	0
sweare	sweare	vvi	swear	swear	0
falsly	falsly	av-j	falsely	false	0
&c.	&c.	av	etc.	etc	1
