To	To	p-acp	To	to	0
his	his	po31	his	his	0
GRACE	GRACE	n1	GRACE	grace	0
JAMES	JAMES	np1	JAMES	James	0
Duke	Duke	n1	Duke	duke	0
,	,	,	,	,	0
Marquis	Marquis	n1	Marquis	marquis	0
,	,	,	,	,	0
and	and	cc	and	and	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Ormond	Ormond	np1	Ormond	Ormond	0
:	:	:	:	:	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Ossery	Ossery	np1	Ossery	Ossery	0
and	and	cc	and	and	0
Brecknock	Brecknock	np1	Brecknock	Brecknock	0
,	,	,	,	,	0
Viscount	Viscount	np1	Viscount	Viscount	0
Thurles	Thurles	vvz	Thurles	thurle	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Baron	Baron	n1	Baron	baron	0
of	of	pp-f	of	of	0
Arclo	Arclo	np1	Arclo	Arclo	0
&	&	cc	&	and	0
Lanthony	Lanthony	np1	Lanthony	Lanthony	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Regalities	Regalities	n2	Regalities	regality	0
&	&	cc	&	and	0
Liberties	Liberties	n2	Liberties	liberty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
County	County	n1	County	county	0
of	of	pp-f	of	of	0
Ti	Ti	fw-mi	Ti	ti	0
∣	∣	sy	∣	∣	0
perary	perary	n1	perary	perary	0
,	,	,	,	,	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
University	University	n1	University	university	0
of	of	pp-f	of	of	0
Dub	Dub	vvb	Dub	dub	0
∣	∣	sy	∣	∣	0
lin	lin	vvi	lin	lin	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Lieutenant	Lieutenant	n1	Lieutenant	lieutenant	0
General	General	n1	General	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
General	General	j	General	general	0
Governor	Governor	n1	Governor	governor	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Ire	Ire	n1	Ire	ire	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
most	most	av-ds	most	most	0
Honorable	Honorable	j	Honourable	honourable	0
privy	privy	j	privy	privy	0
Council	Council	n1	Council	council	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Steward	Steward	n1	Steward	steward	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Houshold	Houshold	n1	Household	household	0
,	,	,	,	,	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Bed-Chamber	Bed-Chamber	n1	Bed-Chamber	bedchamber	0
,	,	,	,	,	0
and	and	cc	and	and	0
Knight	Knight	n1	Knight	knight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Noble	Noble	j	Noble	noble	0
Order	Order	n1	Order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Garter	Garter	n1	Garter	garter	0
.	.	.	.	.	1
