WHEN	WHEN	c-crq	WHEN	when	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
is	is	vbz	is	be	0
set	set	vvn	set	set	0
in	in	p-acp	in	in	0
sad	sad	j	sad	sad	0
circumstances	circumstances	n2	circumstances	circumstance	0
,	,	,	,	,	0
and	and	cc	and	and	0
cloathed	cloathed	vvn	clothed	clothe	0
with	with	p-acp	with	with	0
black	black	j-jn	black	black	0
and	and	cc	and	and	0
mournfull	mournfull	j	mournful	mournful	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
very	very	av	very	very	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
hearken	hearken	vvi	harken	hearken	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
ber	ber	zz	ber	ber	0
Counsels	Counsels	n2	Counsels	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
pious	pious	j	pious	pious	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
poses	poses	n2	poses	pose	0
and	and	cc	and	and	0
resolutions	resolutions	n2	resolutions	resolution	0
.	.	.	.	.	1
I	I	pns11	I	i	0
imagine	imagine	vvb	imagine	imagine	0
it	it	pn31	it	it	0
pos	pos	fw-la	pos	pos	0
∣	∣	sy	∣	∣	0
sible	sible	j	sible	sible	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sight	sight	n1	sighed	sight	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Corps	Corps	n1	Corpse	corpse	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
beloved	beloved	j-vvn	beloved	belove	0
Pastor	Pastor	n1	Pastor	pastor	0
,	,	,	,	,	0
might	might	vmd	might	may	0
open	open	vvi	open	open	0
a	a	dt	a	a	0
wider	wider	jc	wider	wide	0
gate	gate	n1	gate	gate	0
then	then	av	then	then	0
ordinary	ordinary	j	ordinary	ordinary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truths	truths	n2	truths	truth	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
propounded	propounded	vvn	propounded	propound	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
sad	sad	j	sad	sad	0
silence	silence	n1	silence	silence	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
attention	attention	n1	attention	attention	0
,	,	,	,	,	0
and	and	cc	and	and	0
better	better	jc	better	better	0
audi	audi	fw-la	audi	audi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
.	.	.	.	.	1
If	If	cs	If	if	0
they	they	pns32	they	they	0
found	found	vvd	found	find	0
any	any	d	any	any	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
then	then	av	then	then	0
;	;	;	;	;	0
they	they	pns32	they	they	0
come	come	vvb	come	come	0
now	now	av	now	now	0
again	again	av	again	again	0
to	to	pc-acp	to	to	0
ask	ask	vvi	ask	ask	0
you	you	pn22	you	you	0
whether	whether	cs	whither	whether	0
you	you	pn22	you	you	0
still	still	av	still	still	0
stand	stand	vvb	stand	stand	0
so	so	av	so	so	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fected	fected	n-vvn	fected	fect	0
,	,	,	,	,	0
and	and	cc	and	and	0
continue	continue	vvi	continue	continue	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
can	can	vmb	can	can	0
find	find	vvi	find	find	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
second	second	ord	second	second	0
motion	motion	n1	motion	motion	0
to	to	pc-acp	to	to	0
renew	renew	vvi	renew	renew	0
your	your	po22	your	your	0
good	good	j	good	good	0
resolutions	resolutions	n2	resolutions	resolution	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
soul	soul	n1	soul	soul	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
shut	shut	vvn	shut	shut	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
but	but	p-acp	but	but	0
open	open	vvi	open	open	0
again	again	av	again	again	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
mirth	mirth	n1	mirth	mirth	0
and	and	cc	and	and	0
gladness	gladness	n1	gladness	gladness	0
,	,	,	,	,	0
all	all	d	all	all	0
our	our	po12	our	our	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
serious	serious	j	serious	serious	0
purposes	purposes	n2	purposes	purpose	0
are	are	vbr	are	be	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
run	run	vvi	run	run	0
out	out	av	out	out	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
door	door	n1	door	door	0
,	,	,	,	,	0
unless	unless	cs	unless	unless	0
we	we	pns12	we	we	0
take	take	vvb	take	take	0
good	good	j	good	good	0
heed	heed	n1	heed	heed	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
an	an	dt	and	a	0
express	express	j	express	express	0
command	command	n1	command	command	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
stay	stay	n1	stay	stay	0
by	by	p-acp	by	by	0
laying	laying	vvg	laying	lay	0
fast	fast	av-j	fast	fast	0
hold	hold	vvi	hold	hold	0
upon	upon	p-acp	upon	upon	0
them	them	pno32	them	they	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
souls	souls	n2	souls	soul	0
grows	grows	vvz	grows	grow	0
gay	gay	j	gay	gay	0
and	and	cc	and	and	0
pleasant	pleasant	j	pleasant	pleasant	0
again	again	av	again	again	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
look	look	vvi	look	look	0
upon	upon	p-acp	upon	upon	0
its	its	po31	its	its	0
former	former	j	former	former	0
resolves	resolves	vvz	resolves	resolve	0
but	but	p-acp	but	but	0
as	as	c-acp	as	as	0
Melancholy	Melancholy	j-jn	Melancholy	melancholy	0
fancies	fancies	n2	fancies	fancy	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
retain	retain	vvi	retain	retain	0
only	only	av-j	only	only	0
such	such	d	such	such	0
a	a	dt	a	a	0
weak	weak	j	weak	weak	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
shadow	shadow	n1	shadow	shadow	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
dream	dream	n1	dream	dream	0
,	,	,	,	,	0
or	or	cc	or	or	0
they	they	pns32	they	they	0
seem	seem	vvb	seem	seem	0
as	as	p-acp	as	as	0
things	things	n2	things	thing	0
do	do	vdb	do	do	0
that	that	d	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
run	run	vvn	run	run	0
a	a	dt	a	a	0
great	great	j	great	great	0
way	way	n1	way	way	0
from	from	p-acp	from	from	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
left	left	vvn	left	leave	0
far	far	av-j	far	far	0
behind	behind	p-acp	behind	behind	0
us	us	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
present	present	j	present	present	0
lookt	lookt	vvn	looked	look	0
as	as	p-acp	as	as	0
big	big	j	big	big	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
Steeple	Steeple	n1	Steeple	steeple	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
distance	distance	n1	distance	distance	0
seem	seem	vvb	seem	seem	0
no	no	dx	no	no	0
bigger	bigger	jc	bigger	big	0
then	then	cs	then	than	0
the	the	dt	the	the	0
stump	stump	n1	stump	stump	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Tree	Tree	n1	Tree	tree	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
necessary	necessary	j	necessary	necessary	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
ask	ask	vvb	ask	ask	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
truths	truths	n2	truths	truth	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
plainly	plainly	av-j	plainly	plain	0
represented	represented	vvn	represented	represent	0
,	,	,	,	,	0
appear	appear	vvb	appear	appear	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
ten	ten	crd	ten	ten	0
or	or	cc	or	or	0
eleven	eleven	crd	eleven	eleven	0
dayes	dayes	ng2	days	day	0
distance	distance	n1	distance	distance	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Ask	Ask	vvb	Ask	ask	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
now	now	av	now	now	0
they	they	pns32	they	they	0
appear	appear	vvb	appear	appear	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
weighty	weighty	j	weighty	weighty	0
as	as	c-acp	as	as	0
its	its	po31	its	its	0
possible	possible	j	possible	possible	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
when	when	q-crq	when	when	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
very	very	av	very	very	0
near	near	av-j	near	near	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
now	now	av	now	now	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
counting	counting	vvg	counting	count	0
your	your	po22	your	your	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ney	ney	zz	ney	ney	0
and	and	cc	and	and	0
about	about	p-acp	about	about	0
your	your	po22	your	your	0
trades	trades	n2	trades	trade	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
as	as	p-acp	as	as	0
good	good	j	good	good	0
a	a	dt	a	a	0
mind	mind	n1	mind	mind	0
to	to	pc-acp	to	to	0
reckon	reckon	vvi	reckon	reckon	0
your	your	po22	your	your	0
dayes	dayes	n2	days	day	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
perhaps	perhaps	av	perhaps	perhaps	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
when	when	c-crq	when	when	0
God	God	np1	God	God	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
reckoning	reckoning	vvg	reckoning	reckon	0
together	together	av	together	together	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
know	know	vvi	know	know	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
own	own	d	own	own	0
temper	temper	n1	temper	temper	0
,	,	,	,	,	0
you	you	pn22	you	you	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
moods	moods	n2	moods	mood	0
,	,	,	,	,	0
both	both	av-d	both	both	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
