My	My	po11	My	my	0
most	most	av-ds	most	most	0
Honour'd	Honour'd	j-vvn	Honoured	honour	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Firmament	Firmament	n1	Firmament	firmament	0
,	,	,	,	,	0
or	or	cc	or	or	0
Ae	Ae	dt	A	a	0
∣	∣	sy	∣	∣	0
thereal	thereal	j	thereal	thereal	0
region	region	n1	region	region	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
World	World	n1	World	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
Creator	Creator	n1	Creator	creator	0
hath	hath	vhz	hath	have	0
placed	placed	vvn	placed	place	0
two	two	crd	two	two	0
great	great	j	great	great	0
Lights	Lights	n2	Lights	light	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
Night	Night	n1	Night	night	0
:	:	:	:	:	0
So	So	av	So	so	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	pc-acp	to	to	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
stitute	stitute	vvi	stitute	stitute	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
Analogy	Analogy	n1	Analogy	analogy	0
or	or	cc	or	or	0
correspon	correspon	n1	correspon	correspon	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Firmament	Firmament	n1	Firmament	firmament	0
or	or	cc	or	or	0
Celestial	Celestial	j	Celestial	celestial	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lesser	Lesser	jc	Lesser	lesser	0
World	World	n1	World	world	0
,	,	,	,	,	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
He	He	pns31	He	he	0
placed	placed	vvn	placed	place	0
two	two	crd	two	two	0
great	great	j	great	great	0
Truths	Truths	n2	Truths	truth	0
(	(	(	(	(	0
the	the	dt	the	the	0
proper	proper	j	proper	proper	0
Lights	Lights	n2	Lights	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
)	)	)	)	)	0
the	the	dt	the	the	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
or	or	cc	or	or	0
Life	Life	n1	Life	life	0
of	of	pp-f	of	of	0
Man	Man	n1	Man	man	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
to	to	p-acp	to	to	0
dispel	dispel	n1	dispel	dispel	0
the	the	dt	the	the	0
horrid	horrid	j	horrid	horrid	0
dark	dark	j	dark	dark	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Night	Night	n1	Night	night	0
,	,	,	,	,	0
Death	Death	n1	Death	death	0
.	.	.	.	.	1
And	And	cc	And	and	0
these	these	d	these	these	0
are	are	vbr	are	be	0
those	those	d	those	those	0
twin-like	twin-like	j	twinlike	twinlike	0
proleptical	proleptical	j	proleptical	proleptical	0
Notions	Notions	n2	Notions	notion	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Being	Being	vbg	Being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Deity	Deity	n1	Deity	deity	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Immortality	Immortality	n1	Immortality	immortality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Human	Human	j	Human	human	0
Soul.	Soul.	n1	Soul.	soul	1
I	I	pns11	I	i	0
call	call	vvb	call	call	0
them	them	pno32	them	they	0
Twin-like	Twin-like	j	Twinlike	twinlike	0
Proleptical	Proleptical	j	Proleptical	proleptical	0
Notions	Notions	n2	Notions	notion	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
and	and	cc	and	and	0
Moon	Moon	n1	Moon	moon	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
together	together	av	together	together	0
,	,	,	,	,	0
so	so	av	so	so	0
were	were	vbdr	were	be	0
these	these	d	these	these	0
implanted	implanted	vvn	implanted	implant	0
at	at	p-acp	at	at	0
once	once	a-acp	once	once	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Mind	Mind	n1	Mind	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
First	First	ord	First	first	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
as	as	p-acp	as	as	0
constantly	constantly	av-j	constantly	constant	0
shined	shined	vvd	shined	shine	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
region	region	n1	region	region	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
mans	mans	ng1	men	man	0
Soul	Soul	n1	Soul	soul	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
those	those	d	those	those	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
the	the	dt	the	the	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
pacity	pacity	n1	pacity	pacity	0
of	of	pp-f	of	of	0
terrene	terrene	j	terrene	terrene	0
Objects	Objects	n2	Objects	object	0
and	and	cc	and	and	0
Corporeal	Corporeal	j	Corporeal	corporeal	0
Af	Af	pp-f	Of	of	0
∣	∣	sy	∣	∣	0
fections	fections	ng1	fections	fections	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
somtimes	somtimes	av	sometimes	sometime	0
to	to	pc-acp	to	to	0
eclipse	eclipse	vvi	eclipse	eclipse	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Sun	Sun	n1	Sun	sun	0
doth	doth	vdz	does	do	0
commu	commu	n1	commu	commu	0
∣	∣	sy	∣	∣	0
nicate	nicate	j	nicate	nicate	0
its	its	vbz	its	be	0
light	light	j	light	light	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Moon	Moon	n1	Moon	moon	0
,	,	,	,	,	0
so	so	av	so	so	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
For	For	c-acp	For	for	0
∣	∣	sy	∣	∣	0
mer	mer	n1	mere	mere	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
super-excellent	super-excellent	j	superexcellent	superexcellent	0
Notions	Notions	n2	Notions	notion	0
,	,	,	,	,	0
illumi	illumi	fw-la	illumi	illumi	0
∣	∣	sy	∣	∣	0
nate	nate	fw-fr	nate	nate	0
the	the	dt	the	the	0
Latter	Latter	d	Latter	latter	0
;	;	;	;	;	0
the	the	dt	the	the	0
knowledg	knowledg	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Im	Im	p-acp	Im	in	0
∣	∣	sy	∣	∣	0
mortality	mortality	n1	mortality	mortality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
receiving	receiving	vvg	receiving	receive	0
illustration	illustration	n1	illustration	illustration	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
absolute	absolute	j	absolute	absolute	0
dependence	dependence	n1	dependence	dependence	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Existence	Existence	n1	Existence	existence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
Consideration	Consideration	n1	Consideration	consideration	0
hereof	hereof	av	hereof	hereof	0
(	(	(	(	(	0
may	may	n1	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
engaged	engaged	vvd	engaged	engage	0
me	me	pno11	me	i	0
,	,	,	,	,	0
some	some	d	some	some	0
years	years	n2	years	year	0
since	since	a-acp	since	since	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
endeavour	endeavour	vvi	endeavour	endeavour	0
the	the	dt	the	the	0
Demonstra	Demonstra	np1	Demonstra	Demonstra	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Existence	Existence	n1	Existence	existence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
so	so	av	so	so	0
hath	hath	vhz	hath	have	0
it	it	pn31	it	it	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
importuned	importuned	vvn	importuned	importune	0
and	and	cc	and	and	0
prevailed	prevailed	vvn	prevailed	prevail	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
attempt	attempt	vvi	attempt	attempt	0
the	the	dt	the	the	0
Demonstration	Demonstration	n1	Demonstration	demonstration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Immortality	Immortality	n1	Immortality	immortality	0
of	of	pp-f	of	of	0
Mens	Mens	ng2	Men's	man	0
Souls	Souls	n2	Souls	soul	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
sincere	sincere	j	sincere	sincere	0
Reason	Reason	n1	Reason	reason	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
doubt	doubt	vvb	doubt	doubt	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
convinced	convinced	vvn	convinced	convince	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
extream	extream	j-jn	extreme	extreme	0
folly	folly	n1	folly	folly	0
and	and	cc	and	and	0
absurdity	absurdity	n1	absurdity	absurdity	0
