MOst	MOst	ds	MOst	most	0
Sacred	Sacred	j	Sacred	sacred	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
having	having	vhg	having	have	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
made	made	vvd	made	make	0
some	some	d	some	some	0
exposition	exposition	n1	exposition	exposition	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Proverbs	Proverbs	n2	Proverbs	proverb	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Solomon	Solomon	np1	Solomon	Solomon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
now	now	av	now	now	0
done	done	vdn	done	do	0
the	the	cs	the	than	0
same	same	d	same	same	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Preaching	Preaching	vvg	Preaching	preach	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
seeing	seeing	vvg	seeing	see	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
King	King	n1	King	king	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Prea	Prea	vvb	Prea	pray	0
∣	∣	sy	∣	∣	0
cher	cher	fw-fr	cher	cher	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
brought	brought	vvn	brought	bring	0
the	the	dt	the	the	0
homage	homage	n1	homage	homage	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Preacher	Preacher	n1	Preacher	preacher	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
.	.	.	.	.	1
My	My	po11	My	my	0
former	former	j	former	former	0
labours	labours	n2	labours	labour	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
Patronage	Patronage	n1	Patronage	patronage	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Royall	Royall	j	Royal	royal	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
my	my	po11	my	my	0
dread	dread	j	dread	dread	0
Soveraigne	Soveraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
mercy	mercy	n1	mercy	mercy	0
and	and	cc	and	and	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
gratious	gratious	j	gracious	gracious	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
safe	safe	j	safe	safe	0
defender	defender	n1	defender	defender	0
:	:	:	:	:	0
these	these	d	these	these	0
labours	labours	n2	labours	labour	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
