GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
neuer	neuer	av-x	never	never	0
Author	Author	n1	Author	author	0
nor	nor	ccx	nor	nor	0
practised	practised	vvn	practised	practise	0
Gunner	Gunner	n1	Gunner	gunner	0
euer	euer	av	ever	ever	0
able	able	j	able	able	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
describe	describe	vvi	describe	describe	0
at	at	p-acp	at	at	0
full	full	j	full	full	0
,	,	,	,	,	0
or	or	cc	or	or	0
could	could	vmd	could	can	0
shew	shew	vvi	show	show	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fectly	fectly	av-j	fectly	fect	0
the	the	dt	the	the	0
efficacie	efficacie	n1	efficacy	efficacy	0
and	and	cc	and	and	0
force	force	n1	force	force	0
that	that	cst	that	that	0
Gunpowder	Gunpowder	n1	Gunpowder	gunpowder	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
accomplish	accomplish	vvi	accomplish	accomplish	0
,	,	,	,	,	0
it	it	pn31	it	it	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
mixture	mixture	n1	mixture	mixture	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
a	a	dt	a	a	0
wonderfull	wonderfull	j	wonderful	wonderful	0
operation	operation	n1	operation	operation	0
and	and	cc	and	and	0
effect	effect	n1	effect	effect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
dayly	dayly	j	daily	daily	0
experience	experience	n1	experience	experience	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
diuerse	diuerse	j	diverse	diverse	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
diuerse	diuerse	j	diverse	diverse	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
inuented	inuented	vvn	invented	invent	0
diuerse	diuerse	j	diverse	diverse	0
engines	engines	n2	engines	engine	0
and	and	cc	and	and	0
Ordinance	Ordinance	n1	Ordinance	ordinance	0
for	for	p-acp	for	for	0
offensiue	offensiue	j	offensive	offensive	0
and	and	cc	and	and	0
defensiue	defensiue	j	defensive	defensive	0
seruices	seruices	n2	services	service	0
by	by	p-acp	by	by	0
Gunpowder	Gunpowder	n1	Gunpowder	gunpowder	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
perfourmed	perfourmed	vvn	performed	perform	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
none	none	pix	none	none	0
hath	hath	vhz	hath	have	0
nor	nor	ccx	nor	nor	0
could	could	vmd	could	can	0
euer	euer	av	ever	ever	0
attaine	attaine	vvi	attain	attain	0
to	to	p-acp	to	to	0
