THE	THE	dt	THE	the	0
Society	Society	n1	Society	society	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Members	Members	n2	Members	member	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
compare	compare	vvi	compare	compare	0
lesser	lesser	jc	lesser	lesser	0
things	things	n2	things	thing	0
with	with	p-acp	with	with	0
greater	greater	jc	greater	great	0
)	)	)	)	)	0
,	,	,	,	,	0
may	may	vmb	may	may	0
acquaint	acquaint	vvi	acquaint	acquaint	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
necessity	necessity	n1	necessity	necessity	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
Order	Order	n1	Order	order	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
First	First	ord	First	first	0
,	,	,	,	,	0
You	You	pn22	You	you	0
hold	hold	vvb	hold	hold	0
your	your	po22	your	your	0
Authority	Authority	n1	Authority	authority	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Laws	Laws	n2	Laws	law	0
;	;	;	;	;	0
So	So	av	So	so	0
doth	doth	vdz	does	do	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Gospel	Gospel	n1	Gospel	gospel	0
:	:	:	:	:	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
Superior	Superior	j-jn	Superior	superior	0
and	and	cc	and	and	0
Inferior	Inferior	j-jn	Inferior	inferior	0
Offi	Offi	n2	Offi	offi	0
∣	∣	sy	∣	∣	0
cers	cers	ng2	cers	cers	0
;	;	;	;	;	0
So	So	av	So	so	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
:	:	:	:	:	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
Enact	Enact	vvi	Enact	enact	0
certain	certain	j	certain	certain	0
Municipal	Municipal	j	Municipal	municipal	0
Laws	Laws	n2	Laws	law	0
as	as	p-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
shall	shall	vmb	shall	shall	0
require	require	vvi	require	require	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
welfare	welfare	n1	welfare	welfare	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
City	City	n1	City	city	0
;	;	;	;	;	0
So	So	av	So	so	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
virtue	virtue	n1	virtue	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
general	general	n1	general	general	0
Pre	Pre	np1	Pre	Pre	0
∣	∣	sy	∣	∣	0
cepts	cepts	vvz	cepts	cept	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Apostles	Apostles	n2	Apostles	apostle	0
:	:	:	:	:	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
certain	certain	j	certain	certain	0
Forms	Forms	n2	Forms	form	0
and	and	cc	and	and	0
Rites	Rites	n2	Rites	rite	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Aministration	Aministration	n1	Aministration	aministration	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
▪	▪	▪	▪	▪	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
solemn	solemn	j	solemn	solemn	0
▪	▪	▪	▪	▪	0
So	So	av	So	so	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
Reverence	Reverence	n1	Reverence	reverence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Administration	Administration	n1	Administration	administration	0
of	of	pp-f	of	of	0
Publick	Publick	j	Public	public	0
Worship	Worship	n1	Worship	worship	0
:	:	:	:	:	0
u	u	sy	u	u	0
have	have	vhn	have	have	0
many	many	d	many	many	0
lesser	lesser	jc	lesser	lesser	0
Societies	Societies	n2	Societies	society	0
of	of	pp-f	of	of	0
Ar	Ar	vbr	are	be	0
∣	∣	sy	∣	∣	0
tificers	tificers	ng2	tificers	tificers	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
their	their	po32	their	their	0
dependance	dependance	n1	dependence	dependence	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
;	;	;	;	;	0
So	So	av	So	so	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
many	many	d	many	many	0
Paro	Paro	np1	Paro	Paro	0
¦	¦	sy	¦	¦	0
chial	chial	j	chial	chial	0
Congregations	Congregations	n2	Congregations	congregation	0
depending	depending	vvg	depending	depend	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Diocess	Diocess	n1	Diocese	diocese	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
if	if	cs	if	if	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
contented	contented	vvn	contented	content	0
and	and	cc	and	and	0
pragmatical	pragmatical	j	pragmatical	pragmatical	0
persons	persons	n2	persons	person	0
should	should	vmd	should	shall	0
arise	arise	vvi	arise	arise	0
among	among	p-acp	among	among	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
their	their	po32	their	their	0
business	business	n1	business	business	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
defame	defame	vvi	defame	defame	0
your	your	po22	your	your	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
tyrannical	tyrannical	j	tyrannical	tyrannical	0
and	and	cc	and	and	0
arbitrary	arbitrary	j-jn	arbitrary	arbitrary	0
burthensom	burthensom	j	burdensome	burdensome	0
and	and	cc	and	and	0
oppres	oppres	vvi	oppress	oppress	0
∣	∣	sy	∣	∣	0
sing	sing	vvb	sing	sing	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
f	f	zz	f	f	0
rnt	rnt	j-vvn	rnt	rnt	0
Forms	Forms	n2	Forms	form	0
and	and	cc	and	and	0
Customs	Customs	n2	Customs	custom	0
;	;	;	;	;	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
quarrel	quarrel	vvi	quarrel	quarrel	0
t	t	sy	tO	t	0
some	some	d	some	some	0
antiquted	antiquted	vvd	antiquted	antiqute	0
ws	ws	pno12	us	us	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Legal	Legal	j	Legal	legal	0
proceeding	proceeding	n-vvg	proceeding	proceed	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
offence	offence	n1	offence	offence	0
at	at	p-acp	at	at	0
the	the	pno32	thee	they	0
and	and	cc	and	and	0
Mae	Mae	np1	Mae	Mae	0
as	as	p-acp	as	as	0
Ceremonies	Ceremonies	n2	Ceremonies	ceremony	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
same	same	d	same	same	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
,	,	,	,	,	0
a	a	dt	a	a	0
other	other	j-jn	other	other	0
Minister	Minister	n1	Minister	minister	0
)	)	)	)	)	0
.	.	.	.	.	1
If	If	cs	If	if	0
these	these	d	these	these	0
pnt	pnt	vvi	pnt	put	0
and	and	cc	and	and	0
plead	plead	vvi	plead	plead	0
Reformation	Reformation	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
Laws	Laws	n2	Laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
Government	Government	n1	Government	government	0
;	;	;	;	;	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
forge	forge	vvi	forge	forge	0
and	and	cc	and	and	0
pretend	pretend	vvi	pretend	pretend	0
new	new	j	new	new	0
Charters	Charters	n2	Charters	charter	0
,	,	,	,	,	0
and	and	cc	and	and	0
Commissions	Commissions	n2	Commissions	commission	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
subversion	subversion	n1	subversion	subversion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
old	old	j	old	old	0
;	;	;	;	;	0
and	and	cc	and	and	0
erect	erect	vvb	erect	erect	0
mock-Courts	mock-Courts	n2	mock-Courts	mock-court	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
,	,	,	,	,	0
censuring	censuring	vvg	censuring	censure	0
,	,	,	,	,	0
hating	hating	vvg	hating	hate	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
lyeth	lyeth	vvz	lies	lie	0
)	)	)	)	)	0
condemning	condemning	vvg	condemning	condemn	0
all	all	d	all	all	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Rabble	Rabble	n1	Rabble	rabble	0
:	:	:	:	:	0
If	If	cs	If	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
advance	advance	vvi	advance	advance	0
a	a	dt	a	a	0
Dozen	Dozen	crd	Dozen	dozen	0
of	of	pp-f	of	of	0
Burgo-Masters	Burgo-Masters	n2	Burgo-Masters	burgo-master	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Office	Office	n1	Office	office	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mayor	Mayor	n1	Mayor	mayor	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
every	every	d	every	every	0
man	man	n1	man	man	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
Coun	Coun	vvi	Con	con	0
∣	∣	sy	∣	∣	0
cil	cil	n1	cil	cil	0
;	;	;	;	;	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
abolish	abolish	vvi	abolish	abolish	0
all	all	d	all	all	0
the	the	dt	the	the	0
an	an	zz	an	an	0
∣	∣	sy	∣	∣	0
cient	cient	n1	cient	cient	0
Laws	Laws	np1	Laws	Laws	0
and	and	cc	and	and	0
Customs	Customs	n2	Customs	custom	0
;	;	;	;	;	0
lay	lay	vvb	lay	lay	0
aside	aside	av	aside	aside	0
all	all	d	all	all	0
Rites	Rites	n2	Rites	rite	0
and	and	cc	and	and	0
Formalities	Formalities	n2	Formalities	formality	0
;	;	;	;	;	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
in	in	p-acp	in	in	0
new	new	j	new	new	0
Ordinances	Ordinances	n2	Ordinances	ordinance	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
never	never	av-x	never	never	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Corporation	Corporation	n1	Corporation	corporation	0
?	?	?	?	?	1
Were	Were	vbdr	Were	be	0
such	such	d	such	such	0
practices	practices	n2	practices	practice	0
tolerable	tolerable	j	tolerable	tolerable	0
?	?	?	?	?	1
Or	Or	cc	Or	or	0
if	if	cs	if	if	0
not	not	xx	not	not	0
speedily	speedily	av-j	speedily	speedy	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
medied	medied	vvn	medied	medy	0
,	,	,	,	,	0
would	would	vmd	would	will	0
they	they	pns32	they	they	0
not	not	xx	not	not	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
City	City	n1	City	city	0
to	to	p-acp	to	to	0
Confusion	Confusion	n1	Confusion	confusion	0
?	?	?	?	?	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
good	good	j	good	good	0
Magistrate	Magistrate	n1	Magistrate	magistrate	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
vent	vent	n1	vent	vent	0
such	such	d	such	such	0
tumults	tumults	n2	tumults	tumult	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
present	present	j	present	present	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
Schism	Schism	n1	Schism	schism	0
and	and	cc	and	and	0
Separation	Separation	n1	Separation	separation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
nature	nature	n1	nature	nature	0
with	with	p-acp	with	with	0
Sedition	Sedition	n1	Sedition	sedition	0
and	and	cc	and	and	0
Tumult	Tumult	n1	Tumult	tumult	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
State	State	n1	State	state	0
▪	▪	▪	▪	▪	0
And	And	cc	And	and	0
God	God	np1	God	God	0
forbid	forbid	vvb	forbid	forbid	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
always	always	av	always	always	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
Zion	Zion	np1	Zion	Zion	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Jer.	Jer.	np1	Jer.	Jer.	1
3.17	3.17	crd	3.17	3.17	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
Zion	Zion	np1	Zion	Zion	0
whom	whom	q-crq	whom	who	0
no	no	dx	no	no	0
man	man	n1	man	man	0
seeketh	seeketh	vvz	seeks	seek	0
after	after	a-acp	after	after	0
.	.	.	.	.	1
Tum	Tum	fw-la	Tum	tum	0
tua	tua	fw-la	tua	tua	0
res	res	fw-la	res	res	0
,	,	,	,	,	0
agitur	agitur	fw-la	agitur	agitur	0
,	,	,	,	,	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
Argument	Argument	n1	Argument	argument	0
to	to	pc-acp	to	to	0
ingage	ingage	vvi	engage	engage	0
you	you	pn22	you	you	0
all	all	d	all	all	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
seldom	seldom	av	seldom	seldom	0
doth	doth	vdz	does	do	0
Facti	Facti	fw-la	Facti	facti	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
prevail	prevail	vvi	prevail	prevail	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ceeds	ceeds	vvz	ceeds	ceed	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
alteration	alteration	n1	alteration	alteration	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
State	State	n1	State	state	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
engaged	engaged	vvn	engaged	engage	0
on	on	p-acp	on	on	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
Prin	Prin	np1	Prin	Prin	0
∣	∣	sy	∣	∣	0
ciples	ciples	n2	ciples	ciple	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Members	Members	n2	Members	member	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Church	Church	n1	Church	church	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
plead	plead	vvb	plead	plead	0
for	for	p-acp	for	for	0
;	;	;	;	;	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Examples	Examples	n2	Examples	example	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
things	things	n2	things	thing	0
now	now	av	now	now	0
stand	stand	vvi	stand	stand	0
)	)	)	)	)	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
instru	instru	fw-fr	instru	instru	0
∣	∣	sy	∣	∣	0
mental	mental	j	mental	mental	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
than	than	cs	than	than	0
your	your	po22	your	your	0
power	power	n1	power	power	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
rational	rational	j	rational	rational	0
Dissenters	Dissenters	n2	Dissenters	dissenter	0
,	,	,	,	,	0
your	your	po22	your	your	0
Arguments	Arguments	n2	Arguments	argument	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
altogether	altogether	av	altogether	altogether	0
ineffectual	ineffectual	j	ineffectual	ineffectual	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
presumed	presumed	vvn	presumed	presume	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
a	a	dt	a	a	0
few	few	d	few	few	0
such	such	d	such	such	0
Arguments	Arguments	n2	Arguments	argument	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
instrumental	instrumental	j	instrumental	instrumental	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
confirming	confirming	vvg	confirming	confirm	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Communion	Communion	n1	Communion	communion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
though	though	cs	though	though	0
perhaps	perhaps	av	perhaps	perhaps	0
not	not	xx	not	not	0
effectual	effectual	j	effectual	effectual	0
to	to	pc-acp	to	to	0
recall	recall	vvi	recall	recall	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
departed	departed	vvn	departed	depart	0
;	;	;	;	;	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
here	here	av	here	here	0
is	is	vbz	is	be	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
convince	convince	vvi	convince	convince	0
them	them	pno32	them	they	0
;	;	;	;	;	0
their	their	po32	their	their	0
Conversion	Conversion	n1	Conversion	conversion	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
It	It	pn31	It	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
needless	needless	j	needless	needless	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
publishing	publishing	vvg	publishing	publish	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
senting	senting	n-vvg	senting	send	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
wanting	wanting	vvg	wanting	want	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Minister	Minister	n1	Minister	minister	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
omit	omit	vvi	omit	omit	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
her	her	po31	her	her	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
