Dear	Dear	j-jn	Dear	dear	0
Brother	Brother	n1	Brother	brother	0
,	,	,	,	,	0
GOD	GOD	np1	GOD	God	0
having	having	vhg	having	have	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
great	great	j	great	great	0
Breach	Breach	n1	Breach	breach	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
taking	taking	vvg	taking	take	0
away	away	av	away	away	0
her	her	pno31	her	she	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
delight	delight	n1	delight	delight	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
having	having	vhg	having	have	0
seen	seen	vvn	seen	see	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
she	she	pns31	she	she	0
left	left	vvd	left	leave	0
behind	behind	a-acp	behind	behind	0
,	,	,	,	,	0
laid	laid	vvn	laid	lay	0
to	to	p-acp	to	to	0
Rest	Rest	n1	Rest	rest	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
bed	bed	n1	bed	bed	0
of	of	pp-f	of	of	0
Dust	Dust	n1	Dust	dust	0
,	,	,	,	,	0
was	was	vbds	was	be	0
hen	hen	n1	hen	hen	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
put	put	vvd	put	put	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
last	last	ord	last	last	0
Office	Office	n1	Office	office	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Preaching	Preaching	vvg	Preaching	preach	0
o	o	sy	oh	o	0
your	your	po22	your	your	0
People	People	n1	People	people	0
on	on	p-acp	on	on	0
that	that	d	that	that	0
occasion	occasion	n1	occasion	occasion	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
did	did	vdd	did	do	0
I	I	pns11	I	i	0
draw	draw	vvi	draw	draw	0
back	back	av	back	back	0
;	;	;	;	;	0
ut	ut	fw-la	ut	ut	0
being	being	vbg	being	be	0
that	that	cst	that	that	0
very	very	j	very	very	0
Evening	Evening	n1	Evening	evening	0
seized	seized	vvn	seized	seize	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
time	time	n1	time	time	0
ontinued	ontinued	vvd	ontinued	ontinue	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Sharp	Sharp	j	Sharp	sharp	0
Distemper	Distemper	n1	Distemper	distemper	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
Study	Study	vvi	Study	study	0
a	a	dt	a	a	0
New	New	j	New	new	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
to	to	pc-acp	to	to	0
entertain	entertain	vvi	entertain	entertain	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
one	one	pi	one	one	0
I	I	pns11	I	i	0
ad	ad	vvi	and	add	0
Preached	Preached	vvn	Preached	preach	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
Congregation	Congregation	n1	Congregation	congregation	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
little	little	j	little	little	0
before	before	a-acp	before	before	0
