NOble	NOble	j	NOble	noble	0
captain	captain	n1	captain	captain	0
Gene	Gene	zz	Gene	gene	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
,	,	,	,	,	0
will	will	vmb	will	will	0
your	your	po22	your	your	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
cellency	cellency	n1	cellency	cellency	0
once	once	c-acp	once	once	0
give	give	vvb	give	give	0
leave	leave	vvi	leave	leave	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
scarce	scarce	av-j	scarce	scarce	0
say	say	vvi	say	say	0
what	what	r-crq	what	what	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
I	I	pns11	I	i	0
beg	beg	vvb	beg	beg	0
as	as	a-acp	as	as	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
bended	bended	j-vvn	bent	bend	0
knee	knee	n1	knee	knee	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Spirits	Spirits	ng1	Spirits	spirit	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
leave	leave	vvb	leave	leave	0
to	to	pc-acp	to	to	0
shelter	shelter	vvi	shelter	shelter	0
these	these	d	these	these	0
few	few	d	few	few	0
lines	lines	n2	lines	line	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
greatnesse	greatnesse	n1	greatness	greatness	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
peruse	peruse	vvi	peruse	peruse	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
leasure	leasure	n1	leisure	leisure	0
houre	houre	n1	hour	hour	0
,	,	,	,	,	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
your	your	po22	your	your	0
breast	breast	n1	breast	breast	0
hath	hath	vhz	hath	have	0
sweeter	sweeter	jc	sweeter	sweet	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
ye	ye	pn22	you	you	0
delight	delight	vvb	delight	delight	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
your	your	po22	your	your	0
victories	victories	n2	victories	victory	0
,	,	,	,	,	0
pomps	pomps	n2	pomps	pomp	0
,	,	,	,	,	0
glo	glo	vvi	glow	glow	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
,	,	,	,	,	0
greatnesse	greatnesse	n1	greatness	greatness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
crowned	crowned	vvn	crowned	crown	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
mired	mired	vvn	mired	mire	0
for	for	p-acp	for	for	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
good	good	j	good	good	0
&	&	cc	&	and	0
bad	bad	j	bad	bad	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
take	take	vvb	take	take	0
this	this	d	this	this	0
boldnesse	boldnesse	n1	boldness	boldness	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
my	my	po11	my	my	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
unwearied	unwearied	j	unwearied	unwearied	0
mar	mar	vvb	mar	mar	0
∣	∣	sy	∣	∣	0
ches	ches	n1	ches	ches	0
round	round	j	round	round	0
about	about	p-acp	about	about	0
this	this	d	this	this	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
houres	houres	n2	hours	hour	0
and	and	cc	and	and	0
seasons	seasons	n2	seasons	season	0
;	;	;	;	;	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
and	and	cc	and	and	0
your	your	po22	your	your	0
many	many	d	many	many	0
brave	brave	j	brave	brave	0
,	,	,	,	,	0
bold	bold	j	bold	bold	0
,	,	,	,	,	0
gallant	gallant	j-jn	gallant	gallant	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
Cannons	Cannons	n2	Cannons	cannon	0
playd	playd	vvd	played	play	0
,	,	,	,	,	0
like	like	j	like	like	0
thunder	thunder	n1	thunder	thunder	0
;	;	;	;	;	0
and	and	cc	and	and	0
bullets	bullets	n2	bullets	bullet	0
flew	flew	vvd	flew	fly	0
like	like	av-j	like	like	0
Haile-stones	Haile-stones	n2	Hailstones	hailstone	0
driven	driven	vvn	driven	drive	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
winde	winde	n1	wind	wind	0
,	,	,	,	,	0
such	such	d	such	such	0
was	was	vbds	was	be	0
that	that	d	that	that	0
at	at	p-acp	at	at	0
Maid-stone	Maid-stone	n1	Maidstone	maidstone	0
,	,	,	,	,	0
and	and	cc	and	and	0
divers	divers	j	diverse	diverse	0
more	more	n1	more	moor	0
besides	besides	a-acp	beside	beside	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Christ	Christ	np1	Christ	Christ	0
did	did	vdd	did	do	0
ever	ever	av	ever	ever	0
keep	keep	vvi	keep	keep	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
life-guard	life-guard	n1	lifeguard	lifeguard	0
of	of	pp-f	of	of	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
you	you	pn22	you	you	0
home	home	av-an	home	home	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
fields	fields	n2	fields	field	0
of	of	pp-f	of	of	0
deadly	deadly	j	deadly	deadly	0
slaughter	slaughter	n1	slaughter	slaughter	0
to	to	pc-acp	to	to	0
refresh	refresh	vvi	refresh	refresh	0
your	your	po22	your	your	0
greatnesse	greatnesse	n1	greatness	greatness	0
;	;	;	;	;	0
now	now	av	now	now	0
good	good	j	good	good	0
men	men	n2	men	man	0
will	will	vmb	will	will	0
bring	bring	vvi	bring	bring	0
presents	presents	n2	presents	present	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
their	their	po32	their	their	0
thankfulnes	thankfulnes	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
bad	bad	j	bad	bad	0
men	men	n2	men	man	0
,	,	,	,	,	0
court	court	vvb	court	court	0
you	you	pn22	you	you	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
advan	advan	n1	advan	advan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
:	:	:	:	:	0
both	both	d	both	both	0
the	the	dt	the	the	0
former	former	j	former	former	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
doe	doe	vdi	do	do	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
