I	I	pns11	I	i	0
Need	Need	vvb	Need	need	0
not	not	xx	not	not	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
useful	useful	j	useful	useful	0
this	this	d	this	this	0
Art	Art	n1	Art	art	0
is	is	vbz	is	be	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whatever	whatever	r-crq	whatever	whatever	0
Employ	Employ	vvb	Employ	employ	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
in	in	p-acp	in	in	0
Church	Church	n1	Church	church	0
or	or	cc	or	or	0
State	State	n1	State	state	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
desira	desira	fw-la	desira	desira	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Faculty	Faculty	n1	Faculty	faculty	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
enriching	enriching	vvg	enriching	enrich	0
your	your	po22	your	your	0
Minds	Minds	n2	Minds	mind	0
with	with	p-acp	with	with	0
rare	rare	j	rare	rare	0
Sciences	Sciences	n2	Sciences	science	0
and	and	cc	and	and	0
Know	Know	vvb	Know	know	0
∣	∣	sy	∣	∣	0
ledges	ledges	n2	ledges	ledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
gathering	gathering	vvg	gathering	gather	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Stations	Stations	n2	Stations	station	0
those	those	d	those	those	0
rich	rich	j	rich	rich	0
Jewels	Jewels	n2	Jewels	jewel	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
cause	cause	vvi	cause	cause	0
you	you	pn22	you	you	0
one	one	crd	one	one	0
day	day	n1	day	day	0
to	to	pc-acp	to	to	0
appear	appear	vvi	appear	appear	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Ornaments	Ornaments	n2	Ornaments	ornament	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Age	Age	n1	Age	age	0
and	and	cc	and	and	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
Ability	Ability	n1	Ability	ability	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
perfecting	perfecting	j-vvg	perfecting	perfect	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
Natu	Natu	fw-la	Natu	natu	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
Perfections	Perfections	n2	Perfections	perfection	0
,	,	,	,	,	0
and	and	cc	and	and	0
procuring	procuring	vvg	procuring	procure	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
real	real	j	real	real	0
Happiness	Happiness	n1	Happiness	happiness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
eternal	eternal	j	eternal	eternal	0
Felicity	Felicity	n1	Felicity	felicity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
next	next	ord	next	next	0
.	.	.	.	.	1
Seeing	Seeing	vvg	Seeing	see	0
therefore	therefore	av	therefore	therefore	0
that	that	cst	that	that	0
so	so	av	so	so	0
many	many	d	many	many	0
and	and	cc	and	and	0
apparent	apparent	j	apparent	apparent	0
Advantages	Advantages	n2	Advantages	advantage	0
depend	depend	vvb	depend	depend	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Memories	Memories	n2	Memories	memory	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Improve	Improve	vvi	Improve	improve	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
pray	pray	vvb	pray	pray	0
be	be	vbi	be	be	0
not	not	xx	not	not	0
wanting	wanting	vvg	wanting	want	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
neglect	neglect	vvb	neglect	neglect	0
not	not	xx	not	not	0
this	this	d	this	this	0
Gift	Gift	n1	Gift	gift	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
suffer	suffer	vvb	suffer	suffer	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
idle	idle	j	idle	idle	0
and	and	cc	and	and	0
useless	useless	j	useless	useless	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
employ	employ	vvb	employ	employ	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Pur	Pur	zz	Pur	pur	0
∣	∣	sy	∣	∣	0
poses	poses	n2	poses	pose	0
intended	intended	j-vvn	intended	intend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Donor's	Donor's	ng1	Donor's	donor	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Bounty	Bounty	n1	Bounty	bounty	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
capacious	capacious	j	capacious	capacious	0
and	and	cc	and	and	0
officious	officious	j	officious	officious	0
Memories	Memories	n2	Memories	memory	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
,	,	,	,	,	0
contain	contain	vvi	contain	contain	0
and	and	cc	and	and	0
preserve	preserve	vvi	preserve	preserve	0
much	much	d	much	much	0
,	,	,	,	,	0
keep	keep	vvb	keep	keep	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
empty	empty	j	empty	empty	0
Bladders	Bladders	n2	Bladders	bladder	0
,	,	,	,	,	0
puft	puft	vvd	puffed	puff	0
up	up	a-acp	up	up	0
with	with	p-acp	with	with	0
Wind	Wind	n1	Wind	wind	0
and	and	cc	and	and	0
Fancy	Fancy	n1	Fancy	fancy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
fill	fill	vvb	fill	fill	0
them	them	pno32	them	they	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Fountain	Fountain	n1	Fountain	fountain	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
profita	profita	fw-la	profita	profita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
Knowledg	Knowledg	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
sound	sound	j	found	sound	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
liberal	liberal	j	liberal	liberal	0
Arts	Arts	n2	Arts	art	0
and	and	cc	and	and	0
Sciences	Sciences	n2	Sciences	science	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
design	design	vvb	design	design	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
useful	useful	j	useful	useful	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Generation	Generation	n1	Generation	generation	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
Elevation	Elevation	n1	Elevation	elevation	0
be	be	vbb	be	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Birth	Birth	n1	Birth	birth	0
never	never	av-x	never	never	0
so	so	av	so	so	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
siderable	siderable	j	siderable	siderable	0
,	,	,	,	,	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
Knowledg	Knowledg	n1	Knowledge	knowledge	0
and	and	cc	and	and	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
will	will	vmb	will	will	0
add	add	vvi	add	add	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
Splendor	Splendor	n1	Splendour	splendour	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Nobility	Nobility	n1	Nobility	nobility	0
,	,	,	,	,	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
cure	cure	n1	cure	cure	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
Veneration	Veneration	n1	Veneration	veneration	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
subject	subject	j-jn	subject	subject	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Commands	Commands	vvz	Commands	command	0
and	and	cc	and	and	0
Dominion	Dominion	n1	Dominion	dominion	0
.	.	.	.	.	1
