Right	Right	av-jn	Right	right	0
Worshipful	Worshipful	j	Worshipful	worshipful	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
Satan	Satan	np1	Satan	Satan	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
busie	busie	j	busy	busy	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
his	his	po31	his	his	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
short	short	j	short	short	0
;	;	;	;	;	0
so	so	av	so	so	0
like	like	vvb	like	like	0
∣	∣	sy	∣	∣	0
wise	wise	n1	wise	wise	0
are	are	vbr	are	be	0
his	his	po31	his	his	0
Emissaries	Emissaries	n2	Emissaries	emissary	0
,	,	,	,	,	0
those	those	d	those	those	0
locusts	locusts	n2	locusts	locust	0
that	that	cst	that	that	0
came	came	vvd	came	come	0
forth	forth	av	forth	forth	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bottom	bottom	n1	bottom	bottom	0
∣	∣	sy	∣	∣	0
lesse	lesse	av-dc	less	less	0
pit	pit	n1	pit	pit	0
under	under	p-acp	under	under	0
their	their	po32	their	their	0
King	King	n1	King	king	0
Abaddon	Abaddon	np1	Abaddon	Abaddon	0
,	,	,	,	,	0
(	(	(	(	(	0
Rev.	Rev.	n1	Rev.	rev.	1
9.	9.	crd	9.	9	0
)	)	)	)	)	0
and	and	cc	and	and	0
these	these	d	these	these	0
croaking	croaking	j-vvg	croaking	croak	0
frogs	frogs	n2	frogs	frog	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
Rev.	Rev.	n1	Rev.	rev.	1
16.	16.	crd	16.	16.	0
seeking	seeking	vvg	seeking	seek	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
uphold	uphold	vvi	uphold	uphold	0
their	their	po32	their	their	0
tottering	tottering	j-vvg	tottering	totter	0
Babel	Babel	np1	Babel	Babel	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
is	is	vbz	is	be	0
so	so	av	so	so	0
neer	neer	av-j	near	near	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
final	final	j	final	final	0
