Honored	Honored	j-vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
KNowing	KNowing	vvg	KNowing	know	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
one	one	crd	one	one	0
that	that	cst	that	that	0
wait	wait	vvb	wait	wait	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
appearing	appearing	vvg	appearing	appear	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Kingly	Kingly	j	Kingly	kingly	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
news	news	n1	news	news	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
weak	weak	j	weak	weak	0
&	&	cc	&	and	0
poor	poor	j	poor	poor	0
instrument	instrument	n1	instrument	instrument	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mouths	mouths	n2	mouths	mouth	0
of	of	pp-f	of	of	0
babes	babes	n2	babes	babe	0
and	and	cc	and	and	0
sucklings	sucklings	ng1	sucklings	suckling	0
,	,	,	,	,	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
declare	declare	vvi	declare	declare	0
his	his	po31	his	his	0
praise	praise	n1	praise	praise	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
municat	municat	fw-la	municat	municat	0
a	a	dt	a	a	0
few	few	d	few	few	0
lines	lines	n2	lines	line	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
and	and	cc	and	and	0
grave	grave	j	grave	grave	0
consi	consi	fw-fr	consi	consi	0
∣	∣	sy	∣	∣	0
deration	deration	n1	deration	deration	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
believe	believe	vvi	believe	believe	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
doing	doing	vdg	doing	do	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
last	last	ord	last	last	0
Age	Age	n1	Age	age	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
Surely	Surely	av-j	Surely	sure	0
,	,	,	,	,	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
answering	answering	vvg	answering	answer	0
all	all	d	all	all	0
the	the	dt	the	the	0
prayers	prayers	n2	prayers	prayer	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
powred	powred	vvn	poured	pour	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
against	against	p-acp	against	against	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
many	many	d	many	many	0
hundred	hundred	crd	hundred	hundred	0
years	years	n2	years	year	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
now	now	av	now	now	0
going	going	vvg	going	go	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
eminent	eminent	j	eminent	eminent	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
require	require	vvi	require	require	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
spilt	spilt	vvn	spilled	spill	0
by	by	p-acp	by	by	0
that	that	d	that	that	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
sin	sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
adhe	adhe	j	adhe	adhe	0
∣	∣	sy	∣	∣	0
rents	rents	vvz	rends	rend	0
;	;	;	;	;	0
now	now	av	now	now	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
is	is	vbz	is	be	0
revenging	revenging	vvg	revenging	revenge	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
that	that	cst	that	that	0
cry	cry	vvb	cry	cry	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
,	,	,	,	,	0
now	now	av	now	now	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
war	war	n1	war	war	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
shall	shall	vmb	shall	shall	0
overcome	overcome	vvi	overcome	overcome	0
them	them	pno32	them	they	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
onely	onely	av-j	only	only	0
is	is	vbz	is	be	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Lords	Lords	n2	Lords	lord	0
and	and	cc	and	and	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
;	;	;	;	;	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
are	are	vbr	are	be	0
called	called	vvn	called	call	0
chosen	chosen	vvn	chosen	choose	0
&	&	cc	&	and	0
faithful	faithful	j	faithful	faithful	0
.	.	.	.	.	1
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
hath	hath	vhz	hath	have	0
bin	bin	vbn	been	be	0
drunken	drunken	j	drunken	drunken	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
bloud	bloud	n1	blood	blood	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
,	,	,	,	,	0
now	now	av	now	now	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
have	have	vhi	have	have	0
bloud	bloud	n1	blood	blood	0
to	to	pc-acp	to	to	0
drink	drink	vvi	drink	drink	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
worthy	worthy	j	worthy	worthy	0
;	;	;	;	;	0
now	now	av	now	now	0
have	have	vhb	have	have	0
we	we	pns12	we	we	0
great	great	j	great	great	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
bless	bless	vvi	bless	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
taken	taken	vvn	taken	take	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
great	great	j	great	great	0
pow	pow	uh	pow	pow	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
reign	reign	vvi	reign	reign	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
destroyed	destroyed	vvn	destroyed	destroy	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
destroyed	destroyed	vvn	destroyed	destroy	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
;	;	;	;	;	0
now	now	av	now	now	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
humbling	humbling	vvg	humbling	humble	0
great	great	j	great	great	0
men	men	n2	men	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
loftiness	loftiness	n1	loftiness	loftiness	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
bowed	bowed	vvn	bowed	bow	0
down	down	a-acp	down	down	0
and	and	cc	and	and	0
the	the	dt	the	the	0
haughtiness	haughtiness	n1	haughtiness	haughtiness	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
low	low	j	low	low	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
alone	alone	av-j	alone	alone	0
exalted	exalted	vvn	exalted	exalt	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
day	day	n1	day	day	0
;	;	;	;	;	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Christ	Christ	np1	Christ	Christ	0
appeared	appeared	vvd	appeared	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Majesty	Majesty	n1	Majesty	majesty	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
strength	strength	n1	strength	strength	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Armies	Armies	n2	Armies	army	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
scattered	scattered	vvn	scattered	scatter	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
imagi	imagi	n2	imagi	imagi	0
∣	∣	sy	∣	∣	0
nations	nations	n2	nations	nation	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
pulled	pulled	vvn	pulled	pull	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
mighty	mighty	j	mighty	mighty	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
seats	seats	n2	seats	seat	0
,	,	,	,	,	0
and	and	cc	and	and	0
exalted	exalted	j-vvn	exalted	exalt	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
low	low	j	low	low	0
degree	degree	n1	degree	degree	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
behold	behold	vvb	behold	behold	0
,	,	,	,	,	0
the	the	dt	the	the	0
day	day	n1	day	day	0
cometh	cometh	vvz	comes	come	0
that	that	d	that	that	0
shall	shall	vmb	shall	shall	0
burn	burn	vvi	burn	burn	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Oven	Oven	n1	Oven	oven	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
proud	proud	j	proud	proud	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
all	all	d	all	all	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
wickedly	wickedly	av-j	wickedly	wicked	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
stubble	stubble	n1	stubble	stubble	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
day	day	n1	day	day	0
cometh	cometh	vvz	comes	come	0
that	that	d	that	that	0
shall	shall	vmb	shall	shall	0
burn	burn	vvi	burn	burn	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Hosts	Hosts	n2	Hosts	host	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
leave	leave	vvi	leave	leave	0
neither	neither	dx	neither	neither	0
root	root	n1	root	root	0
nor	nor	ccx	nor	nor	0
branch	branch	n1	branch	branch	0
;	;	;	;	;	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
tread	tread	vvi	tread	tread	0
them	them	pno32	them	they	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
ashes	ashes	n2	ashes	ash	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
soles	soles	n2	soles	sole	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
;	;	;	;	;	0
Now	Now	av	Now	now	0
many	many	d	many	many	0
Nations	Nations	n2	Nations	nation	0
are	are	vbr	are	be	0
gathered	gathered	vvn	gathered	gather	0
against	against	p-acp	against	against	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
that	that	cst	that	that	0
say	say	vvb	say	say	0
,	,	,	,	,	0
let	let	vvb	let	let	0
her	her	pno31	her	she	0
be	be	vbi	be	be	0
defiled	defiled	vvn	defiled	defile	0
,	,	,	,	,	0
and	and	cc	and	and	0
let	let	vvb	let	let	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
look	look	vvb	look	look	0
