WHen	WHen	c-crq	WHen	when	0
Hanniball	Hanniball	np1	Hanniball	Hannibal	0
a	a	dt	a	a	0
manifold	manifold	j	manifold	manifold	0
wintered	wintered	j-vvn	wintered	winter	0
souldiour	souldiour	n1	soldier	soldier	0
,	,	,	,	,	0
a	a	dt	a	a	0
Generall	Generall	n1	General	general	0
of	of	pp-f	of	of	0
meruelous	meruelous	j	marvelous	marvelous	0
iud	iud	vvd	jud	jud	0
¦	¦	sy	¦	¦	0
gement	gement	n1	gement	gement	0
and	and	cc	and	and	0
worthines	worthines	n1	worthiness	worthiness	0
had	had	vhd	had	have	0
giuen	giuen	vvn	given	give	0
eare	eare	n1	ear	ear	0
a	a	dt	a	a	0
while	while	n1	while	while	0
to	to	p-acp	to	to	0
Phormiō	Phormiō	np1	Phormiō	Phormiō	0
ye	ye	dt	the	the	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
,	,	,	,	,	0
dis	dis	zf	dis	this	0
¦	¦	sy	¦	¦	0
coursing	coursing	vvg	coursing	course	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
of	of	pp-f	of	of	0
martiall	martiall	j	martial	martial	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Generall	Generall	n1	General	general	0
and	and	cc	and	and	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
ech	ech	d	each	each	0
man	man	n1	man	man	0
yt	yt	pn31	that	it	0
commeth	commeth	vvz	comes	come	0
to	to	p-acp	to	to	0
field	field	n1	field	field	0
:	:	:	:	:	0
beyng	beyng	vbg	being	be	0
demaunded	demaunded	vvn	demanded	demand	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
thought	thought	vvd	thought	think	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
,	,	,	,	,	0
whome	whome	ro-crq	whom	who	0
the	the	dt	the	the	0
Lippewise	Lippewise	j	Lippewise	lippewise	0
men	men	n2	men	man	0
estemed	estemed	vvn	esteemed	esteem	0
the	the	dt	the	the	0
wysest	wysest	js	wisest	wise	0
and	and	cc	and	and	0
learnedst	learnedst	js	learnedest	learned	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
aunswered	aunswered	vvd	answered	answer	0
:	:	:	:	:	0
that	that	cst	that	that	0
fooles	fooles	n2	fools	fool	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
heard	heard	vvn	herd	hear	0
many	many	d	many	many	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
dotyng	dotyng	j-vvg	doting	dote	0
foole	foole	n1	fool	fool	0
then	then	av	then	then	0
this	this	d	this	this	0
Phormion	Phormion	np1	Phormion	Phormion	0
was	was	vbds	was	be	0
,	,	,	,	,	0
he	he	pns31	he	he	0
neuer	neuer	av-x	never	never	0
heard	heard	vvd	herd	hear	0
.	.	.	.	.	1
It	It	pn31	It	it	0
semed	semed	vvd	seemed	seem	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
very	very	av	very	very	0
straunge	straunge	j	strange	strange	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
whiche	whiche	r-crq	which	which	0
neuer	neuer	av	never	never	0
went	went	vvd	went	go	0
further	further	av-jc	further	further	0
then	then	cs	then	than	0
the	the	dt	the	the	0
scoole	scoole	n1	scoole	school	0
,	,	,	,	,	0
neuer	neuer	av-x	never	never	0
