Most	Most	ds	Most	most	0
Worthy	Worthy	j	Worthy	worthy	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
IF	IF	cs	IF	if	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
gracious	gracious	j	gracious	gracious	0
fauours	fauours	n2	favours	favour	0
vnto	vnto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
My	My	po11	My	my	0
loue	loue	n1	love	love	0
and	and	cc	and	and	0
seruice	seruice	n1	service	service	0
can	can	vmb	can	can	0
e're	e're	av	ever	ever	0
make	make	vvi	make	make	0
amends	amends	n2	amends	amends	0
,	,	,	,	,	0
Both	Both	d	Both	both	0
are	are	vbr	are	be	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
dispose	dispose	n1	dispose	dispose	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
see	see	vvi	see	see	0
,	,	,	,	,	0
I'll	I'll	pns11|vmb	I'll	I|will	0
ranke	ranke	n1	rank	rank	0
your	your	po22	your	your	0
name	name	n1	name	name	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
my	my	po11	my	my	0
noble	noble	j	noble	noble	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
And	And	cc	And	and	0
no	no	dx	no	no	0
dishonor	dishonor	n1	dishonour	dishonour	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
bring	bring	vvb	bring	bring	0
not	not	xx	not	not	0
th'offring	th'offring	vvg	offering	offer	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
monitor	monitor	n1	monitor	monitor	0
,	,	,	,	,	0
But	But	cc-acp	But	but	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
that	that	cst	that	that	0
wonld	wonld	vmd	would	will	0
be	be	vbi	be	be	0
admonished	admonished	vvn	admonished	admonish	0
,	,	,	,	,	0
At	At	p-acp	At	at	0
your	your	po22	your	your	0
dispose	dispose	n1	dispose	dispose	0
(	(	(	(	(	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
as'twere	as'twere	av	as'twere	as'twere	0
my	my	po11	my	my	0
head	head	n1	head	head	0
.	.	.	.	.	1
Learn'd	Learn'd	j	Learned	learned	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
Preachers	Preachers	n2	Preachers	preacher	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
celestiall	celestiall	j	celestial	celestial	0
voyce	voyce	n1	voice	voice	0
,	,	,	,	,	0
Contracts	Contracts	vvz	Contracts	contract	0
a	a	dt	a	a	0
King	King	n1	King	king	0
to	to	p-acp	to	to	0
willing	willing	j	willing	willing	0
audience	audience	n1	audience	audience	0
,	,	,	,	,	0
Accep't	Accep't	vvd	Acceped	accepe	0
these	these	d	these	these	0
lines	lines	n2	lines	line	0
,	,	,	,	,	0
and	and	cc	and	and	0
I'll	I'll	pns11|vmb	I'll	I|will	0
maintaine	maintaine	vvi	maintain	maintain	0
my	my	po11	my	my	0
choyce	choyce	n1	choice	choice	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
Image	Image	n1	Image	image	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
excellence	excellence	n1	excellence	excellence	0
:	:	:	:	:	0
'Tis	'Tis	pn31|vbz	It's	it|be	0
inward	inward	j	inward	inward	0
ioy	ioy	n1	joy	joy	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
men	men	n2	men	man	0
note	note	vvi	note	note	0
,	,	,	,	,	0
Me	Me	pno11	Me	i	0
clothed	clothed	vvd	clothed	clothe	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
shed	shed	n1	shed	shed	0
of	of	pp-f	of	of	0
Chester	Chester	np1	Chester	Chester	0
scoate	scoate	n1	scoate	scoate	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
robe	robe	n1	robe	robe	0
of	of	pp-f	of	of	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
maintain'd	maintain'd	vvn	maintained	maintain	0
,	,	,	,	,	0
By	By	p-acp	By	by	0
Chesters	Chesters	np1	Chesters	Chesters	0
Lord	Lord	n1	Lord	lord	0
vnwronged	vnwronged	j	unwronged	unwronged	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnstain'd	vnstain'd	j	unstained	unstained	0
,	,	,	,	,	0
My	My	po11	My	my	0
gracious	gracious	j	gracious	gracious	0
Lord	Lord	n1	Lord	lord	0
mistake	mistake	vvb	mistake	mistake	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
Present	Present	vvi	Present	present	0
with	with	p-acp	with	with	0
reuerence	reuerence	n1	reverence	reverence	0
,	,	,	,	,	0
and	and	cc	and	and	0
humility	humility	n1	humility	humility	0
,	,	,	,	,	0
These	These	d	These	these	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordshp	Lordshp	n1	Lordshp	lordship	0
,	,	,	,	,	0
they	they	pns32	they	they	0
belong	belong	vvb	belong	belong	0
vnto	vnto	p-acp	unto	unto	0
Your	Your	po22	Your	your	0
Honor	Honor	n1	Honour	honour	0
onely	onely	av-j	only	only	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
presumptuously	presumptuously	av-j	presumptuously	presumptuous	0
,	,	,	,	,	0
I	I	pns11	I	i	0
eternize	eternize	vvi	eternise	eternize	0
your	your	po22	your	your	0
name	name	n1	name	name	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
with	with	p-acp	with	with	0
regard	regard	n1	regard	regard	0
,	,	,	,	,	0
And	And	cc	And	and	0
your	your	po22	your	your	0
free	free	j	free	free	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
is	is	vbz	is	be	0
